state,city,2010population,2011population,2012population,2013population,2014population,2015population,2016population, populationRecent,2010q1,2010q2,2010q3,2010q4,2011q1,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,countDNR,countZero,countReport
Missouri,Ballwin,29774,30514,30454,30452,30517,30526,30609,30609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Pennsylvania,Bally,1108,1093,1093,1107,1107,1101,1105,1105,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,2,26,0
Wisconsin,Balsam Lake,No Data,No Data,No Data,No Data,967,981,988,988,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0
Maryland,Baltimore,2939,2968,2985,2968,2952,2961,2970,2970,0,0,0,0,0,0,0,0,DNR,0,0,0,0, DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,0
Maryland,Baltimore City Sheriff,,,Not Available,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
South Carolina,Bamberg,3303,3649,3638,3556,3489,3416,3341,3341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Michigan,Bancroft,No Data,545,538,526,No Data,521,518,518,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,8,20,0
Oregon,Bandon,3222,No Data,No Data,No Data,No Data,No Data,3125,3125,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,20,8,0
Tennessee,Baneberry,489,486,488,501,507,510,526,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Maine,Bangor,1392,1465,1477,1494,1490,1499,1498,1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Texas,Bangs,1532,1637,1630,1586,1585,1564,1575,1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Oregon,Banks,No Data,No Data,No Data,No Data,No Data,No Data,1965,1965,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,24,4,0
North Carolina,Banner Elk,944,1041,1029,1117,1078,1137,1163,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
California,Banning,29563,29951,30541,30503,30699,31030,31191,31191,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,24,4
Illinois,Bannockburn,1919,1588,1587,1577,1575,1573,1569,1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Maine,Bar Harbor,5243,5234,5253,5275,5334,5328,5339,5339,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2
Wisconsin,Baraboo,11205,12100,12138,12047,12112,12093,12174,12174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Ohio,Barberton,No Data,26569,26453,26245,26286,26242,26172,26172,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,3,2,1,0,0,0,0,1,4,15,9
West Virginia,Barboursville,3652,3969,3976,4099,4119,4230,4091,4091,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2
Kentucky,Barbourville,3625,3187,3178,3139,3152,3147,3174,3174,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
Kentucky,Bardstown,11339,11781,11869,12916,13005,13087,13181,13181,0,1,3,1,0,0,1,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,20,8
Kentucky,Bardwell,826,728,717,711,706,705,688,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Indiana,Bargersville,3644,No Data,No Data,6341,6554,No Data,No Data,6554,DNR,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0, DNR, DNR,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,19,9,0
Arkansas,Barling,4587,4684,4718,4733,4762,4725,4748,4748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
New Jersey,Barnegat Light,859,576,580,578,578,582,575,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,1,27,0
New Jersey,Barnegat Township,23692,21006,21141,21544,22136,22628,22272,22272,0,0,3,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,1,23,4
Georgia,Barnesville,3987,4196,4178,4130,4129,4127,4112,4112,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR, DNR, DNR, DNR,0,0,0,0,0,0,0,0,0,5,23,0
Wisconsin,Barneveld,No Data,No Data,1229,1238,1238,1234,1233,1233,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,0
Oklahoma,Barnsdall,No Data,No Data,No Data,No Data,No Data,No Data,1203,1203,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,24,4,0
Massachusetts,Barnstable,45599,45468,45570,44837,44642,44392,43974,43974,2,0,1,2,0,2,0,1,4,1,0,3,0,0,0,0,2,0,1,0,1,0,0,0,1,0,3,0,0,15,13
New Hampshire,Barnstead,4619,4599,4615,4616,4602,4596,4615,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
South Carolina,Barnwell,4714,4805,4739,4657,4676,4624,4561,4561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Michigan,Baroda Lake Township,870,No Data,No Data,No Data,No Data,No Data,No Data,870,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,24,4,0
Michigan,Baroda-Lake Township,No Data,3842,3851,3824,3784,3785,3774,3774,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,0
Massachusetts,Barre,8781,9062,9060,8938,8897,8786,8687,8687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,1
Vermont,Barre Town,8039,7933,7932,7932,7902,7839,7791,7791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,1
Pennsylvania,Barrett Township,4327,4238,4231,4149,4095,4062,No Data,4062,0,0,0,0,0,0,0,DNR,0,0,0,DNR,0,0,0, DNR,0,0,0,0,0,0, DNR, DNR,DNR,DNR,DNR,DNR,9,19,0
New Hampshire,Barrington,16276,16290,16268,16286,16351,16228,16218,16218,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
Illinois,Barrington Hills,4373,No Data,4225,4229,4237,4269,4256,4256,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,0
Wisconsin,Barron,3078,3438,3434,3391,3359,3326,3303,3303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Illinois,Barry,No Data,No Data,1317,1308,No Data,1271,1266,1266,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,12,16,0
Michigan,Barry Township,3457,3375,3360,3372,3388,3409,3413,3413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Michigan,Barryton,368,355,359,363,360,360,357,357,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0
California,Barstow,24704,22905,23188,23144,23349,23700,23894,23894,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,2
Oklahoma,Bartlesville,36586,36133,No Data,36389,36364,36668,36753,36753,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,5,23,0
Illinois,Bartlett,48358,2792,55510,56360,58529,58578,58897,58897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Illinois,Bartonville,6142,No Data,6486,6439,1649,1682,1702,1702,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,0
Florida,Bartow,17072,17534,17740,270,18167,No Data,258,258,0,0,0,0,0,0,0,0,0,0,1,0,0,0, DNR, DNR,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0, DNR,7,20,1
Georgia,Barwick,420,391,386,376,No Data,No Data,No Data,376,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,13,15,0
Colorado,Basalt,3347,3924,3889,3818,3859,3937,3900,3900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,2
Kansas,Basehor,4713,4642,4716,4828,4958,5239,5563,5563,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
Louisiana,Basile,2357,1838,No Data,1802,1797,1809,1815,1815,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,0,0, DNR,0,0,0,0,0,0, DNR,0,0,6,22,0
Wyoming,Basin,1328,1295,1314,1294,1319,No Data,No Data,1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR, DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,11,17,0
Louisiana,Bastrop,8790,7370,7415,7447,7635,8019,8447,8447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Illinois,Batavia,1761,1510,1524,1633,1644,1652,1654,1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Missouri,Bates City,261,220,218,221,No Data,219,219,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,DNR,DNR,DNR,DNR, DNR, DNR, DNR,0,0,0,0,0,8,20,0
South Carolina,Batesburg-Leesville,5670,5424,5503,5408,5435,5438,5457,5457,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2
Indiana,Batesville,7776,No Data,No Data,7417,7456,10534,10732,10732,0,DNR,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR, DNR,0,0,0,0,0, DNR, DNR, DNR,0,0,0,0,0,0,0,14,14,0
Maine,Bath,8879,8513,8499,8384,8325,8284,8269,8269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,1
Michigan,Bath Township,11955,11589,11621,11761,11878,12030,12552,12552,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,1
Ohio,"Bath Township, Summit County",10214,9709,9667,9724,9805,9858,9896,9896,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,4
New York,Bath Village,5330,5812,5820,5733,5703,5664,5605,5605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Louisiana,Baton Rouge,No Data,No Data,No Data,No Data,No Data,228727,228389,228389,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,1,2,20,6,2
Michigan,Battle Creek,60386,61658,61450,61032,61225,61240,60904,60904,1,0,0,0,0,0,4,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,17,11
Washington,Battle Ground,18076,17847,18068,18146,18449,19239,19734,19734,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,3
Missouri,Battlefield,4534,5610,5645,5783,5945,6009,6083,6083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,1
Minnesota,Baudette,No Data,No Data,No Data,No Data,No Data,No Data,1055,1055,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR, DNR, DNR, DNR,0,27,1,0
Georgia,Baxley,4377,4458,4445,4434,4474,4482,4452,4452,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,0
Tennessee,Baxter,1435,1377,1388,1389,7815,1403,1388,1388,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0, DNR, DNR, DNR,0,0,0,0,0,0,0,0,0,3,23,2
Kansas,Baxter Springs,4132,4265,4216,4139,4098,4035,3989,3989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,1
Arkansas,Bay,2085,1815,1845,1825,1811,1794,1815,1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Michigan,Bay City,17523,17985,17928,17429,17480,17305,17595,17595,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
Florida,Bay Harbor Islands,5126,5705,5841,5881,5907,No Data,No Data,5907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,8,20,0
New Jersey,Bay Head,1284,971,978,987,998,1009,971,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,1,27,0
Alabama,Bay Minette,8468,8083,No Data,No Data,No Data,No Data,No Data,8083,0,0,DNR,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,23,5,0
Ohio,Bay View,629,632,630,623,620,612,609,609,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0
Ohio,Bay Village,14298,15662,15527,15435,No Data,No Data,15346,15346,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR, DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0, DNR,0,12,16,0
New Mexico,Bayard,2423,2354,No Data,2315,No Data,No Data,1136,1136,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,0, DNR, DNR, DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,15,13,0
Colorado,Bayfield,545,489,491,488,487,480,478,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
New Jersey,Bayonne,58393,63234,64036,64950,65618,66582,66629,66629,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1, DNR,0,0,0,1,22,5
Alabama,Bayou La Batre,3253,No Data,No Data,No Data,No Data,No Data,No Data,3253,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,24,4,0
Texas,Bayou Vista,1663,1569,1584,1551,1564,1576,1603,1603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Minnesota,Bayport,No Data,3498,3518,3649,3698,3748,3763,3763,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,DNR,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,0
Wisconsin,Bayside,4455,4408,4422,4418,4425,4424,4417,4417,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0
Texas,Baytown,71082,73313,74420,73709,76253,77145,77224,77224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,1, DNR,1, DNR, DNR,0,0,0,0,4,22,2
Ohio,Bazetta Township,No Data,5878,5844,5793,5765,5716,5683,5683,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR,0,0,0,0,0,0,0,0,6,22,0
Ohio,Beach City,1094,1034,1031,1020,1008,1008,1007,1007,0,0,0,0,0,DNR,0,DNR,DNR,0,DNR,DNR, DNR, DNR,0, DNR, DNR,0, DNR, DNR, DNR, DNR,0,0, DNR, DNR,0, DNR,16,12,0
New Jersey,Beach Haven,1425,1174,1185,1178,1178,1182,1168,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,1,27,0
New Jersey,Beachwood,10904,11962,11866,11812,11812,11763,11219,11219,0,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0, DNR, DNR, DNR,0,0,0,0,0, DNR, DNR, DNR, DNR,0,0,0,10,18,0
New York,Beacon,14342,15611,15649,15278,14330,14141,14291,14291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Pennsylvania,Beallsville,No Data,No Data,469,459,No Data,No Data,447,447,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,DNR,DNR,DNR,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0, DNR, DNR, DNR,22,6,0
Tennessee,Bean Station,3085,2851,2865,2972,3071,3085,3085,3085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Alabama,Bear Creek,993,No Data,No Data,No Data,No Data,No Data,No Data,993,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,24,4,0
California,Bear Valley,4655,5233,5282,5328,5379,5428,5464,5464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Arkansas,Bearden,999,973,961,930,910,904,884,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Illinois,Beardstown,5794,6141,6099,5924,5919,5823,5664,5664,0,0,DNR,DNR,DNR,DNR,DNR,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,21,2
Nebraska,Beatrice,12706,12570,12388,12055,12092,11965,12340,12340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Kentucky,Beattyville,1096,1316,1299,1269,1263,1245,1232,1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
South Carolina,Beaufort,4368,4090,12653,12918,13090,13296,13477,13477,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
Texas,Beaumont,37399,120785,120323,40208,41323,43626,45249,45249,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
Oklahoma,Beaver,4321,4545,1520,4473,4456,4418,4399,4399,0,0,DNR,DNR,0,0,0,0,0,0,0,0, DNR,0, DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,0
Kentucky,Beaver Dam,15258,16285,16235,16326,16384,16624,16640,16640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Wisconsin,Beaver Dam Township,No Data,No Data,No Data,No Data,No Data,No Data,3887,3887,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,24,4,0
Pennsylvania,Beaver Falls,8926,9016,9137,8720,8775,8680,8598,8598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Pennsylvania,Beaver Meadows,951,872,869,853,849,846,837,837,0,0,0,0,DNR,DNR,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR,0, DNR, DNR, DNR,8,20,0
Ohio,Beaver Township,6017,6716,6667,6606,6551,6530,6492,6492,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,2
Ohio,Beavercreek,42247,45226,45563,45971,45835,46112,46490,46490,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2
Oregon,Beaverton,1036,1070,92276,1057,1062,1057,1044,1044,0,0,0,0,0,0,DNR,DNR,3,DNR,1,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,2
Illinois,Beckemeyer,1049,1043,No Data,No Data,No Data,No Data,No Data,1043,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,23,5,0
Minnesota,Becker,No Data,4573,4609,4622,4668,4721,4730,4730,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,0
Massachusetts,Becket,1788,No Data,No Data,No Data,No Data,1777,No Data,1777,DNR,DNR,DNR,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,DNR,DNR,DNR,DNR,23,5,0
West Virginia,Beckley,16990,17637,17675,17593,17595,17137,16940,16940,0,0,2,0,0,0,0,0,2,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,7
Texas,Bedford,2967,2850,6249,48513,5882,2751,6556,6556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,1,27,0
Ohio,Bedford Heights,No Data,No Data,No Data,10608,No Data,No Data,No Data,10608,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0, DNR, DNR, DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,27,1,0
Illinois,Bedford Park,No Data,No Data,584,No Data,No Data,No Data,No Data,584,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,25,3,0
New York,Bedford Town,18403,17413,17547,17627,17782,18046,18063,18063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,1
New Jersey,Bedminster Township,6480,6595,6601,8213,7032,7104,7123,7123,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0, DNR, DNR, DNR,0,0,0,0,3,24,1
Texas,Bee Cave,3435,4008,4137,5172,5674,6586,6891,6891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Arkansas,Beebe,7173,7370,7449,7744,8045,8138,8269,8269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
West Virginia,Beech Bottom,No Data,No Data,No Data,514,512,502,496,496,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR, DNR, DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0
Indiana,Beech Grove,14487,14264,No Data,14384,14536,14592,No Data,14592,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,8,20,0
North Carolina,Beech Mountain,348,324,324,319,320,319,320,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Illinois,Beecher,3159,4372,4386,4454,4470,4483,4465,4465,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,2
Texas,Beeville,12439,13134,13179,13181,13397,13414,13362,13362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Oklahoma,Beggs,1374,1335,1325,1255,1251,1236,1242,1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Maryland,Bel Air,9894,10216,10285,10314,10338,10295,10200,10200,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3
Kansas,Bel Aire,7009,6812,6841,6857,6950,7416,7574,7574,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
