agencyName,agencyType,state,recent_population,zeroCount,dnrCount,reportCount,zeroClass,dnrClass,reportClass,popClass
Jeffersonville,Cities,INDIANA,47327,23,4,1,5,1,0,4
Jellico,Cities,TENNESSEE,2244,27,0,1,6,0,0,3
Jemison,Cities,ALABAMA,3077,4,0,24,1,0,6,3
Jena,Cities,Louisiana,3383,9,3,16,2,0,4,3
Jenkins,Cities,KENTUCKY,2077,27,0,1,6,0,0,3
Jenkins Township,Cities,PENNSYLVANIA,4453,24,3,1,6,0,0,3
Jenkintown,Cities,PENNSYLVANIA,4432,26,1,1,6,0,0,3
Jenks,Cities,OKLAHOMA,21535,21,1,6,5,0,1,4
Jennerstown,Cities,PENNSYLVANIA,664,23,4,1,5,1,0,2
Jennings,Cities,FLORIDA,10140,27,0,1,6,0,0,4
Jerauld,Nonmetropolitan Counties,SOUTH DAKOTA,No Data,26,0,2,6,0,0,-1
Jermyn,Cities,PENNSYLVANIA,2082,19,8,1,4,2,0,3
Jerome,Cities,IDAHO,1645,25,2,1,6,0,0,3
Jersey,Metropolitan Counties,ILLINOIS,No Data,20,3,5,5,0,1,-1
Jersey City,Cities,NEW JERSEY,266179,11,2,15,2,0,3,5
Jersey Village,Cities,TEXAS,7954,27,0,1,6,0,0,3
Jerseyville,Cities,ILLINOIS,8470,27,0,1,6,0,0,3
Jessamine,Metropolitan Counties,KENTUCKY,No Data,25,0,3,6,0,0,-1
Jessup,Cities,PENNSYLVANIA,4460,15,4,9,3,1,2,3
Jesup,Cities,GEORGIA,9525,26,1,1,6,0,2,3
Jewell,Nonmetropolitan Counties,Kansas,No Data,2,2,24,0,0,6,-1
Jewett,Cities,OHIO,1197,23,4,1,5,1,0,3
Jim Hogg,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Jim Thorpe,Cities,PENNSYLVANIA,4614,26,1,1,6,0,0,3
Jim Wells,Nonmetropolitan Counties,TEXAS,No Data,24,3,1,6,0,0,-1
Jo Daviess,Nonmetropolitan Counties,ILLINOIS,No Data,27,0,1,6,0,0,-1
Johns Creek,Cities,GEORGIA,84629,26,1,1,6,0,0,4
Johnsburg,Cities,ILLINOIS,6303,19,0,9,4,0,2,3
Johnson,Metropolitan Counties,KANSAS,No Data,27,0,1,6,0,0,-1
Johnson City,Cities,TENNESSEE,2021,27,0,1,6,0,0,3
Johnson City Village,Cities,NEW YORK,14699,27,0,1,6,0,0,4
Johnsonburg,Cities,PENNSYLVANIA,2351,26,1,1,6,0,0,3
Johnsonville,Cities,SOUTH CAROLINA,1509,27,0,1,6,0,0,3
Johnston,Cities,IOWA,2345,27,0,1,6,0,0,3
Johnston City,Cities,ILLINOIS,3449,4,0,24,1,0,6,3
Johnstown,Cities,PENNSYLVANIA,4973,25,2,1,6,0,0,3
Joliet,Cities,ILLINOIS,147886,26,0,2,6,0,0,5
Jones,Metropolitan Counties,GEORGIA,No Data,27,0,1,6,0,0,-1
Jones Creek,Cities,TEXAS,2076,27,0,1,6,0,0,3
Jonesboro,Cities,ARKANSAS,4752,23,4,1,5,1,0,3
Jonesborough,Cities,TENNESSEE,5338,24,0,4,6,0,1,3
Jonesburg,Cities,MISSOURI,722,26,1,1,6,0,1,2
Jonestown,Cities,TEXAS,2074,27,0,1,6,0,0,3
Jonesville,Cities,MICHIGAN,968,27,0,1,6,0,0,2
Joplin,Cities,MISSOURI,52001,23,0,5,5,0,1,4
Jordan,Cities,MINNESOTA,6203,17,8,3,4,2,0,3
Jordan Village,Cities,NEW YORK,1326,24,3,1,6,0,0,3
Josephine,Metropolitan Counties,Oregon,1139,18,1,9,4,0,2,3
Joshua,Cities,TEXAS,6101,24,3,1,6,0,0,3
Jourdanton,Cities,TEXAS,4355,27,0,1,6,0,0,3
Juab,Metropolitan Counties,UTAH,No Data,26,1,1,6,0,0,-1
Judith Basin,Nonmetropolitan Counties,MONTANA,No Data,27,0,1,6,0,0,-1
Judsonia,Cities,ARKANSAS,2028,25,2,1,6,0,0,3
Junction,Cities,TEXAS,2421,27,0,1,6,0,0,3
Junction City,Cities,KANSAS,808,23,4,1,5,1,0,2
Juneau,Cities,WISCONSIN,2695,27,0,1,6,0,0,3
Juniata Valley Regional,Cities,PENNSYLVANIA,2779,15,1,12,3,0,3,3
Juno Beach,Cities,FLORIDA,3307,20,0,8,5,0,2,3
Jupiter,Cities,FLORIDA,59039,15,0,13,3,0,3,4
Jupiter Inlet Colony,Cities,FLORIDA,426,20,0,8,5,0,2,2
Jupiter Island,Cities,FLORIDA,858,20,0,8,5,0,2,2
Jurupa Valley,Cities,California,101316,13,3,12,3,0,3,5
Justice,Cities,Illinois,12974,19,0,9,4,0,2,4
Kadoka,Cities,SOUTH DAKOTA,718,27,0,1,6,0,0,2
Kahoka,Cities,MISSOURI,2013,27,0,1,6,0,0,3
Kalama,Cities,WASHINGTON,2410,25,1,2,6,0,0,3
Kalamazoo,Cities,MICHIGAN,76325,26,0,2,6,0,0,4
Kalamazoo Township,Cities,MICHIGAN,24534,26,0,2,6,0,0,4
Kalida,Cities,OHIO,1566,19,8,1,4,2,0,3
Kalispell,Cities,MONTANA,22470,20,0,8,5,0,2,4
Kalkaska,Cities,MICHIGAN,No Data,27,0,1,6,0,0,-1
Kamas,Cities,UTAH,2095,23,4,1,5,1,0,3
Kamiah,Cities,IDAHO,1269,27,0,1,6,0,0,3
Kanab,Cities,UTAH,4406,23,3,2,5,0,0,3
Kanabec,Nonmetropolitan Counties,Minnesota,No Data,18,5,5,4,1,0,-1
Kanawha,Metropolitan Counties,WEST VIRGINIA,No Data,16,0,12,4,0,3,-1
Kandiyohi,Nonmetropolitan Counties,Minnesota,No Data,18,5,5,4,1,3,-1
Kane,Metropolitan Counties,ILLINOIS,3742,22,5,1,5,1,0,3
Kankakee,Cities,ILLINOIS,26481,22,1,5,5,0,1,4
Kannapolis,Cities,NORTH CAROLINA,46867,26,0,2,6,0,0,4
Kanopolis,Cities,Kansas,470,15,0,13,3,0,3,2
Kansas City,Cities,MISSOURI,478364,5,3,20,1,0,5,5
Kaplan,Cities,Louisiana,4619,12,3,13,3,0,3,3
Karnes,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Karnes City,Cities,TEXAS,3437,27,0,1,6,0,0,3
Kasson,Cities,Minnesota,6157,15,4,9,3,1,2,3
Katy,Cities,TEXAS,16589,27,0,1,6,0,0,4
Kaufman,Metropolitan Counties,TEXAS,6971,27,0,1,6,0,0,3
Kaukauna,Cities,WISCONSIN,15928,26,0,2,6,0,0,4
Kaw City,Cities,OKLAHOMA,375,4,0,24,1,0,6,2
Kay,Nonmetropolitan Counties,OKLAHOMA,No Data,23,0,5,5,0,1,-1
Kaysville,Cities,UTAH,31055,26,0,2,6,0,0,4
Keansburg,Cities,NEW JERSEY,9828,4,1,23,1,0,5,3
Kearney,Cities,MISSOURI,No Data,27,0,1,6,0,0,-1
Kearny,Cities,NEW JERSEY,42208,21,4,3,5,1,0,4
Kechi,Cities,KANSAS,2013,25,2,1,6,0,0,3
Keego Harbor,Cities,MICHIGAN,3040,22,0,6,5,0,1,3
Keene,Cities,NEW HAMPSHIRE,6206,27,0,1,6,0,0,3
Keenesburg,Cities,Colorado,1208,19,0,9,4,0,2,3
Keiser,Cities,Arkansas,694,15,4,9,3,1,2,2
Keith,Nonmetropolitan Counties,NEBRASKA,No Data,26,0,2,6,0,0,-1
Keizer,Cities,OREGON,38165,24,0,4,6,0,1,4
Keller,Cities,TEXAS,47047,26,0,2,6,0,0,4
Kellogg,Cities,IDAHO,2061,26,1,1,6,0,0,3
Kellyville,Cities,Oklahoma,1147,9,2,17,2,0,4,3
Kelso,Cities,WASHINGTON,11897,22,0,6,5,0,1,4
Kemah,Cities,TEXAS,2028,26,1,1,6,0,1,3
Kemmerer,Cities,WYOMING,2757,27,0,1,6,0,0,3
Kemp,Cities,TEXAS,1178,8,0,20,2,0,5,3
Kemper,Nonmetropolitan Counties,Mississippi,No Data,18,1,9,4,0,2,-1
Kempner,Cities,TEXAS,1075,5,2,21,1,0,5,3
Kenai,Cities,Alaska,7770,15,0,13,3,0,3,3
Kenansville,Cities,NORTH CAROLINA,872,27,0,1,6,0,0,2
Kenbridge,Cities,VIRGINIA,1220,26,0,2,6,0,0,3
Kendall,Metropolitan Counties,ILLINOIS,476,27,0,1,6,0,0,2
Kendallville,Cities,INDIANA,9942,13,14,1,3,3,0,3
Kendleton,Cities,Texas,395,3,0,25,0,0,6,2
Kenedy,Cities,TEXAS,No Data,27,0,1,6,0,0,-1
Kenhorst,Cities,PENNSYLVANIA,2865,23,4,1,5,1,0,3
Kenilworth,Cities,ILLINOIS,8229,27,0,1,6,0,0,3
Kenly,Cities,NORTH CAROLINA,1472,27,0,1,6,0,0,3
Kenmare,Cities,NORTH DAKOTA,1080,24,3,1,6,0,0,3
Kenmore,Cities,WASHINGTON,22340,26,0,2,6,0,0,4
Kenmore Village,Cities,NEW YORK,15110,27,0,1,6,0,0,4
Kennebec,Nonmetropolitan Counties,MAINE,No Data,26,0,2,6,0,0,-1
Kennebunk,Cities,MAINE,11289,27,0,1,6,0,0,4
Kennebunkport,Cities,MAINE,3586,27,0,1,6,0,0,3
Kennedale,Cities,TEXAS,7910,27,0,1,6,0,0,3
Kennedy Township,Cities,PENNSYLVANIA,8211,15,8,5,3,2,1,3
Kenner,Cities,LOUISIANA,67164,20,6,2,5,1,0,4
Kennesaw,Cities,GEORGIA,34204,24,3,1,6,0,0,4
Kenneth City,Cities,FLORIDA,5031,20,0,8,5,0,2,3
Kennett,Cities,MISSOURI,10610,27,0,1,6,0,0,4
Kennett Square,Cities,PENNSYLVANIA,6188,26,1,1,6,0,0,3
Kennett Township,Cities,PENNSYLVANIA,8294,18,5,5,4,1,0,3
Kennewick,Cities,WASHINGTON,79837,24,0,4,6,0,1,4
Kenosha,Cities,WISCONSIN,No Data,26,0,2,6,0,0,-1
Kenova,Cities,WEST VIRGINIA,3058,27,0,1,6,0,0,3
Kensett,Cities,ARKANSAS,1650,27,0,1,6,0,0,3
Kensington,Cities,CALIFORNIA,2133,27,0,1,6,0,0,3
Kensington Village,Cities,NEW YORK,1189,26,1,1,6,0,0,3
Kent,Metropolitan Counties,MICHIGAN,85768,27,0,1,6,0,0,4
Kent Town,Cities,NEW YORK,13274,27,0,1,6,0,0,4
Kenton,Metropolitan Counties,KENTUCKY,1213,27,0,1,6,0,0,3
Kenton County Police Department,Metropolitan Counties,KENTUCKY,No Data,25,0,3,6,0,0,-1
Kentwood,Cities,MICHIGAN,51897,22,1,5,5,0,1,4
Keokuk,Cities,IOWA,No Data,24,3,1,6,0,0,-1
Kerens,Cities,TEXAS,1572,19,0,9,4,0,2,3
Kerman,Cities,CALIFORNIA,14654,26,0,2,6,0,0,4
Kermit,Cities,TEXAS,6596,27,0,1,6,0,0,3
Kern,Metropolitan Counties,CALIFORNIA,No Data,13,0,15,3,0,3,-1
Kernersville,Cities,NORTH CAROLINA,23943,26,0,2,6,0,0,4
Kerr,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Kerrville,Cities,TEXAS,23287,27,0,1,6,0,0,4
Kersey,Cities,COLORADO,1602,27,0,1,6,0,0,3
Kershaw,Metropolitan Counties,SOUTH CAROLINA,No Data,24,3,1,6,0,0,-1
Ketchikan,Cities,Alaska,8221,15,0,13,3,0,3,3
Ketchum,Cities,IDAHO,2732,27,0,1,6,0,0,3
Kettering,Cities,OHIO,55574,16,2,10,4,0,2,4
Kettle Falls,Cities,WASHINGTON,1596,26,0,2,6,0,0,3
Kewanee,Cities,ILLINOIS,12460,24,3,1,6,0,0,4
Kewaskum,Cities,WISCONSIN,4117,27,0,1,6,0,0,3
Kewaunee,Cities,WISCONSIN,No Data,27,0,1,6,0,0,-1
Keweenaw,Nonmetropolitan Counties,MICHIGAN,No Data,20,3,5,5,0,1,-1
Key Biscayne,Cities,FLORIDA,12946,19,0,9,4,0,2,4
Key Colony Beach,Cities,FLORIDA,843,20,0,8,5,0,2,2
Key West,Cities,FLORIDA,25772,15,0,13,3,0,3,4
Keya Paha,Nonmetropolitan Counties,Nebraska,No Data,14,1,13,3,0,3,-1
Keyport,Cities,NEW JERSEY,7126,26,1,1,6,0,3,3
Keyser,Cities,WEST VIRGINIA,5223,21,3,4,5,0,1,3
Keysville,Cities,GEORGIA,336,6,2,20,1,0,5,2
Kidder,Nonmetropolitan Counties,NORTH DAKOTA,No Data,27,0,1,6,0,0,-1
Kidder Township,Cities,PENNSYLVANIA,1935,26,1,1,6,0,0,3
Kiefer,Cities,OKLAHOMA,1960,27,0,1,6,0,0,3
Kiel,Cities,WISCONSIN,3720,27,0,1,6,0,0,3
Kilbuck Township,Cities,PENNSYLVANIA,689,26,1,1,6,0,0,2
Kildeer,Cities,ILLINOIS,4066,27,0,1,6,0,0,3
Kilgore,Cities,TEXAS,15258,24,0,4,6,0,1,4
Kill Devil Hills,Cities,NORTH CAROLINA,7132,26,0,2,6,0,0,3
Killdeer,Cities,NORTH DAKOTA,1392,23,0,5,5,0,1,3
Killeen,Cities,TEXAS,143248,26,0,2,6,0,0,5
Killen,Cities,ALABAMA,1154,4,0,24,1,0,6,3
Killian,Cities,Louisiana,1310,4,0,24,1,0,6,3
Killington,Cities,Vermont,786,11,0,17,2,0,4,2
Kilmarnock,Cities,VIRGINIA,1428,27,0,1,6,0,0,3
Kimball,Nonmetropolitan Counties,NEBRASKA,1398,27,0,1,6,0,0,3
Kimberling City,Cities,MISSOURI,2290,27,0,1,6,0,0,3
Kimberly,Cities,ALABAMA,3680,25,0,3,6,0,0,3
Kimble,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Kimmswick,Cities,MISSOURI,158,27,0,1,6,0,0,2
Kincaid,Cities,Illinois,1424,19,0,9,4,0,2,3
Kinde,Cities,Michigan,429,18,0,10,4,0,2,2
Kinder,Cities,LOUISIANA,2436,16,11,1,4,2,0,3
King,Cities,NORTH CAROLINA,No Data,25,2,1,6,0,0,-1
King City,Cities,CALIFORNIA,3804,27,0,1,6,0,0,3
King George,Nonmetropolitan Counties,VIRGINIA,No Data,24,0,4,6,0,1,-1
King William,Metropolitan Counties,VIRGINIA,No Data,27,0,1,6,0,0,-1
King and Queen,Metropolitan Counties,VIRGINIA,No Data,27,0,1,6,0,0,-1
Kingfisher,Cities,OKLAHOMA,4912,26,1,1,6,0,0,3
Kingman,Cities,ARIZONA,No Data,27,0,1,6,0,0,-1
Kings,Metropolitan Counties,CALIFORNIA,No Data,25,0,3,6,0,0,-1
Kings Mountain,Cities,NORTH CAROLINA,10785,27,0,1,6,0,0,4
Kings Point Village,Cities,NEW YORK,5147,23,4,1,5,1,0,3
Kingsburg,Cities,CALIFORNIA,11905,26,0,2,6,0,0,4
Kingsford,Cities,Michigan,5057,7,0,21,1,0,5,3
Kingsford Heights,Cities,Indiana,1423,4,0,24,1,0,6,3
Kingsland,Cities,GEORGIA,16597,24,3,1,6,0,0,4
Kingsport,Cities,TENNESSEE,53059,17,0,11,4,0,2,4
Kingston,Cities,MASSACHUSETTS,5823,24,3,1,6,0,0,3
Kingston Springs,Cities,TENNESSEE,2773,27,0,1,6,0,0,3
Kingston Township,Cities,PENNSYLVANIA,6963,26,1,1,6,0,0,3
Kingstown,Cities,NORTH CAROLINA,676,16,0,12,4,0,3,2
Kingstree,Cities,SOUTH CAROLINA,3155,26,0,2,6,0,0,3
Kingsville,Cities,TEXAS,26227,27,0,1,6,0,0,4
Kingwood,Cities,WEST VIRGINIA,2969,15,1,12,3,0,3,3
Kinloch,Cities,MISSOURI,299,27,0,1,6,0,0,2
Kinnelon,Cities,NEW JERSEY,10367,26,1,1,6,0,0,4
Kinney,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Kinross Township,Cities,MICHIGAN,7536,27,0,1,6,0,0,3
Kinston,Cities,ALABAMA,21268,27,0,1,6,0,0,4
Kiowa,Cities,COLORADO,No Data,27,0,1,6,0,0,-1
Kirby,Cities,TEXAS,8658,27,0,1,6,0,0,3
Kirbyville,Cities,TEXAS,2128,21,2,5,5,0,1,3
Kirkersville,Cities,Ohio,529,5,3,20,1,0,5,2
Kirkland,Cities,ILLINOIS,1732,23,0,5,5,0,1,3
Kirkland Town,Cities,NEW YORK,8279,22,5,1,5,1,0,3
Kirksville,Cities,MISSOURI,17521,21,2,5,5,0,1,4
Kirkwood,Cities,MISSOURI,27793,26,1,1,6,0,1,4
Kirtland,Cities,OHIO,6841,19,1,8,4,0,2,3
Kirtland Hills,Cities,OHIO,643,12,4,12,3,1,2,2
Kiskiminetas Township,Cities,PENNSYLVANIA,4611,22,5,1,5,1,0,3
Kissimmee,Cities,FLORIDA,66623,16,1,11,4,0,2,4
Kit Carson,Nonmetropolitan Counties,COLORADO,No Data,25,0,3,6,0,0,-1
Kitsap,Metropolitan Counties,WASHINGTON,No Data,18,0,10,4,0,2,-1
Kittanning,Cities,PENNSYLVANIA,3947,19,1,8,4,0,2,3
Kittery,Cities,MAINE,9686,25,0,3,6,0,0,3
Kittitas,Cities,WASHINGTON,No Data,27,0,1,6,0,0,-1
Kittson,Nonmetropolitan Counties,MINNESOTA,No Data,19,4,5,4,1,1,-1
Kitty Hawk,Cities,NORTH CAROLINA,3482,27,0,1,6,0,0,3
Klamath,Nonmetropolitan Counties,OREGON,No Data,4,0,24,1,0,6,-1
Klamath Falls,Cities,OREGON,19922,4,0,24,1,0,6,4
Kleberg,Nonmetropolitan Counties,TEXAS,No Data,25,2,1,6,0,0,-1
Klickitat,Nonmetropolitan Counties,WASHINGTON,No Data,24,2,2,6,0,0,-1
Kline Township,Cities,PENNSYLVANIA,1387,26,1,1,6,0,0,3
Knightdale,Cities,NORTH CAROLINA,14875,27,0,1,6,0,0,4
Knob Noster,Cities,MISSOURI,2771,27,0,1,6,0,0,3
Knott,Nonmetropolitan Counties,KENTUCKY,No Data,26,0,2,6,0,0,-1
Knox,Nonmetropolitan Counties,KENTUCKY,No Data,27,0,1,6,0,0,-1
Knox City,Cities,Texas,1194,3,0,25,0,0,6,3
Knoxville,Cities,ILLINOIS,186583,12,7,9,3,1,2,5
Kodiak,Cities,Alaska,6274,15,0,13,3,0,3,3
Kohler,Cities,WISCONSIN,2108,27,0,1,6,0,0,3
Kokomo,Cities,INDIANA,57143,20,0,8,5,0,2,4
Koochiching,Nonmetropolitan Counties,Minnesota,No Data,7,0,21,1,0,5,-1
Kootenai,Metropolitan Counties,IDAHO,No Data,18,0,10,4,0,2,-1
Koppel,Cities,PENNSYLVANIA,739,21,6,1,5,1,0,2
Kosciusko,Nonmetropolitan Counties,Indiana,No Data,5,3,20,1,0,5,-1
Kossuth,Nonmetropolitan Counties,IOWA,No Data,27,0,1,6,0,0,-1
Kotzebue,Cities,Alaska,3290,15,3,10,3,0,2,3
Kountze,Cities,TEXAS,2074,26,1,1,6,0,2,3
Kouts,Cities,Indiana,1948,4,0,24,1,0,6,3
Krebs,Cities,OKLAHOMA,1958,27,0,1,6,0,0,3
Kremmling,Cities,COLORADO,1469,8,0,20,2,0,5,3
Kress,Cities,TEXAS,681,27,0,1,6,0,0,2
Kronenwetter,Cities,WISCONSIN,7714,27,0,1,6,0,0,3
Krotz Springs,Cities,Louisiana,1203,3,0,25,0,0,6,3
Kulm,Cities,North Dakota,342,11,0,17,2,0,4,2
Kulpmont,Cities,PENNSYLVANIA,2838,20,7,1,5,1,0,3
Kure Beach,Cities,NORTH CAROLINA,2106,27,0,1,6,0,0,3
Kutztown,Cities,PENNSYLVANIA,5032,27,0,1,6,0,0,3
Kyle,Cities,TEXAS,37407,26,0,2,6,0,0,4
La Canada Flintridge,Cities,CALIFORNIA,20659,26,0,2,6,0,0,4
La Center,Cities,KENTUCKY,3159,27,0,1,6,0,0,3
La Crescent,Cities,Minnesota,4778,9,3,16,2,0,4,3
La Crosse,Cities,WISCONSIN,No Data,27,0,1,6,0,0,-1
La Cygne,Cities,KANSAS,1120,16,4,8,4,1,2,3
La Farge,Cities,Wisconsin,773,7,0,21,1,0,5,2
La Feria,Cities,TEXAS,7349,27,0,1,6,0,0,3
La Follette,Cities,TENNESSEE,6977,26,0,2,6,0,0,3
La Grande,Cities,OREGON,13071,26,0,2,6,0,0,4
La Grange,Cities,ILLINOIS,4728,27,0,1,6,0,0,3
La Grange Park,Cities,ILLINOIS,13612,27,0,1,6,0,0,4
La Grulla,Cities,TEXAS,1709,26,1,1,6,0,0,3
La Habra,Cities,CALIFORNIA,62483,19,0,9,4,0,2,4
La Habra Heights,Cities,CALIFORNIA,5480,27,0,1,6,0,0,3
La Harpe,Cities,Illinois,1190,13,2,13,3,0,0,3
La Joya,Cities,TEXAS,4350,27,0,1,6,0,0,3
La Junta,Cities,COLORADO,6919,24,0,4,6,0,1,3
La Marque,Cities,TEXAS,16191,27,0,1,6,0,0,4
La Mesa,Cities,CALIFORNIA,60681,20,0,8,5,0,2,4
La Mirada,Cities,CALIFORNIA,49715,20,0,8,5,0,2,4
La Monte,Cities,MISSOURI,1134,23,1,4,5,0,1,3
La Palma,Cities,CALIFORNIA,15975,27,0,1,6,0,0,4
La Paz,Nonmetropolitan Counties,ARIZONA,No Data,22,2,4,5,0,1,-1
La Plata,Cities,MARYLAND,1330,27,0,1,6,0,0,3
La Porte,Cities,INDIANA,35410,20,7,1,5,1,0,4
La Puente,Cities,CALIFORNIA,40928,24,0,4,6,0,1,4
La Quinta,Cities,CALIFORNIA,41058,17,0,11,4,0,2,4
La Salle,Cities,COLORADO,No Data,27,0,1,6,0,0,-1
La Vergne,Cities,TENNESSEE,35228,27,0,1,6,0,0,4
La Verkin,Cities,UTAH,4220,26,1,1,6,0,0,3
La Verne,Cities,CALIFORNIA,33011,25,0,3,6,0,0,4
La Vernia,Cities,TEXAS,1312,27,0,1,6,0,0,3
La Veta,Cities,Colorado,758,11,1,16,2,0,4,2
La Villa,Cities,TEXAS,2632,26,1,1,6,0,4,3
La Vista,Cities,NEBRASKA,16973,27,0,1,6,0,0,4
Lacey,Cities,WASHINGTON,47215,24,0,4,6,0,1,4
Labette,Nonmetropolitan Counties,KANSAS,No Data,27,0,1,6,0,0,-1
Lac Qui Parle,Nonmetropolitan Counties,Minnesota,No Data,11,0,17,2,0,4,-1
Lacey Township,Cities,NEW JERSEY,28540,14,1,13,3,0,3,4
Laceyville,Cities,PENNSYLVANIA,369,15,1,12,3,0,3,2
Lackawanna,Cities,NEW YORK,17932,26,0,2,6,0,0,4
Lacon,Cities,ILLINOIS,1805,23,0,5,5,0,1,3
Laclede,Nonmetropolitan Counties,MISSOURI,No Data,24,0,4,6,0,1,-1
Laconia,Cities,NEW HAMPSHIRE,16300,24,0,4,6,0,1,4
Lacoste,Cities,Texas,1183,3,0,25,0,0,6,3
Lacy-Lakeview,Cities,TEXAS,6629,27,0,1,6,0,0,3
Ladd,Cities,Illinois,1231,7,0,21,1,0,5,3
Laddonia,Cities,Missouri,510,10,1,17,2,0,4,2
Ladue,Cities,MISSOURI,8612,27,0,1,6,0,0,3
Lady Lake,Cities,FLORIDA,14323,20,0,8,5,0,2,4
Ladysmith,Cities,WISCONSIN,3147,27,0,1,6,0,0,3
Lafayette,Cities,COLORADO,No Data,27,0,1,6,0,0,-1
Laflin Borough,Cities,PENNSYLVANIA,1483,18,2,8,4,0,2,3
Lago Vista,Cities,TEXAS,6643,27,0,1,6,0,0,3
Lafourche,Metropolitan Counties,Louisiana,No Data,5,0,23,1,0,5,-1
LaGrange,Cities,GEORGIA,30931,20,6,2,5,1,0,4
Laguna Beach,Cities,CALIFORNIA,23486,23,0,5,5,0,1,4
Laguna Hills,Cities,CALIFORNIA,32045,26,0,2,6,0,0,4
Laguna Niguel,Cities,CALIFORNIA,66352,26,0,2,6,0,0,4
Laguna Vista,Cities,TEXAS,3223,27,0,1,6,0,0,3
Laguna Woods,Cities,CALIFORNIA,16473,27,0,1,6,0,0,4
Lahoma,Cities,Oklahoma,659,23,0,5,5,0,1,2
Laingsburg,Cities,MICHIGAN,1276,18,0,10,4,0,2,3
Lake,Nonmetropolitan Counties,CALIFORNIA,No Data,25,2,1,6,0,0,-1
Lake Alfred,Cities,FLORIDA,5219,19,0,9,4,0,2,3
Lake Angelus,Cities,MICHIGAN,298,26,1,1,6,0,2,2
Lake Arthur,Cities,LOUISIANA,2742,23,0,5,5,0,1,3
Lake Bluff,Cities,Illinois,5666,23,0,5,5,0,1,3
Lake Charles,Cities,LOUISIANA,73894,2,6,20,0,1,5,4
Lake City,Cities,ARKANSAS,520,27,0,1,6,0,0,2
Lake Clarke Shores,Cities,FLORIDA,3494,19,0,9,4,0,2,3
Lake Como,Cities,NEW JERSEY,1718,26,1,1,6,0,2,3
Lake Crystal,Cities,MINNESOTA,2522,23,4,1,5,1,0,3
Lake Dallas,Cities,TEXAS,8053,27,0,1,6,0,0,3
Lake Delton,Cities,WISCONSIN,2975,27,0,1,6,0,0,3
Lake Elsinore,Cities,CALIFORNIA,63907,21,0,7,5,0,1,4
Lake Forest,Cities,CALIFORNIA,19410,24,2,2,6,0,1,4
Lake Forest Park,Cities,WASHINGTON,13369,26,0,2,6,0,0,4
Lake Geneva,Cities,WISCONSIN,7803,27,0,1,6,0,0,3
Lake Hallie,Cities,WISCONSIN,6546,27,0,1,6,0,0,3
Lake Hamilton,Cities,FLORIDA,1303,20,0,8,5,0,2,3
Lake Havasu City,Cities,ARIZONA,53746,22,0,6,5,0,1,4
Lake Helen,Cities,FLORIDA,2625,20,0,8,5,0,2,3
Lake in the Hills,Cities,Illinois,29022,15,0,13,3,0,3,4
Lake Jackson,Cities,TEXAS,27676,24,0,4,6,0,1,4
Lake Lafayette,Cities,MISSOURI,322,12,3,13,3,0,3,2
Lake Linden,Cities,MICHIGAN,985,23,3,2,5,0,0,2
Lake Lotawana,Cities,MISSOURI,2029,27,0,1,6,0,0,3
Lake Lure,Cities,NORTH CAROLINA,1182,27,0,1,6,0,0,3
Lake Mary,Cities,FLORIDA,15067,20,0,8,5,0,2,4
Lake Mills,Cities,WISCONSIN,5816,19,0,9,4,0,2,3
Lake Odessa,Cities,MICHIGAN,2032,27,0,1,6,0,0,3
Lake Orion,Cities,MICHIGAN,3065,26,0,2,6,0,0,3
Lake Oswego,Cities,OREGON,38860,3,3,22,0,0,5,4
Lake Ozark,Cities,MISSOURI,1795,27,0,1,6,0,0,3
Lake Park,Cities,FLORIDA,729,27,0,1,6,0,0,2
Lake Placid,Cities,FLORIDA,2126,20,0,8,5,0,2,3
Lake Placid Village,Cities,NEW YORK,2453,25,0,3,6,0,0,3
Lake Providence,Cities,Louisiana,3666,7,0,21,1,0,5,3
Lake Quivira,Cities,KANSAS,941,27,0,1,6,0,0,2
Lake Royale,Cities,NORTH CAROLINA,2670,27,0,1,6,0,0,3
Lake Shastina,Cities,CALIFORNIA,2546,27,0,1,6,0,0,3
Lake Shore,Cities,Minnesota,1026,1,2,25,0,0,6,3
Lake St. Louis,Cities,MISSOURI,15534,27,0,1,6,0,0,4
Lake Station,Cities,INDIANA,12080,17,3,8,4,0,2,4
Lake Stevens,Cities,WASHINGTON,31440,25,0,3,6,0,0,4
Lake Success Village,Cities,NEW YORK,3072,25,2,1,6,0,0,3
Lake Tapawingo,Cities,MISSOURI,723,27,0,1,6,0,0,2
Lake Township,Cities,OHIO,8118,16,0,12,4,0,3,3
Lake View,Cities,ALABAMA,786,27,0,1,6,0,0,2
Lake Villa,Cities,ILLINOIS,8849,23,0,5,5,0,1,3
Lake Village,Cities,ARKANSAS,2388,27,0,1,6,0,0,3
Lake Waccamaw,Cities,NORTH CAROLINA,1464,27,0,1,6,0,0,3
Lake Wales,Cities,FLORIDA,15092,20,0,8,5,0,2,4
