Year,State,Agency type,Agency name,"1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population2
,,,Fort Bend,0,0,0,0,
,,,Galveston,0,0,0,0,
,,,Hallsville,0,0,0,0,
,,,Humble,0,0,0,0,
,,,Judson,0,0,0,0,
,,,Katy,0,0,0,0,
,,,Killeen,0,0,0,0,
,,,Klein,0,0,0,0,
,,,Lyford,0,0,0,0,
,,,Mexia,0,0,0,0,
,,,Midland,0,0,0,0,
,,,North East,0,0,0,0,
,,,Pasadena,0,0,0,0,
,,,Pflugerville,0,0,0,0,
,,,Raymondville,0,0,0,0,
,,,Rio Grande City,0,0,0,0,
,,,Sealy,0,0,0,0,
,,,Socorro,0,0,0,0,
,,,Spring,0,0,0,0,
,,,Spring Branch,0,0,0,0,
,,,Taft,0,0,0,0,
,,,United,0,0,0,0,
,,,Port of Brownsville,0,0,0,0,
,,,Port of Houston Authorty,0,0,0,0,
,Alabama,Cities,Fairhope,0,0,,0,15766
,,,Glencoe,0,0,0,0,5175
,,,Level Plains,0,0,,0,2078
,,,Samson,,0,0,,1948
,,,Troy,0,0,0,,18097
,,Universities and Colleges,University of West Alabama,0,,0,0,5258
,,Metropolitan Counties,Geneva,,0,,,
,Alaska,Cities,Kotzebue,0,,,,3334
,,,Dillingham,0,0,0,0,2419
,,,North Pole,0,0,0,0,2180
,,,Wasilla,0,0,0,0,8190
,Arizona,Cities,Avondale,0,,,,78364
,,,Benson,,,,0,5219
,,,Bisbee,,0,0,0,5694
,,,Buckeye,0,0,0,0,52213
,,,Bullhead City,0,0,0,0,40277
,,,Camp Verde,0,0,0,0,11033
,,,Casa Grande,0,0,0,0,50132
,,,Chandler,0,,0,0,242721
,,,Chino Valley,0,,0,0,10981
,,,Clarkdale,0,0,0,0,4158
,,,Cottonwood,0,,,,11434
,,,Eagar,0,,0,0,5008
,,,El Mirage,0,,0,0,32685
,,,Eloy,0,0,0,0,17149
,,,Florence,0,,,0,25795
,,,Fredonia,0,0,0,0,1328
,,,Goodyear,0,,0,0,67033
,,,Holbrook,0,0,0,0,5105
,,,Huachuca City,0,0,0,0,1895
,,,Kingman,0,,,0,28588
,,,Mammoth,,,0,0,1473
,,,Marana,0,,0,0,35617
,,,Miami,0,0,0,0,1833
,,,Nogales,0,,0,0,21177
,,,Oro Valley,0,0,0,0,41786
,,,Page,0,0,0,0,7331
,,,Parker,0,0,0,0,3107
,,,Payson,0,0,0,0,15337
,,,Pima,0,0,0,0,2408
,,,Pinetop-Lakeside,0,0,0,0,4327
,,,Prescott,0,,0,0,40420
,,,Safford,0,,0,0,9634
,,,Sahuarita,0,,0,0,25736
,,,San Luis,0,0,0,0,28168
,,,Sedona,0,,0,0,10173
,,,Snowflake-Taylor,0,,0,0,9803
,,,Somerton,0,,0,0,14687
,,,South Tucson,0,,0,0,5757
,,,Springerville,0,0,0,0,2008
,,,Surprise,0,,0,0,120793
,,,Thatcher,0,0,0,0,4908
,,,Tolleson,0,0,0,0,6728
,,,Wickenburg,0,,0,0,6538
,,,Williams,0,,0,0,3059
,,,Winslow,0,0,0,0,9757
,,Universities and Colleges,"Arizona State University, Main Campus",0,,0,0,72254
,,,Central Arizona College,0,0,,0,7442
,,,Pima Community College,0,,0,0,36969
,,,Yavapai College,0,0,,0,7837
,,Metropolitan Counties,Cochise,0,,0,0,
,,,Coconino,0,0,0,0,
,,,Yavapai,0,0,0,,
,,,Yuma,0,0,0,0,
,,Nonmetropolitan Counties,Apache,0,,0,0,
,,,Gila,0,,0,0,
,,,Graham,0,,0,0,
,,,La Paz,0,,0,0,
,,,Santa Cruz,0,,,0,
,,State Agencies,Arizona Department of Public Safety,0,,0,0,
,Arkansas,Cities,Alma,0,0,0,0,5439
,,,Arkadelphia,0,0,0,0,10698
,,,Arkansas City,0,0,0,0,360
,,,Ashdown,0,0,0,0,4680
,,,Ash Flat,0,0,0,0,1092
,,,Atkins,0,0,0,0,3057
,,,Augusta,0,0,0,0,2197
,,,Austin,0,0,0,0,2076
,,,Bald Knob,0,0,0,0,2950
,,,Barling,0,0,0,0,4718
,,,Bay,0,0,0,0,1845
,,,Bearden,0,0,0,0,961
,,,Beebe,0,0,0,0,7449
,,,Bella Vista,0,0,0,0,27310
,,,Berryville,0,0,0,0,5389
,,,Blytheville,0,0,0,0,15506
,,,Booneville,0,0,0,0,3993
,,,Bradford,0,0,0,0,774
,,,Brinkley,0,0,0,0,3171
,,,Brookland,0,0,0,0,1682
,,,Bull Shoals,0,0,0,0,1947
,,,Cabot,0,0,0,0,24212
,,,Caddo Valley,0,0,0,0,632
,,,Camden,0,0,0,0,12118
,,,Cammack Village,0,0,0,0,779
,,,Caraway,0,0,0,0,1310
,,,Carlisle,0,0,0,0,2254
,,,Cave City,0,0,0,0,1923
,,,Cave Springs,0,0,0,0,1785
,,,Centerton,0,0,0,0,9821
,,,Charleston,0,0,0,0,2492
,,,Cherokee Village,0,0,0,0,4735
,,,Clarendon,0,0,0,0,1655
,,,Clarksville,0,0,0,0,9286
,,,Clinton,0,0,0,0,2580
,,,Conway,0,0,0,0,60700
,,,Corning,0,0,0,0,3348
,,,Cotter,0,0,0,0,975
,,,Crossett,0,0,0,0,5487
,,,Danville,0,0,0,0,2405
,,,Dardanelle,0,0,0,0,4738
,,,Decatur,0,0,0,0,1752
,,,De Queen,0,0,0,0,6708
,,,Dermott,0,0,0,0,2310
,,,Des Arc,0,0,0,0,1705
,,,De Witt,0,0,0,0,3282
,,,Diaz,0,0,0,0,1313
,,,Dierks,,,,0,1145
,,,Dover,0,0,0,0,1396
,,,Dumas,0,0,0,0,4635
,,,Earle,0,0,0,0,2405
,,,El Dorado,0,0,0,0,18860
,,,Elkins,0,0,0,0,2718
,,,England,0,,,0,2875
,,,Etowah,0,0,0,0,348
,,,Eudora,0,0,0,0,2261
,,,Eureka Springs,0,0,0,0,2082
,,,Fairfield Bay,0,0,0,0,2319
,,,Farmington,0,0,0,0,6133
,,,Fayetteville,0,0,0,0,75387
,,,Flippin,0,0,0,0,1354
,,,Fordyce,0,0,0,0,4295
,,,Forrest City,0,0,0,0,15295
,,,Gassville,0,0,0,0,2087
,,,Gentry,0,0,0,0,3260
,,,Glenwood,0,0,0,0,2228
,,,Gosnell,0,0,0,0,3520
,,,Gravette,0,0,0,0,2400
,,,Greenbrier,0,0,0,0,4859
,,,Green Forest,0,0,0,0,2779
,,,Greenland,0,0,0,0,1292
,,,Greenwood,0,0,0,0,9086
,,,Greers Ferry,0,0,0,0,892
,,,Gurdon,0,0,0,0,2205
,,,Guy,0,0,0,0,732
,,,Hamburg,0,0,0,0,2883
,,,Hampton,0,0,0,0,1273
,,,Hardy,0,0,0,0,780
,,,Harrisburg,0,0,0,0,2292
,,,Harrison,0,0,0,0,13043
,,,Hazen,0,0,0,0,1457
,,,Heber Springs,0,0,0,0,7173
,,,Helena-West Helena,0,0,0,0,12152
,,,Highfill,0,0,0,0,604
,,,Highland,0,0,0,0,1056
,,,Hope,0,0,0,0,10103
,,,Horseshoe Bend,0,0,0,0,2146
,,,Hot Springs,0,0,0,0,35722
,,,Hoxie,0,0,0,0,2751
,,,Hughes,0,,0,0,1427
,,,Jacksonville,0,0,0,0,28733
,,,Judsonia,0,0,0,0,2056
,,,Keiser,0,0,0,0,754
,,,Kensett,0,0,0,0,1678
,,,Lake City,0,0,0,0,2131
,,,Lakeview,0,0,0,0,745
,,,Lake Village,0,0,0,0,2567
,,,Lamar,,0,0,0,1626
,,,Leachville,0,0,0,0,1977
,,,Lepanto,0,0,0,0,1895
,,,Lewisville,0,0,0,0,1272
,,,Lincoln,0,0,0,0,2308
,,,Little Flock,0,0,0,0,2667
,,,Little Rock,0,0,0,0,196055
,,,Lonoke,0,0,0,0,4319
,,,Lowell,0,0,0,0,7565
,,,Luxora,0,0,0,0,1169
,,,Madison,0,,,,764
,,,Magnolia,0,0,0,0,11554
,,,Malvern,0,0,0,0,10346
,,,Mammoth Spring,0,0,0,0,985
,,,Marianna,0,0,0,0,4084
,,,Marion,0,0,0,0,12300
,,,Marked Tree,0,0,0,0,2568
,,,Marmaduke,0,0,0,0,1132
,,,Marvell,0,0,0,0,1172
,,,Maumelle,0,0,0,0,17391
,,,Mayflower,0,0,0,0,2307
,,,McCrory,0,0,0,0,1733
,,,McRae,0,0,0,0,696
,,,Mena,0,0,0,0,5745
,,,Mineral Springs,0,0,0,0,1221
,,,Monette,0,0,0,0,1536
,,,Monticello,0,0,0,0,9482
,,,Morrilton,0,0,0,0,6792
,,,Mountain Home,0,0,0,0,12501
,,,Mountain View,0,0,0,0,2804
,,,Mulberry,0,0,0,0,1660
,,,Murfreesboro,0,0,0,0,1644
,,,Nashville,0,0,0,0,4678
,,,North Little Rock,0,0,0,0,63125
,,,Osceola,0,0,0,0,7702
,,,Ozark,0,0,0,0,3683
,,,Pangburn,0,0,0,0,611
,,,Paris,0,0,0,0,3535
,,,Parkin,0,0,0,0,1103
,,,Pea Ridge,0,0,0,0,4948
,,,Perryville,0,0,0,0,1461
,,,Piggott,0,0,0,0,3813
,,,Plainview,0,0,0,,606
,,,Plummerville,0,0,0,0,830
,,,Pocahontas,0,0,0,0,6650
,,,Pottsville,0,0,0,0,2877
,,,Prairie Grove,0,0,0,0,4497
,,,Prescott,0,0,0,0,3317
,,,Quitman,0,0,0,0,764
,,,Ravenden,0,0,0,0,466
,,,Redfield,0,0,0,0,1280
,,,Rison,0,0,0,0,1349
,,,Rose Bud,0,0,0,0,490
,,,Russellville,0,0,0,0,28267
,,,Salem,0,0,0,0,1647
,,,Searcy,0,0,,,23239
,,,Sheridan,0,0,0,0,4655
,,,Siloam Springs,0,0,0,0,15497
,,,Stamps,0,0,0,0,1671
,,,Star City,0,0,0,0,2258
,,,Stuttgart,0,0,0,0,9299
,,,Swifton,0,0,0,0,794
,,,Texarkana,0,0,0,0,30231
,,,Trumann,0,0,0,0,7250
,,,Tuckerman,0,0,0,0,1853
,,,Van Buren,0,0,0,0,22877
,,,Vilonia,0,0,0,0,3939
,,,Waldron,0,0,0,0,3644
,,,Walnut Ridge,0,0,0,0,4842
,,,Ward,0,0,0,0,4143
,,,Warren,0,0,0,0,6013
,,,Weiner,0,0,0,0,717
,,,West Fork,0,0,0,0,2385
,,,West Memphis,0,0,0,0,26153
,,,White Hall,0,0,0,0,5456
,,,Wynne,0,0,0,0,8360
,,Universities and Colleges,Arkansas State University:,,,,,
,,,Beebe,0,0,0,0,4689
,,,Jonesboro,0,0,0,0,13900
,,,Arkansas Tech University,0,0,0,0,10464
,,,Henderson State University,0,0,0,0,3774
,,,Southern Arkansas University,0,0,0,0,3382
,,,Southern Arkansas University Tech,0,0,0,0,2136
,,,University of Arkansas:,,,,,
,,,Medical Sciences,0,0,0,0,2819
,,,Monticello,0,0,0,0,3920
,,,Pine Bluff,0,0,0,0,3188
,,,University of Central Arkansas,0,0,0,0,11163
,,Metropolitan Counties,Benton,0,0,0,0,
,,,Cleveland,0,0,0,0,
,,,Craighead,0,0,0,0,
,,,Crawford,0,0,0,0,
,,,Crittenden,0,0,0,0,
,,,Faulkner,0,0,,,
,,,Grant,0,0,0,0,
,,,Jefferson,0,0,0,0,
,,,Lincoln,0,0,0,0,
,,,Little River,0,0,0,0,
,,,Lonoke,0,0,0,0,
,,,Madison,0,0,0,0,
,,,Miller,0,0,0,0,
,,,Poinsett,0,0,0,0,
,,,Sebastian,0,0,0,0,
,,,Washington,0,0,0,0,
,,Nonmetropolitan Counties,Arkansas,0,0,0,0,
,,,Ashley,0,0,0,0,
,,,Baxter,0,0,0,0,
,,,Boone,0,0,0,0,
,,,Bradley,0,0,0,0,
,,,Calhoun,0,0,0,0,
,,,Carroll,0,0,0,0,
,,,Chicot,0,0,0,0,
,,,Clark,0,0,0,0,
,,,Clay,0,0,0,0,
,,,Cleburne,0,0,0,0,
,,,Columbia,0,0,0,0,
,,,Conway,0,0,0,0,
,,,Cross,0,0,0,0,
,,,Dallas,0,0,0,0,
,,,Drew,0,0,0,0,
,,,Franklin,0,0,0,0,
,,,Fulton,0,0,0,0,
,,,Greene,0,0,0,0,
,,,Hempstead,0,0,0,0,
,,,Howard,0,0,0,0,
,,,Izard,0,0,0,0,
,,,Jackson,0,0,0,0,
,,,Johnson,0,0,0,0,
,,,Lawrence,0,0,0,0,
,,,Lee,0,0,0,0,
,,,Logan,0,0,0,0,
,,,Marion,0,0,0,0,
,,,Mississippi,0,0,0,0,
,,,Monroe,0,0,0,0,
,,,Nevada,0,0,0,0,
,,,Newton,0,,0,0,
,,,Ouachita,0,0,0,0,
,,,Pike,0,0,0,0,
,,,Polk,0,0,0,0,
,,,Pope,0,0,0,0,
,,,Prairie,0,0,0,0,
,,,Randolph,0,0,0,0,
,,,Scott,0,0,0,0,
,,,Searcy,0,0,0,0,
,,,Sevier,0,0,0,0,
,,,St. Francis,0,0,0,0,
,,,Stone,0,0,0,0,
,,,Union,0,0,0,0,
,,,Van Buren,0,0,0,0,
,,,White,0,0,0,0,
,,,Yell,0,0,0,0,
,,State Agencies,Camp Robinson,0,0,0,0,
,,,State Capitol Police,0,0,0,0,
,California,Cities,Alameda,0,0,0,0,75467
,,,Albany,0,0,0,0,18960
,,,Alhambra,0,0,0,0,84469
,,,Alturas,0,0,0,0,2802
,,,American Canyon,0,0,0,0,19873
,,,Anderson,0,0,0,0,10056
,,,Arcadia,0,0,0,0,57295
,,,Arroyo Grande,0,0,0,0,17568
,,,Artesia,0,0,0,0,16793
,,,Arvin,0,0,0,0,19761
,,,Atherton,0,0,0,0,7060
,,,Atwater,0,0,0,0,28891
,,,Auburn,0,0,0,0,13787
,,,Avalon,0,0,0,0,3795
,,,Avenal,0,0,0,0,15704
,,,Baldwin Park,0,0,0,0,76644
,,,Banning,0,0,0,0,30541
,,,Barstow,0,0,0,0,23188
,,,Bear Valley,0,0,0,0,5282
,,,Beaumont,0,0,0,0,38072
,,,Bell,0,0,0,0,36062
,,,Bell Gardens,0,0,0,0,42769
,,,Belmont,0,0,0,0,26389
,,,Belvedere,0,0,0,0,2109
,,,Big Bear Lake,0,0,0,0,5141
,,,Biggs,0,0,0,0,1724
,,,Bishop,0,0,0,0,3900
,,,Blythe,0,0,0,0,21323
,,,Bradbury,0,0,0,0,1067
,,,Brawley,0,0,0,0,25570
,,,Brea,0,0,0,0,40253
,,,Brisbane,0,0,0,0,4374
,,,Broadmoor,0,0,0,0,4264
,,,Buellton,0,0,0,0,4908
,,,Burlingame,0,0,0,0,29427
,,,Calexico,0,0,0,0,39527
,,,California City,0,0,0,0,14460
,,,Calipatria,0,0,0,0,7831
,,,Calistoga,0,0,0,0,5266
,,,Canyon Lake,0,0,0,0,10905
,,,Carlsbad,0,0,0,0,107879
,,,Carmel,0,0,0,0,3822
,,,Carpinteria,0,0,0,0,13257
,,,Cathedral City,0,0,0,0,52867
,,,Ceres,0,0,0,0,46167
,,,Chowchilla,0,0,0,0,19221
,,,City of Angels,0,0,0,0,3826
,,,Clayton,0,0,0,0,11179
,,,Cloverdale,0,0,0,0,8775
,,,Coachella,0,0,0,0,42034
,,,Coalinga,0,0,0,0,13669
,,,Colma,0,0,0,0,1832
,,,Colusa,0,0,0,0,6065
,,,Commerce,0,0,0,0,13035
,,,Corcoran,0,0,0,0,25119
,,,Corning,0,0,0,0,7751
,,,Costa Mesa,0,0,0,0,112635
,,,Cotati,0,0,0,0,7398
,,,Crescent City,0,0,0,0,7723
,,,Culver City,0,0,0,0,39528
,,,Danville,0,0,0,0,43121
,,,Delano,0,0,0,0,54318
,,,Del Mar,0,0,0,0,4263
,,,Del Rey Oaks,0,0,0,0,1668
,,,Desert Hot Springs,0,0,0,0,27929
,,,Dinuba,0,0,0,0,21999
,,,Dixon,0,0,0,0,18708
,,,Dorris,0,0,0,0,939
,,,Dos Palos,0,0,0,0,5079
,,,Duarte,0,0,0,0,21673
,,,Dublin,0,0,0,0,47004
,,,Dunsmuir,0,0,0,0,1650
,,,East Palo Alto,0,0,0,0,28766
,,,El Centro,0,0,0,0,43643
,,,El Cerrito,0,0,0,0,24156
,,,Elk Grove,0,0,0,0,156344
,,,El Segundo,0,0,0,0,16931
,,,Emeryville,0,0,0,0,10309
,,,Escalon,0,0,0,0,7314
,,,Etna,0,0,0,0,737
,,,Exeter,0,0,0,0,10596
,,,Fairfax,0,0,0,0,7590
,,,Fairfield,0,0,0,0,107110
,,,Farmersville,0,0,0,0,10860
,,,Ferndale,0,0,0,0,1385
,,,Fillmore,0,0,0,0,15298
,,,Firebaugh,0,0,0,0,7724
,,,Folsom,0,0,0,0,73678
,,,Fontana,0,0,0,0,200874
,,,Fort Bragg,0,0,0,0,7317
,,,Fort Jones,0,0,0,0,841
,,,Fortuna,0,0,0,0,12050
,,,Foster City,0,0,0,0,31230
,,,Fremont,0,0,0,0,218927
,,,Galt,0,0,0,0,24163
,,,Glendora,0,0,0,0,50903
,,,Goleta,0,0,0,0,30384
,,,Gonzales,0,0,0,0,8404
,,,Grand Terrace,0,0,0,0,12333
,,,Grass Valley,0,0,0,0,12959
,,,Gridley,0,0,0,0,6654
,,,Grover Beach,0,0,0,0,13398
,,,Guadalupe,0,0,0,0,7198
,,,Gustine,0,0,0,0,5663
,,,Healdsburg,0,0,0,0,11458
,,,Hidden Hills,0,0,0,0,1887
,,,Hillsborough,0,0,0,0,11060
,,,Hollister,0,0,0,0,35766
,,,Holtville,0,0,0,0,6088
,,,Huntington Park,0,0,0,0,59079
,,,Huron,0,0,0,0,6901
,,,Imperial,0,0,0,0,15126
,,,Imperial Beach,0,0,0,0,26956
,,,Indian Wells,0,0,0,0,5120
,,,Indio,0,0,0,0,78501
,,,Industry,0,0,0,0,222
,,,Ione,0,0,0,0,7977
,,,Irwindale,0,0,0,0,1447
,,,Jackson,0,0,0,0,4677
,,,Kensington,0,0,0,0,5185
,,,Kerman,0,0,0,0,13854
,,,King City,0,0,0,0,13214
,,,Kingsburg,0,0,0,0,11644
,,,La Canada Flintridge,0,0,0,0,20584
,,,Lafayette,0,0,0,0,24510
,,,Laguna Niguel,0,0,0,0,64533
,,,Laguna Woods,0,0,0,0,16590
,,,La Habra Heights,0,0,0,0,5413
,,,Lakeport,0,0,0,0,4772
,,,Lake Shastina,0,0,0,0,2460
,,,La Palma,0,0,0,0,15954
,,,La Puente,0,0,0,0,40479
,,,La Verne,0,0,0,0,31575
,,,Lemoore,0,0,0,0,24904
,,,Lincoln,0,0,0,0,44378
,,,Lindsay,0,0,0,0,12068
,,,Loma Linda,0,0,0,0,23819
,,,Lompoc,0,0,0,0,43120
,,,Los Alamitos,0,0,0,0,11728
,,,Los Altos,0,0,0,0,29704
,,,Los Altos Hills,0,0,0,0,8121
,,,Los Banos,0,0,0,0,36897
,,,Madera,0,0,0,0,62796
,,,Malibu,0,0,0,0,12854
,,,Manhattan Beach,0,0,0,0,35719
,,,Manteca,0,0,0,0,68887
,,,Marina,0,0,0,0,20227
,,,Martinez,0,0,0,0,36729
,,,Maywood,0,0,0,0,27850
,,,McFarland,0,0,0,0,13010
,,,Mendota,0,0,0,0,11270
,,,Menifee,0,0,0,0,80047
,,,Menlo Park,0,0,0,0,32713
,,,Mill Valley,0,0,0,0,14181
,,,Mission Viejo,0,0,0,0,95599
,,,Montague,0,0,0,0,1443
,,,Montebello,0,0,0,0,63538
,,,Monterey,0,0,0,0,28508
,,,Monte Sereno,0,0,0,0,3426
,,,Moorpark,0,0,0,0,35102
,,,Moraga,0,0,0,0,16401
,,,Morgan Hill,0,0,0,0,38834
,,,Morro Bay,0,0,0,0,10423
,,,Mountain View,0,0,0,0,75933
,,,Mount Shasta,0,0,0,0,3396
,,,Needles,0,0,0,0,4963
,,,Nevada City,0,0,0,0,3092
,,,Newman,0,0,0,0,10402
,,,Norco,0,0,0,0,27850
,,,Oakdale,0,0,0,0,21031
,,,Oakley,0,0,0,0,36348
,,,Ojai,0,0,0,0,7607
,,,Orinda,0,0,0,0,18098
,,,Oroville,0,0,0,0,15707
,,,Pacific Grove,0,0,0,0,15437
,,,Palos Verdes Estates,0,0,0,0,13661
,,,Patterson,0,0,0,0,20769
,,,Perris,0,0,0,0,70616
,,,Petaluma,0,0,0,0,58995
,,,Piedmont,0,0,0,0,10909
,,,Pismo Beach,0,0,0,0,7798
,,,Placentia,0,0,0,0,51778
,,,Pleasant Hill,0,0,0,0,34001
,,,Pleasanton,0,0,0,0,71875
,,,Porterville,0,0,0,0,55533
,,,Port Hueneme,0,0,0,0,22142
,,,Rancho Cordova,0,0,0,0,66214
,,,Rancho Cucamonga,0,0,0,0,169276
,,,Rancho Mirage,0,0,0,0,17778
,,,Red Bluff,0,0,0,0,14236
,,,Rialto,0,0,0,0,101595
,,,Ridgecrest,0,0,0,0,28273
,,,Rio Dell,0,0,0,0,3403
,,,Rio Vista,0,0,0,0,7485
,,,Ripon,0,0,0,0,14662
,,,Riverbank,0,0,0,0,23070
,,,Rocklin,0,0,0,0,58865
,,,Rohnert Park,0,0,0,0,41716
,,,Rolling Hills,0,0,0,0,1891
,,,Rolling Hills Estates,0,0,0,0,8202
,,,Ross,0,0,0,0,2465
,,,Salinas,0,0,0,0,154413
,,,San Bruno,0,0,0,0,42002
,,,Sand City,0,0,0,0,343
,,,San Fernando,0,0,0,0,24039
,,,Sanger,0,0,0,0,24827
,,,San Jacinto,0,0,0,0,45637
,,,San Juan Capistrano,0,0,0,0,35449
,,,San Marino,0,0,0,0,13364
,,,San Pablo,0,0,0,0,29884
,,,San Ramon,0,0,0,0,74013
,,,Santa Clara,0,0,0,0,119360
,,,Santa Fe Springs,0,0,0,0,16492
,,,Santee,0,0,0,0,54700
,,,Sausalito,0,0,0,0,7202
,,,Seal Beach,0,0,0,0,24764
,,,Seaside,0,0,0,0,33887
,,,Sebastopol,0,0,0,0,7512
,,,Selma,0,0,0,0,23753
,,,Shafter,0,0,0,0,17391
,,,Signal Hill,0,0,0,0,11198
,,,Solana Beach,0,0,0,0,13181
,,,Soledad,0,0,0,0,26253
,,,Solvang,0,0,0,0,5332
,,,Sonoma,0,0,0,0,10841
,,,South El Monte,0,0,0,0,20452
,,,South Lake Tahoe,0,0,0,0,21586
,,,South Pasadena,0,0,0,0,26045
,,,South San Francisco,0,0,0,0,65006
,,,Stallion Springs,0,0,0,0,2540
,,,Stanton,0,0,0,0,39124
,,,St. Helena,0,0,0,0,5939
,,,Suisun City,0,0,0,0,28593
,,,Susanville,0,0,0,0,17849
,,,Sutter Creek,0,0,0,0,2513
,,,Tiburon,0,0,0,0,9142
,,,Truckee,0,0,0,0,16304
,,,Tulelake,0,0,0,0,1010
,,,Tustin,0,0,0,0,77400
,,,Twentynine Palms,0,0,0,0,25612
,,,Twin Cities,0,0,0,0,21606
,,,Vacaville,0,0,0,0,93951
,,,Vernon,0,0,0,0,114
,,,Walnut,0,0,0,0,29658
,,,Waterford,0,0,0,0,8604
,,,Weed,0,0,0,0,2970
,,,Westlake Village,0,0,0,0,8406
,,,Westminster,0,0,0,0,91908
,,,Westmorland,0,0,0,0,2282
,,,West Sacramento,0,0,0,0,49500
,,,Wheatland,0,0,0,0,3509
,,,Whittier,0,0,0,0,86740
,,,Wildomar,0,0,0,0,33227
,,,Williams,0,0,0,0,5200
,,,Willits,0,0,0,0,4917
,,,Willows,0,0,0,0,6223
,,,Windsor,0,0,0,0,27293
,,,Winters,0,0,0,0,6726
,,,Woodlake,0,0,0,0,7466
,,,Woodland,0,0,0,0,56323
,,,Yountville,0,0,0,0,2984
,,,Yreka,0,0,0,0,7768
,,,Yuba City,0,0,0,0,65653
,,,Yucca Valley,0,0,0,0,21204
,,Universities and Colleges,"California State Polytechnic University, San Luis Obispo",0,0,0,0,18762
,,,California State University:,,,,,
,,,Bakersfield,0,0,0,0,8002
,,,Channel Islands,0,0,0,0,4179
,,,Chico,0,0,0,0,15920
,,,     East Bay,0,0,0,0,13160
,,,Fresno,0,0,0,0,21981
,,,     Los Angeles,0,0,0,0,21284
,,,Monterey Bay,0,0,0,0,5173
,,,Sacramento,0,0,0,0,28016
,,,San Bernardino,0,0,0,0,17250
,,,Stanislaus,0,0,0,0,9246
,,,College of the Sequoias,0,0,0,0,11625
,,,Contra Costa Community College,0,0,0,0,7671
,,,Cuesta College,0,0,0,0,10759
,,,El Camino College,0,0,0,0,24463
,,,Foothill-De Anza College,0,0,0,0,39952
,,,Humboldt State University,0,0,0,0,8046
,,,Pasadena Community College,0,0,0,0,26057
,,,San Bernardino Community College,0,0,0,0,18015
,,,San Francisco State University,0,0,0,0,29541
,,,San Jose/Evergreen Community College,0,0,0,0,20671
,,,Solano Community College,0,0,0,0,11029
,,,Sonoma State University,0,0,0,0,8668
,,,State Center Community College District,0,0,0,0,34192
,,,University of California:,,,,,
,,,    Davis,0,0,0,0,31732
,,,    Hastings College of Law,0,0,0,0,1289
,,,"    Medical Center, Sacramento3",0,0,0,0,
,,,    Merced,0,0,0,0,5198
,,,    Santa Barbara,0,0,0,0,21685
,,,    Santa Cruz,0,0,0,0,17454
,,,Ventura County Community College District,0,0,0,0,13758
,,,West Valley-Mission College,0,0,0,0,20985
,,Metropolitan Counties,Fresno,0,0,0,0,
,,,Imperial,0,0,0,0,
,,,Kings,0,0,0,0,
,,,Madera,0,0,0,0,
,,,Marin,0,0,0,0,
,,,Merced,0,0,0,0,
,,,Napa,0,0,0,0,
,,,Placer,0,0,0,0,
,,,San Benito,0,0,0,0,
,,,San Joaquin,0,0,0,0,
,,,San Luis Obispo,0,0,0,0,
,,,San Mateo,0,0,0,0,
,,,Santa Barbara,0,0,0,0,
,,,Shasta,0,0,0,0,
,,,Sutter,0,0,0,0,
,,,Yolo,0,0,0,0,
,,Nonmetropolitan Counties,Alpine,0,0,0,0,
,,,Calaveras,0,0,0,0,
,,,Colusa,0,0,0,0,
,,,Del Norte,0,0,0,0,
,,,Glenn,0,0,0,0,
,,,Humboldt,0,0,0,0,
,,,Inyo,0,0,0,0,
,,,Lassen,0,0,0,0,
,,,Mariposa,0,0,0,0,
,,,Mendocino,0,0,0,0,
,,,Modoc,0,0,0,0,
,,,Mono,0,0,0,0,
,,,Nevada,0,0,0,0,
,,,Plumas,0,0,0,0,
,,,Sierra,0,0,0,0,
,,,Siskiyou,0,0,0,0,
,,,Tehama,0,0,0,0,
,,,Trinity,0,0,0,0,
,,State Police Agencies,Highway Patrol:,,,,,
,,,Alameda County,0,0,0,0,
,,,Alpine County,0,0,0,0,
,,,Amador County,0,0,0,0,
,,,Butte County,0,0,0,0,
,,,Calaveras County,0,0,0,0,
,,,Colusa County,0,0,0,0,
,,,Contra Costa County,0,0,0,0,
,,,Del Norte County,0,0,0,0,
,,,El Dorado County,0,0,0,0,
,,,Fresno County,0,0,0,0,
,,,Glenn County,0,0,0,0,
,,,Humboldt County,0,0,0,0,
,,,Imperial County,0,0,0,0,
,,,Inyo County,0,0,0,0,
,,,Kern County,0,0,0,0,
,,,Kings County,0,0,0,0,
,,,Lake County,0,0,0,0,
,,,Lassen County,0,0,0,0,
,,,Los Angeles County,0,0,0,0,
,,,Madera County,0,0,0,0,
,,,Marin County,0,0,0,0,
,,,Mariposa County,0,0,0,0,
,,,Mendocino County,0,0,0,0,
,,,Merced County,0,0,0,0,
,,,Modoc County,0,0,0,0,
,,,Mono County,0,0,0,0,
,,,Monterey County,0,0,0,0,
,,,Napa County,0,0,0,0,
,,,Nevada County,0,0,0,0,
,,,Orange County,0,0,0,0,
,,,Placer County,0,0,0,0,
,,,Plumas County,0,0,0,0,
,,,Riverside County,0,0,0,0,
,,,Sacramento County,0,0,0,0,
,,,San Benito County,0,0,0,0,
,,,San Bernardino County,0,0,0,0,
,,,San Diego County,0,0,0,0,
,,,San Francisco County,0,0,0,0,
,,,San Joaquin County,0,0,0,0,
