Year,State,Agency Type,Agency name,"1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population1
,,,Breese,0,0,0,,4515
,,,Bridgeview,0,0,0,0,16499
,,,Brighton,0,0,0,0,2207
,,,Broadview,0,0,0,0,7965
,,,Brookfield,0,0,0,0,19033
,,,Brooklyn,0,0,0,0,717
,,,Buffalo Grove,0,0,0,0,41760
,,,Bull Valley,0,,,,1103
,,,Bunker Hill,0,0,0,0,1716
,,,Burbank,0,0,0,0,29287
,,,Burnham,0,0,0,0,4233
,,,Burr Ridge,0,0,0,0,10809
,,,Byron,0,0,0,0,3644
,,,Cahokia,0,0,0,0,14432
,,,Cairo,0,0,0,0,2519
,,,Calumet City,0,0,0,0,37248
,,,Cambria,0,0,0,0,1268
,,,Cambridge,0,0,0,0,2111
,,,Camp Point,0,0,0,0,1124
,,,Campton Hills,0,0,0,0,11366
,,,Canton,0,0,0,0,14210
,,,Carbondale,0,0,0,0,26321
,,,Carlinville,0,0,0,0,5716
,,,Carlyle,0,0,0,0,3226
,,,Carol Stream,0,0,0,0,40499
,,,Carpentersville,0,0,0,0,38571
,,,Carrollton,0,0,0,0,2386
,,,Carterville,0,0,0,0,5837
,,,Carthage,0,0,0,0,2527
,,,Cary,0,0,0,0,17919
,,,Caseyville,0,0,0,0,4051
,,,Catlin,0,0,0,0,2018
,,,Centreville,0,0,0,0,5033
,,,Channahon,0,0,0,0,12625
,,,Charleston,0,0,0,0,21831
,,,Chatham,0,0,0,0,12357
,,,Chenoa,0,0,0,0,3227
,,,Cherry Valley,0,0,0,0,3097
,,,Chester,0,0,0,0,8381
,,,Chicago Heights,0,0,0,0,30461
,,,Chillicothe,0,0,0,0,6146
,,,Cicero,0,0,0,0,84375
,,,Clarendon Hills,0,0,0,0,8714
,,,Clinton,0,0,0,,7040
,,,Coal City,0,0,0,0,5505
,,,Coal Valley,0,0,0,0,3748
,,,Cobden,0,0,0,0,1142
,,,Colchester,0,0,0,0,1343
,,,Colfax,0,0,0,0,1053
,,,Collinsville,0,0,0,0,24722
,,,Colona,0,0,0,0,5095
,,,Columbia,0,0,0,0,10224
,,,Cortland,0,0,0,0,4353
,,,Country Club Hills,0,0,0,0,16944
,,,Countryside,0,0,0,0,6045
,,,Cowden,0,0,0,0,588
,,,Crest Hill,0,0,0,0,20748
,,,Crete,0,0,0,0,8211
,,,Creve Coeur,0,0,0,0,5344
,,,Crystal Lake,0,0,0,0,40426
,,,Danvers,0,0,0,0,1145
,,,Darien,0,0,0,0,22367
,,,Davis,0,0,0,0,647
,,,Decatur,0,0,0,0,73499
,,,Deer Creek,0,0,0,0,692
,,,Deerfield,0,0,0,0,18418
,,,Delavan,0,0,0,0,1657
,,,De Pue,0,0,0,0,1743
,,,De Soto,0,0,0,0,1583
,,,Diamond,0,0,0,0,2495
,,,Divernon,0,0,0,0,1160
,,,Dixon,0,0,0,0,15181
,,,Downers Grove,0,0,0,0,49917
,,,Downs,0,0,,,995
,,,Dupo,0,0,0,0,3930
,,,Du Quoin,0,0,0,0,5860
,,,Dwight,0,0,0,0,4087
,,,Earlville,0,0,0,0,1633
,,,East Alton,0,0,0,0,6195
,,,East Carondelet,0,0,0,,476
,,,East Dubuque,0,0,0,0,1662
,,,East Dundee,0,0,0,0,3289
,,,East Hazel Crest,0,0,0,0,1554
,,,East Moline,0,0,0,0,21143
,,,East Peoria,0,0,0,0,23359
,,,East St. Louis,0,0,0,0,26616
,,,Edinburg,0,0,0,0,1051
,,,Edwardsville,0,0,0,0,24876
,,,Effingham,0,0,0,0,12643
,,,Elburn,0,0,0,,5700
,,,Eldorado,0,0,0,0,4061
,,,Elizabeth,0,0,0,0,749
,,,Elk Grove Village,0,0,0,0,33436
,,,Elmhurst,0,0,0,0,46152
,,,Elmwood,0,0,0,0,2102
,,,Elmwood Park,0,0,0,0,24969
,,,El Paso,0,0,0,0,2803
,,,Elwood,0,0,0,0,2263
,,,Energy,0,0,0,0,1144
,,,Erie,0,0,0,0,1534
,,,Eureka,0,0,0,0,5387
,,,Evergreen Park,0,0,0,0,19953
,,,Fairfield,0,0,0,0,5064
,,,Fairmont City,0,0,0,0,2505
,,,Fairmount,0,0,0,0,618
,,,Fairview Heights,0,0,0,0,16851
,,,Farmington,0,0,0,0,2334
,,,Fayetteville,0,0,0,0,341
,,,Findlay,0,0,0,0,660
,,,Fisher,0,0,0,0,1980
,,,Fithian,0,0,0,0,470
,,,Flora,0,0,0,0,4953
,,,Flossmoor,0,0,0,0,9535
,,,Forest Park,0,0,0,0,14202
,,,Forest View,0,0,0,0,697
,,,Fox Lake,0,0,0,0,10565
,,,Fox River Grove,0,0,0,0,4683
,,,Frankfort,0,0,0,0,18599
,,,Franklin Grove,0,0,0,0,967
,,,Franklin Park,0,0,0,0,18420
,,,Freeburg,0,0,0,0,4261
,,,Freeport,0,0,0,0,24664
,,,Fulton,0,0,0,0,3331
,,,Galena,0,0,0,0,3305
,,,Galesburg,0,0,0,0,31529
,,,Geneva,0,0,0,0,21798
,,,Genoa,0,0,0,0,5232
,,,Georgetown,0,0,0,0,3365
,,,Germantown,0,0,0,0,1289
,,,Gibson City,0,0,0,0,3390
,,,Gifford,0,0,0,0,1005
,,,Gilberts,0,0,0,0,7727
,,,Gillespie,0,0,0,0,3182
,,,Gilman,0,0,0,0,1754
,,,Glasford,0,0,0,0,1009
,,,Glen Carbon,0,0,0,0,12949
,,,Glencoe,0,0,0,0,8971
,,,Glendale Heights,0,0,0,0,34602
,,,Glen Ellyn,0,0,0,0,27856
,,,Glenwood,0,0,0,0,9046
,,,Godfrey,0,0,0,0,17726
,,,Godley,0,0,0,0,688
,,,Golf,0,0,0,0,508
,,,Goodfield,0,0,0,0,926
,,,Grafton,0,0,0,0,657
,,,Grand Ridge,0,0,,,533
,,,Grandview,0,0,0,0,1431
,,,Granite City,0,0,0,,29021
,,,Grantfork,0,0,0,0,328
,,,Grant Park,0,0,0,0,1291
,,,Grayville,0,0,0,0,1632
,,,Greenfield,0,0,0,0,1019
,,,Greenup,0,0,0,0,1481
,,,Greenville,0,0,0,0,6847
,,,Gurnee,0,0,0,0,31194
,,,Hampshire,0,0,0,0,6081
,,,Hampton,0,0,0,0,1844
,,,Hanover,0,0,0,0,813
,,,Hanover Park,0,0,0,0,38600
,,,Harrisburg,0,0,0,0,8885
,,,Hartford,0,0,0,0,1378
,,,Harvard,0,0,0,0,9179
,,,Harvey,0,0,0,0,25361
,,,Harwood Heights,0,0,0,0,8690
,,,Havana,0,0,0,0,3079
,,,Hawthorn Woods,0,0,0,0,7905
,,,Hazel Crest,0,0,0,0,14200
,,,Henning,0,0,0,0,246
,,,Henry,0,0,0,0,2306
,,,Herrin,0,0,0,0,12932
,,,Herscher,0,0,0,0,1560
,,,Heyworth,0,0,0,0,2922
,,,Hickory Hills,0,0,0,0,14206
,,,Highland,0,0,0,0,9880
,,,Highland Park,0,0,0,0,29897
,,,Highwood,0,0,0,0,5378
,,,Hillsboro,0,0,0,0,6060
,,,Hillsdale,0,0,0,0,510
,,,Hillside,0,0,0,0,8203
,,,Hinckley,0,0,0,0,2071
,,,Hinsdale,0,0,0,0,17601
,,,Hodgkins,0,0,0,0,1877
,,,Hoffman Estates,0,0,0,0,52450
,,,Homer,0,0,0,0,1210
,,,Homer Glen,0,0,0,0,24389
,,,Hometown,0,0,0,0,4369
,,,Homewood,0,0,0,0,19496
,,,Hoopeston,0,0,0,0,5236
,,,Hopedale,0,0,0,0,855
,,,Hudson,0,0,0,0,1863
,,,Huntley,0,0,0,0,25927
,,,Ina,0,0,0,0,2327
,,,Indian Head Park,0,0,0,0,3846
,,,Indianola,0,0,0,0,271
,,,Inverness,0,0,0,0,7639
,,,Irving,0,0,0,0,480
,,,Island Lake,0,0,0,0,8018
,,,Itasca,0,0,0,0,8835
,,,Jacksonville,0,0,0,0,19088
,,,Jerome,0,0,0,0,1658
,,,Jerseyville,0,0,0,0,8549
,,,Johnsburg,0,0,0,0,6285
,,,Joliet,0,0,0,0,147991
,,,Justice,0,0,0,0,13044
,,,Kankakee,0,0,0,0,26695
,,,Kenilworth,0,0,0,0,2574
,,,Kewanee,0,0,0,0,12522
,,,Kildeer,0,0,0,0,3969
,,,Kincaid,0,0,0,0,1438
,,,Kingston,0,0,0,0,1164
,,,Kirkland,0,0,0,0,1744
,,,Lacon,0,0,0,0,1807
,,,Ladd,0,0,0,0,1241
,,,La Grange,0,0,0,0,15808
,,,La Grange Park,0,0,0,0,13685
,,,La Harpe,0,0,0,0,1192
,,,Lake Bluff,0,0,0,0,5695
,,,Lake Forest,0,0,0,0,19376
,,,Lake in the Hills,0,0,0,0,28868
,,,Lakemoor,0,0,0,0,6002
,,,Lake Villa,0,0,0,0,8859
,,,Lakewood,0,0,0,0,3800
,,,Lake Zurich,0,0,0,0,20143
,,,Lansing,0,0,0,0,28555
,,,La Salle,0,0,0,0,9256
,,,Lawrenceville,0,0,0,0,4392
,,,Lebanon,0,0,0,0,4466
,,,Lemont,0,0,0,0,16801
,,,Lenzburg,0,0,0,0,493
,,,Le Roy,0,0,0,0,3611
,,,Libertyville,0,0,0,0,20555
,,,Lincoln,0,0,0,0,14082
,,,Lincolnshire,0,0,0,0,7295
,,,Lincolnwood,0,0,0,0,12710
,,,Lindenhurst,0,0,0,0,14484
,,,Lisle,0,0,0,0,22917
,,,Litchfield,0,0,0,0,6882
,,,Loami,0,0,0,0,756
,,,Lockport,0,0,0,0,25166
,,,London Mills,0,0,,,381
,,,Loves Park,0,0,0,0,23440
,,,Lovington,0,0,0,0,1104
,,,Lyons,0,0,0,0,10783
,,,Machesney Park,0,0,0,0,22923
,,,Mahomet,0,0,0,0,8130
,,,Malta,0,0,0,0,1158
,,,Manhattan,0,0,0,0,7357
,,,Maple Park,0,0,0,0,1314
,,,Marengo,0,0,0,0,7472
,,,Marine,0,0,0,0,934
,,,Marion,0,0,0,0,17494
,,,Maroa,0,0,0,0,1745
,,,Marquette Heights,0,0,0,0,2782
,,,Marseilles,0,0,0,0,4965
,,,Marshall,0,0,0,0,3920
,,,Martinsville,0,0,0,0,1148
,,,Maryville,0,0,0,0,7902
,,,Mascoutah,0,0,0,0,7951
,,,Matteson,0,0,0,0,19190
,,,Mattoon,0,0,0,0,18123
,,,Maywood,0,0,0,0,24141
,,,McCook,0,0,0,0,232
,,,McCullom Lake,0,0,0,0,1020
,,,McHenry,0,0,0,0,26534
,,,McLean,0,0,0,0,821
,,,Melrose Park,0,0,0,0,25532
,,,Mendota,0,0,0,0,7227
,,,Metropolis,0,0,0,0,6349
,,,Midlothian,0,0,0,0,14932
,,,Milan,0,0,0,0,5090
,,,Milledgeville,0,0,0,0,979
,,,Millstadt,0,0,0,0,3907
,,,Minier,0,0,0,0,1243
,,,Minooka,0,,,,11256
,,,Mokena,0,0,0,0,19618
,,,Moline,0,0,0,0,42482
,,,Monee,0,0,0,,5093
,,,Montgomery,0,0,0,0,19520
,,,Monticello,0,0,0,0,5509
,,,Morris,0,0,0,0,14258
,,,Morrison,0,0,0,0,4124
,,,Morton,0,0,0,0,16554
,,,Morton Grove,0,0,0,0,23548
,,,Mount Carmel,0,0,0,0,6975
,,,Mount Carroll,0,0,0,0,1615
,,,Mount Olive,0,0,0,0,2014
,,,Mount Prospect,0,0,0,0,55119
,,,Mount Pulaski,0,0,0,0,1519
,,,Mount Vernon,0,0,0,0,15154
,,,Mount Zion,0,0,0,0,5899
,,,Mundelein,0,0,0,0,31687
,,,Murphysboro,0,0,0,0,7770
,,,Naperville,0,0,0,0,147101
,,,Nashville,0,0,0,0,3123
,,,New Athens,0,0,0,0,1957
,,,New Baden,0,0,0,0,3323
,,,New Berlin,0,0,0,0,1357
,,,New Lenox,0,0,0,0,25682
,,,Newton,0,0,0,0,2814
,,,Niles,0,0,0,0,30044
,,,Nokomis,0,0,0,0,2180
,,,Norridge,0,0,0,0,14697
,,,North Aurora,0,0,0,0,17492
,,,Northbrook,0,0,0,0,33768
,,,Northfield,0,0,0,0,5497
,,,Northlake,0,0,0,0,12382
,,,Oak Brook,0,0,0,0,8108
,,,Oakbrook Terrace,0,0,0,0,2180
,,,Oak Lawn,0,0,0,0,57112
,,,Oak Park,0,,,,52036
,,,Oakwood,0,0,0,0,1530
,,,Oakwood Hills,0,0,0,0,2067
,,,Oblong,0,0,0,0,1416
,,,O'Fallon,0,0,0,0,29159
,,,Oglesby,0,0,0,0,3648
,,,Okawville,0,0,0,0,1395
,,,Old Shawneetown,0,0,0,0,176
,,,Olney,0,0,0,0,9006
,,,Olympia Fields,0,0,0,0,5058
,,,Onarga,0,0,0,0,1321
,,,Oregon,0,0,0,,3578
,,,Orion,0,0,0,0,1827
,,,Orland Hills,0,0,0,0,7292
,,,Oswego,0,0,0,0,33774
,,,Ottawa,0,0,0,0,18350
,,,Palatine,0,0,,,69583
,,,Palestine,0,0,0,0,1321
,,,Palos Heights,0,0,0,0,12616
,,,Palos Hills,0,0,0,0,17660
,,,Palos Park,0,0,0,0,4919
,,,Pana,0,0,0,0,5611
,,,Paris,0,0,0,0,8419
,,,Park City,0,0,0,0,7410
,,,Park Forest,0,0,0,0,22046
,,,Park Ridge,0,0,0,0,37942
,,,Patoka,0,0,0,0,564
,,,Pawnee,0,0,0,0,2721
,,,Paxton,0,0,0,0,4310
,,,Pecatonica,0,0,0,0,2123
,,,Pekin,0,0,0,0,33759
,,,Peoria,0,0,0,0,116066
,,,Peoria Heights,0,0,0,0,6006
,,,Peotone,0,0,0,0,4133
,,,Peru,0,0,0,0,9948
,,,Petersburg,0,0,0,0,2206
,,,Phoenix,0,0,0,0,1970
,,,Pierron,0,0,0,0,566
,,,Pinckneyville,0,0,0,0,5509
,,,Pingree Grove,0,0,0,0,6254
,,,Pittsfield,0,0,0,0,4473
,,,Plainfield,0,0,0,0,42706
,,,Plano,0,0,0,0,11247
,,,Pleasant Hill,0,0,0,0,938
,,,Pleasant Plains,0,0,0,0,804
,,,Plymouth,0,0,,,481
,,,Polo,0,0,0,0,2255
,,,Pontiac,0,0,0,0,11524
,,,Pontoon Beach,0,0,0,0,5631
,,,Posen,0,0,0,0,6029
,,,Potomac,0,0,0,0,724
,,,Prairie Grove,0,0,0,0,1868
,,,Princeton,0,0,0,0,7357
,,,Prophetstown,0,0,0,0,1990
,,,Prospect Heights,0,0,0,0,16456
,,,Quincy,0,0,0,0,40834
,,,Raleigh,0,0,0,0,347
,,,Rankin,0,0,0,0,540
,,,Raymond,0,0,0,0,975
,,,Red Bud,0,0,0,0,3587
,,,Richmond,0,0,0,0,1899
,,,Richton Park,0,0,0,0,13775
,,,Ridge Farm,0,0,0,0,855
,,,Riverdale,0,,,,13615
,,,River Forest,0,0,0,0,11216
,,,River Grove,0,0,0,0,10281
,,,Riverside,0,0,0,0,8882
,,,Riverton,0,0,0,0,3475
,,,Riverwoods,0,0,0,0,3658
,,,Robinson,0,0,0,0,7600
,,,Rochester,0,0,0,0,3788
,,,Rockdale,0,0,0,0,1952
,,,Rock Falls,0,0,0,0,8982
,,,Rock Island,0,0,0,0,38551
,,,Rockton,0,0,0,0,7522
,,,Romeoville,0,0,0,0,39682
,,,Roodhouse,0,0,0,0,1735
,,,Roscoe,0,0,0,0,10559
,,,Roselle,0,0,0,0,23094
,,,Rosemont,0,0,0,0,4231
,,,Round Lake,0,0,0,0,18584
,,,Round Lake Beach,0,0,0,0,27983
,,,Round Lake Heights,0,0,0,0,2731
,,,Roxana,0,0,0,0,1484
,,,Royalton,0,0,0,0,1135
,,,Ruma,0,0,0,0,318
,,,Rushville,0,0,0,0,3083
,,,Salem,0,0,0,0,7298
,,,Sandwich,0,0,0,,7409
,,,Sauget,0,0,0,0,152
,,,Savanna,0,0,0,0,2869
,,,Schiller Park,0,0,0,0,11871
,,,Seneca,0,0,0,0,2292
,,,Sesser,0,0,0,0,1896
,,,Shannon,0,0,0,0,709
,,,Shawneetown,0,0,0,0,1155
,,,Sherman,0,0,0,0,4600
,,,Shiloh,0,0,0,0,13023
,,,Shorewood,0,0,0,0,16796
,,,Sidell,0,0,0,0,592
,,,Sleepy Hollow,0,0,0,0,3348
,,,Smithton,0,0,0,0,3738
,,,Somonauk,0,0,0,0,1882
,,,South Barrington,0,0,0,0,4883
,,,South Beloit,0,0,0,0,7677
,,,South Elgin,0,0,0,0,22280
,,,Southern View,0,,,,1642
,,,South Holland,0,0,0,0,22169
,,,South Jacksonville,0,0,0,0,3256
,,,South Pekin,0,0,0,0,1136
,,,South Roxana,0,0,0,0,2000
,,,Sparta,0,0,0,0,4496
,,,Spring Grove,0,0,0,0,5712
,,,Spring Valley,0,0,0,0,5314
,,,Stanford,0,0,0,0,586
,,,St. Anne,0,0,0,0,1222
,,,Staunton,0,0,0,0,5019
,,,St. Charles,0,0,0,0,33489
,,,Steger,0,0,0,0,9552
,,,Sterling,0,0,0,0,14909
,,,St. Elmo,0,0,0,0,1400
,,,Stickney,0,0,0,0,6825
,,,St. Jacob,0,0,0,0,1159
,,,Stockton,0,0,0,0,1795
,,,Stonington,0,0,0,,891
,,,Streamwood,0,0,0,,40451
,,,Streator,0,0,0,0,13189
,,,Stronghurst,0,0,0,,816
,,,Summit,0,0,0,0,11547
,,,Sumner,0,0,0,0,3138
,,,Swansea,0,0,0,0,13665
,,,Sycamore,0,0,0,0,17813
,,,Taylorville,0,0,0,0,10898
,,,Thomasboro,0,0,0,0,1145
,,,Thornton,0,0,0,0,2403
,,,Tilton,0,0,0,0,2629
,,,Tinley Park,0,0,0,0,57403
,,,Tolono,0,0,0,0,3512
,,,Tonica,0,0,0,0,738
,,,Tower Lakes,0,0,0,0,1261
,,,Troy,0,0,0,0,10019
,,,University Park,0,0,0,0,7087
,,,Valmeyer,0,0,0,0,1261
,,,Vandalia,0,0,0,0,6971
,,,Vernon Hills,0,0,0,0,26132
,,,Vienna,0,0,0,0,1436
,,,Villa Park,0,0,0,0,22067
,,,Virden,0,0,0,0,3406
,,,Virginia,0,0,0,0,1537
,,,Walnut,0,0,0,0,1348
,,,Warren,0,0,0,0,1381
,,,Warrensburg,0,0,0,0,1168
,,,Warrenville,0,0,0,0,13373
,,,Warsaw,0,0,0,0,1544
,,,Washington,0,0,0,0,15962
,,,Washington Park,0,0,0,0,4003
,,,Waterloo,0,0,0,0,10224
,,,Watseka,0,0,0,0,5070
,,,Wauconda,0,0,0,0,13954
,,,Waukegan,0,0,0,0,88855
,,,Waverly,0,0,0,0,1266
,,,Wayne,0,0,0,0,2450
,,,Westchester,0,0,0,0,16827
,,,West Chicago,0,0,0,0,27578
,,,West City,0,0,0,0,651
,,,West Dundee,0,0,0,0,7405
,,,Western Springs,0,0,0,0,13359
,,,West Frankfort,0,0,0,0,8025
,,,Westmont,0,0,0,0,25034
,,,Westville,0,0,0,0,3109
,,,Wheaton,0,0,0,0,53800
,,,White Hall,0,0,0,0,2416
,,,Willowbrook,0,0,0,0,8651
,,,Willow Springs,0,0,0,0,5720
,,,Wilmette,0,0,0,0,27531
,,,Wilmington,0,0,0,0,5703
,,,Winfield,0,0,0,0,9679
,,,Winnebago,0,0,0,0,3008
,,,Winnetka,0,0,0,0,12563
,,,Winthrop Harbor,0,0,0,0,6722
,,,Witt,0,0,0,0,868
,,,Wood Dale,0,0,0,0,13986
,,,Woodridge,0,0,0,0,33473
,,,Wood River,0,0,0,0,10284
,,,Woodstock,0,0,0,0,25262
,,,Worth,0,0,0,0,10848
,,,Yates City,0,0,0,0,675
,,,Yorkville,0,0,0,0,18379
,,,Zion,0,0,0,0,24239
,,Universities and Colleges,"Benedictine University, Lisle",0,0,0,0,6307
,,,Black Hawk College:,,,,,
,,,Kewanee3,0,0,0,0,
,,,Moline,0,0,0,0,6307
,,,Chicago State University,0,0,0,0,5211
,,,College of DuPage,0,0,0,0,29476
,,,College of Lake County,0,0,0,0,15410
,,,Eastern Illinois University,0,0,0,0,8913
,,,Elgin Community College,0,0,0,0,10929
,,,Illinois Central College,0,0,0,0,10296
,,,John Wood Community College,0,0,0,0,1900
,,,Joliet Junior College,0,0,0,0,15776
,,,Kankakee Community College,0,0,0,0,3378
,,,Lake Land College,0,0,0,0,5593
,,,Lewis University,0,0,0,0,6689
,,,Lincoln Land Community College,0,0,0,0,7006
,,,Loyola University,0,0,0,0,15902
,,,McHenry County College,0,0,0,0,6567
,,,Millikin University,0,0,0,0,2190
,,,Moraine Valley Community College,0,0,0,0,15286
,,,Morton College,0,0,0,0,4653
,,,Northeastern Illinois University,0,0,0,0,10275
,,,Oakton Community College,0,0,0,0,10589
,,,Parkland College,0,0,0,0,8443
,,,Rend Lake College,0,0,0,0,2970
,,,Southern Illinois University:,,,,,
,,,Carbondale,0,0,0,0,17989
,,,Edwardsville,0,0,0,0,13972
,,,School of Medicine3,0,0,0,0,
,,,South Suburban College,0,0,0,0,4329
,,,Southwestern Illinois College,0,0,0,0,10545
,,,"University of Chicago, Cook County",0,0,0,0,15097
,,,University of Illinois: ,,,,,
,,,Springfield,0,0,0,0,5431
,,,Urbana,0,0,0,0,45140
,,,Western Illinois University,0,0,0,0,11458
,,Metropolitan Counties,Alexander,0,0,0,0,
,,,Bond,0,0,0,0,
,,,Boone,0,0,0,0,
,,,Clinton,0,0,0,0,
,,,Cook,0,0,0,0,
,,,De Kalb,0,0,0,,
,,,De Witt,0,0,0,0,
,,,Ford,0,0,0,0,
,,,Grundy,0,0,0,0,
,,,Henry,0,0,0,0,
,,,Jackson,0,0,0,0,
,,,Jersey,0,0,0,0,
,,,Kane,0,0,0,0,
,,,Kankakee,0,0,0,0,
,,,Kendall,0,0,0,0,
,,,Lake,0,0,0,0,
,,,Macon,0,0,0,0,
,,,Macoupin,0,0,0,0,
,,,Madison,0,0,0,0,
,,,Marshall,0,0,0,0,
,,,McHenry,0,0,0,0,
,,,McLean,0,0,0,0,
,,,Menard,0,0,0,0,
,,,Monroe,0,0,0,0,
,,,Peoria,0,0,0,0,
,,,Piatt,0,0,0,0,
,,,Rock Island,0,0,0,0,
,,,Stark,0,0,0,0,
,,,St. Clair,0,0,0,0,
,,,Tazewell,0,0,0,0,
,,,Vermilion,0,0,0,0,
,,,Will,0,0,0,0,
,,,Williamson,0,0,0,0,
,,,Winnebago,0,0,0,0,
,,,Woodford,0,0,0,0,
,,Nonmetropolitan Counties,Adams,0,0,0,0,
,,,Brown,0,0,0,0,
,,,Bureau,0,0,0,0,
,,,Carroll,0,0,0,0,
,,,Cass,0,0,0,0,
,,,Christian,0,0,0,,
,,,Clark,0,0,0,0,
,,,Clay,0,0,0,0,
,,,Coles,0,0,0,0,
,,,Crawford,0,0,0,0,
,,,Cumberland,0,0,0,0,
,,,Douglas,0,0,0,0,
,,,Edgar,0,0,0,0,
,,,Effingham,0,0,0,0,
,,,Fayette,0,0,0,0,
,,,Franklin,0,0,0,0,
,,,Fulton,0,0,0,0,
,,,Gallatin,0,0,0,0,
,,,Greene,0,0,0,0,
,,,Hamilton,0,0,0,0,
,,,Hardin,0,0,0,0,
,,,Iroquois,0,0,0,0,
,,,Jefferson,0,0,0,0,
,,,Jo Daviess,0,0,0,0,
,,,Johnson,0,0,0,0,
,,,Knox,0,0,0,0,
,,,La Salle,0,0,0,0,
,,,Lawrence,0,0,0,0,
,,,Lee,0,0,0,0,
,,,Livingston,0,0,0,0,
,,,Logan,0,0,0,0,
,,,Marion,0,0,,,
,,,Mason,0,0,0,0,
,,,Massac,0,0,0,0,
,,,McDonough,0,0,0,0,
,,,Montgomery,0,0,0,0,
,,,Morgan,0,0,0,0,
,,,Ogle,0,0,0,0,
,,,Perry,0,0,0,0,
,,,Pike,0,0,0,0,
,,,Pulaski,0,,,,
,,,Putnam,0,0,0,0,
,,,Randolph,0,0,0,0,
,,,Richland,0,0,0,0,
,,,Saline,0,0,0,0,
,,,Schuyler,0,0,0,0,
,,,Scott,0,0,0,0,
,,,Shelby,0,0,0,0,
,,,Stephenson,0,0,0,0,
,,,Union,0,0,0,0,
,,,Wabash,0,0,0,0,
,,,Warren,0,0,0,0,
,,,Washington,0,0,0,0,
,,,Wayne,0,0,,,
,,,White,0,0,0,0,
,,,Whiteside,0,0,0,0,
,,State Police Agencies,Illinois State Police,0,0,0,0,
,,Other Agencies,Alton & Southern Railway,0,0,0,0,
,,,Belt Railway,0,0,0,0,
,,,Canadian National Railway,0,0,0,0,
,,,Canton Park District,0,0,0,0,
,,,Capitol Airport Authority,0,0,0,0,
,,,"Chicago Fire Department, Arson Investigations",0,0,0,0,
,,,Cook County Forest Preserve,0,0,0,0,
,,,Crystal Lake Park District,0,0,0,0,
,,,Decatur Park District,0,0,0,0,
,,,DuPage County Forest Preserve,0,0,0,0,
,,,Fon du Lac Park District,0,0,0,0,
,,,Fox Valley Park District,0,0,0,0,
,,,Freeport Park District,0,0,0,0,
,,,Illinois Department of Natural Resources,0,0,0,0,
,,,Indiana Harbor Belt Railroad,0,0,0,0,
,,,Kane County Forest Preserve,0,0,0,0,
,,,Lake County Forest Preserve,0,0,0,0,
,,,McHenry County Conservation District,0,0,0,0,
,,,Naperville Park District,0,0,0,0,
,,,Norfolk Southern Railway:,,,,,
,,,Cook County,0,0,0,0,
,,,Macon County,0,0,0,0,
,,,Madison County,0,,0,0,
,,,Rockford Metro Centre,0,0,0,,
,,,Rockford Park District,0,,,,
,,,Secretary of State Police,0,0,0,0,
,,,Springfield Park District,0,0,0,0,
,,,State Fire Marshal,0,0,0,0,
,,,Terminal Railroad Association,0,0,0,0,
,,,Tri-County Drug Enforcement Narcotics Team,0,0,0,0,
,,,"Union Pacific Railroad, Cook County",0,0,0,0,
,Indiana,Cities,Auburn,0,,,,12855
,,,Beech Grove,0,0,0,0,14592
,,,Boonville,0,,,,6142
,,,Carmel,0,0,0,0,88511
,,,Cedar Lake,0,0,,,11922
,,,Charlestown,0,,,,8172
,,,Chesterton,0,0,,0,13479
,,,Edinburgh,0,0,0,0,4547
,,,Ellettsville,0,,,,6536
,,,Evansville,0,0,0,0,120414
,,,Fairmount,0,0,0,0,2863
,,,Fishers,0,0,0,0,88724
,,,Gas City,,0,0,0,5999
,,,Goshen,0,0,0,,32441
,,,Greenfield,0,0,0,0,21573
,,,Hagerstown,0,0,,,1743
,,,Jasper,0,0,0,0,15392
,,,Jeffersonville,0,,,,46764
,,,Kendallville,,,,0,9918
,,,Kokomo,0,0,0,0,57143
,,,Lake Station,0,,,,12080
,,,La Porte,0,0,,,22000
,,,Ligonier,0,,,,4392
,,,Linton,0,0,,,5311
,,,Marion,0,0,0,0,29163
,,,Merrillville,0,,,,35570
,,,Michigan City,0,0,0,,31497
,,,Nappanee,0,0,,,6733
,,,New Albany,0,0,0,0,36649
,,,North Liberty,0,,,,1913
,,,Peru,0,0,0,0,11006
,,,Plymouth,0,,,,10113
,,,Portage,0,0,0,0,36741
,,,Sellersburg,0,,,,8122
,,,Seymour,0,,,,19345
,,,Terre Haute,0,0,,,60997
,,,Tipton,0,0,0,0,5151
,,,Valparaiso,0,0,,0,32519
,,,Waterloo,0,,0,0,2243
,,,Westfield,0,,,,36681
,,,Winchester,0,0,,,4773
,,Universities and Colleges,Ball State University,0,0,,,20655
,,,Butler University,0,,,,4848
,,,"Indiana University, Bloomington",,0,,,46416
,,Metropolitan Counties,Allen,0,0,0,0,
,,,Bartholomew,0,0,0,0,
,,,Delaware,0,0,,,
,,,Floyd,0,0,0,0,
,,,Howard,0,0,0,0,
,,,Madison,0,0,0,,
,,,Monroe,0,0,0,0,
,,,Newton,0,0,0,0,
,,,Porter,0,0,0,0,
,,,Warrick,0,0,,,
,,Nonmetropolitan Counties,Clinton,0,0,0,0,
,,,De Kalb,0,,,,
,,,Greene,0,0,0,0,
,,,Miami,0,0,0,0,
,,,Montgomery,0,0,0,0,
,,,Steuben,0,0,0,0,
