Year,State,Agency type,Agency name,"1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population3
,,,Morehouse College,0,0,0,0,2586
,,,Morehouse School of Medicine,0,0,0,0,329
,,,Morris Brown College3,,,,0,
,,,North Georgia College and State University,0,0,0,0,5912
,,,Paine College,0,,,,925
,,,Piedmont College,0,0,0,0,2676
,,,Savannah State University,0,0,0,0,4080
,,,Southern Crescent Technical College,0,0,0,0,6227
,,,Southern Polytechnic State University,0,0,0,0,5514
,,,South Georgia College,0,0,0,0,2214
,,,Spelman College,0,0,0,0,2177
,,,University of West Georgia,0,0,0,0,11283
,,,Valdosta State University,0,0,0,0,12898
,,,Wesleyan College,0,0,0,0,690
,,,Young Harris College,0,0,0,0,820
,,Metropolitan Counties,Augusta-Richmond,0,0,0,0,
,,,Barrow,0,0,,0,
,,,Bartow,0,0,0,0,
,,,Bibb,,0,0,0,
,,,Brantley,0,0,0,0,
,,,Brooks,0,0,0,0,
,,,Bryan,0,0,0,0,
,,,Butts,0,0,0,0,
,,,Carroll,0,0,0,,
,,,Chatham,0,0,,,
,,,Chattahoochee,0,0,0,0,
,,,Cherokee,0,0,0,0,
,,,Clarke,0,0,0,0,
,,,Clayton,0,0,0,0,
,,,Clayton County Police Department,0,0,0,0,
,,,Cobb,0,0,0,0,
,,,Cobb County Police Department,0,0,0,0,
,,,Columbia,0,0,0,0,
,,,Coweta,0,0,0,0,
,,,Dade,0,0,0,,
,,,Dawson,0,0,0,0,
,,,DeKalb,0,0,0,0,
,,,DeKalb County Police Department,,,,0,
,,,Dougherty,0,0,0,0,
,,,Dougherty County Police Department,0,0,0,0,
,,,Douglas,0,0,0,0,
,,,Echols,0,0,0,0,
,,,Effingham,0,0,0,0,
,,,Fayette,0,0,0,0,
,,,Floyd,0,0,0,0,
,,,Forsyth,0,0,,,
,,,Fulton,0,0,0,0,
,,,Fulton County Police Department,0,,,,
,,,Glynn,0,0,0,0,
,,,Glynn County Police Department,0,0,0,0,
,,,Hall,0,0,0,0,
,,,Haralson,0,0,0,,
,,,Harris,0,0,0,0,
,,,Heard,0,0,0,0,
,,,Henry,0,0,0,0,
,,,Houston,0,0,0,0,
,,,Jasper,0,0,0,0,
,,,Jones,0,0,0,0,
,,,Lamar,0,0,0,0,
,,,Lanier,0,0,0,0,
,,,Lee,0,0,0,0,
,,,Lowndes,0,0,0,0,
,,,McDuffie,0,0,0,0,
,,,McIntosh,0,0,0,0,
,,,Meriwether,0,0,0,0,
,,,Monroe,0,0,0,0,
,,,Murray,0,0,0,0,
,,,Muscogee,0,,,,
,,,Newton,0,0,0,0,
,,,Oconee,0,0,0,0,
,,,Oglethorpe,0,,0,,
,,,Paulding,0,0,0,0,
,,,Pickens,0,0,0,0,
,,,Pike,0,0,0,0,
,,,Rockdale,0,0,0,0,
,,,Spalding,0,0,0,0,
,,,Terrell,0,0,0,0,
,,,Twiggs,0,0,0,0,
,,,Walker,0,0,0,,
,,,Walton,0,0,0,0,
,,,Whitfield,0,0,0,0,
,,,Worth,0,0,0,0,
,,Nonmetropolitan Counties,Appling,0,0,0,,
,,,Atkinson,,,,0,
,,,Baldwin,0,0,0,0,
,,,Banks,0,0,0,0,
,,,Ben Hill,0,0,0,0,
,,,Berrien,0,0,0,0,
,,,Bleckley,0,0,0,0,
,,,Bulloch,0,0,0,0,
,,,Calhoun,0,0,0,0,
,,,Camden,0,0,0,0,
,,,Candler,0,0,,,
,,,Charlton,0,0,0,0,
,,,Clay,0,0,0,0,
,,,Clinch,0,0,0,0,
,,,Coffee,0,0,0,0,
,,,Colquitt,,,0,,
,,,Cook,0,0,0,0,
,,,Crisp,0,0,0,0,
,,,Dodge,0,0,0,0,
,,,Dooly,0,0,0,0,
,,,Early,0,0,0,0,
,,,Elbert,0,0,0,0,
,,,Emanuel,0,0,0,0,
,,,Fannin,0,0,0,0,
,,,Franklin,,,,0,
,,,Gilmer,0,0,0,0,
,,,Gordon,0,0,0,0,
,,,Greene,0,0,0,0,
,,,Habersham,0,0,0,0,
,,,Hancock,0,0,0,0,
,,,Irwin,0,0,0,0,
,,,Jackson,0,0,0,0,
,,,Jeff Davis,0,0,0,,
,,,Jefferson,0,0,0,0,
,,,Laurens,0,0,0,0,
,,,Lumpkin,0,0,0,,
,,,Macon,0,,,,
,,,Miller,0,,,,
,,,Mitchell,0,0,0,0,
,,,Morgan,0,,,,
,,,Peach,0,0,0,0,
,,,Pierce,0,0,0,0,
,,,Polk,0,0,0,0,
,,,Polk County Police Department,,0,0,0,
,,,Pulaski,0,0,0,0,
,,,Putnam,0,0,0,0,
,,,Quitman,0,0,0,,
,,,Rabun,0,0,0,0,
,,,Randolph,,0,0,0,
,,,Schley,0,0,0,0,
,,,Seminole,0,0,0,0,
,,,Stephens,0,0,0,0,
,,,Stewart,0,0,0,0,
,,,Sumter,0,0,0,,
,,,Talbot,0,0,0,0,
,,,Taliaferro,0,0,0,0,
,,,Tattnall,0,0,0,0,
,,,Taylor,0,0,0,0,
,,,Telfair,0,0,0,0,
,,,Thomas,0,0,0,0,
,,,Tift,0,0,0,0,
,,,Toombs,0,0,0,0,
,,,Treutlen,0,0,0,0,
,,,Troup,,,0,,
,,,Turner,0,0,0,0,
,,,Union,0,0,0,0,
,,,Upson,0,0,0,0,
,,,Ware,0,0,0,0,
,,,Warren,0,0,0,0,
,,,Washington,0,0,0,0,
,,,Wayne,,,,0,
,,,Webster,0,0,0,0,
,,,Wheeler,0,0,0,,
,,,White,0,0,0,0,
,,,Wilcox,0,0,0,0,
,,,Wilkes,0,0,0,0,
,,,Wilkinson,0,0,0,0,
,,State Police Agencies,Georgia Department of Public Safety,0,0,0,0,
,,Other Agencies,Atlanta Public Schools,0,,,,
,,,Atlanta State Farmers Market,0,0,0,0,
,,,Augusta Board of Education,0,0,0,0,
,,,Bibb County Board of Education,0,0,0,0,
,,,Central State Hospital,,,,0,
,,,Chatham County Board of Education,0,0,0,0,
,,,Cherokee County Board of Education,0,0,0,0,
,,,Cherokee County Marshal,0,0,0,0,
,,,Cobb County Board of Education,0,0,0,0,
,,,Decatur County Schools,0,0,0,0,
,,,DeKalb County School System,0,0,0,,
,,,"Department of Natural Resources, Social Circle",0,,,,
,,,Dougherty County Board of Education,0,0,0,0,
,,,Fayette County Marshal,0,0,0,0,
,,,Fulton County Marshal,0,0,0,0,
,,,Fulton County School System,0,0,0,0,
,,,"Georgia Department of Transportation, Office of Investigations",0,0,0,0,
,,,Georgia Forestry Commission,0,0,0,0,
,,,Georgia Public Safety Training Center,0,0,0,0,
,,,Georgia World Congress,0,0,0,0,
,,,Glynn County School System,0,0,0,0,
,,,Gwinnett County Public Schools,0,0,0,0,
,,,Habersham County Public Schools,0,0,0,0,
,,,Hartsfield-Jackson Atlanta International Airport,0,0,0,0,
,,,Metropolitan Atlanta Rapid Transit Authority,0,0,0,0,
,,,Muscogee City Marshal,0,0,0,0,
,,,"Ports Authority, Savannah",0,0,0,0,
,,,Richmond County Marshal,0,0,0,0,
,,,"State Board of Workers Compensation, Fraud Investigation Division",0,0,0,0,
,,,Stone Mountain Park,0,0,0,0,
,,,Twiggs County Board of Education,0,,,,
,,,Washington County Board of Education,0,0,0,0,
,Idaho,Cities,Aberdeen,0,0,0,0,2016
,,,American Falls,0,0,0,0,4506
,,,Bellevue,0,0,0,0,2312
,,,Blackfoot,0,0,0,0,12031
,,,Bonners Ferry,0,0,0,0,2571
,,,Buhl,0,0,0,0,4168
,,,Caldwell,0,0,0,0,46748
,,,Cascade,0,0,0,0,949
,,,Challis,0,0,0,0,1093
,,,Chubbuck,0,0,0,0,14076
,,,Cottonwood,0,0,0,0,910
,,,Emmett,0,0,0,0,6629
,,,Filer,0,0,0,0,2536
,,,Fruitland,0,0,0,0,4736
,,,Garden City,0,0,0,0,11093
,,,Gooding,0,0,0,0,3606
,,,Grangeville,0,0,0,0,3176
,,,Hagerman,0,0,0,0,882
,,,Heyburn,0,0,0,0,3123
,,,Homedale,0,0,0,0,2662
,,,Idaho Falls,0,0,0,0,57512
,,,Jerome,0,0,0,0,11010
,,,Kamiah,0,0,0,0,1309
,,,Kellogg,0,0,0,0,2143
,,,Ketchum,0,0,0,0,2719
,,,Kimberly,0,0,0,0,3300
,,,Lewiston,0,0,0,0,32247
,,,Meridian,0,0,0,0,75922
,,,Montpelier,0,0,0,0,2626
,,,Moscow,0,0,0,0,24063
,,,Mountain Home,0,0,0,0,14363
,,,Orofino,0,0,0,0,3177
,,,Osburn,0,0,0,0,1572
,,,Parma,0,0,0,0,2005
,,,Payette,0,0,0,0,7515
,,,Pinehurst,0,0,0,0,1637
,,,Pocatello,0,0,0,0,54855
,,,Ponderay,0,0,0,0,1150
,,,Preston,0,0,0,0,5262
,,,Priest River,0,0,0,0,1770
,,,Rigby,0,0,0,0,3989
,,,Rupert,0,0,0,0,5615
,,,Salmon,0,0,0,0,3146
,,,Sandpoint,0,0,0,0,7446
,,,Shelley,0,0,0,0,4458
,,,Soda Springs,0,0,0,0,3092
,,,Spirit Lake,0,0,0,0,1967
,,,St. Anthony,0,0,0,0,3581
,,,St. Maries,0,0,0,0,2429
,,,Sun Valley,0,0,0,0,1422
,,,Weiser,0,0,0,0,5568
,,,Wendell,0,0,0,0,2813
,,,Wilder,0,0,0,0,1550
,,Metropolitan Counties,Ada,0,0,0,0,
,,,Bannock,0,0,0,0,
,,,Boise,0,0,0,0,
,,,Bonneville,0,0,0,0,
,,,Canyon,0,0,0,0,
,,,Franklin,0,0,0,0,
,,,Gem,0,0,0,0,
,,,Jefferson,0,0,0,0,
,,,Nez Perce,0,0,0,0,
,,,Owyhee,0,0,0,0,
,,,Power,0,0,0,0,
,,Nonmetropolitan Counties,Adams,0,0,,,
,,,Bear Lake,0,0,0,0,
,,,Benewah,0,0,0,0,
,,,Bingham,0,0,0,0,
,,,Blaine,0,0,0,0,
,,,Bonner,0,0,0,0,
,,,Boundary,0,0,0,0,
,,,Butte,0,0,0,0,
,,,Camas,0,0,0,0,
,,,Caribou,0,0,0,0,
,,,Cassia,0,0,0,0,
,,,Clark,0,0,0,0,
,,,Clearwater,0,0,0,0,
,,,Custer,0,0,0,0,
,,,Elmore,0,0,0,0,
,,,Fremont,0,0,0,0,
,,,Gooding,0,0,0,0,
,,,Idaho,0,0,0,0,
,,,Jerome,0,0,0,0,
,,,Latah,0,0,0,0,
,,,Lemhi,0,0,0,0,
,,,Lewis,0,0,0,0,
,,,Lincoln,0,0,0,0,
,,,Madison,0,0,0,0,
,,,Minidoka,0,0,0,0,
,,,Oneida,0,0,0,0,
,,,Payette,0,0,0,0,
,,,Twin Falls,0,0,0,0,
,,,Valley,0,0,0,0,
,,,Washington,0,0,0,0,
,,State Police Agencies,Idaho State Police,0,0,0,0,
,Illinois,Cities,Abingdon,0,,,,3329
,,,Albion,0,,,,1994
,,,Alsip,0,0,0,0,19335
,,,Altamont,0,0,0,0,2326
,,,Amboy,0,0,0,0,2508
,,,Anna,0,0,0,0,4455
,,,Antioch,0,0,0,0,14473
,,,Arcola,0,0,0,0,2925
,,,Armington,0,0,0,0,344
,,,Arthur,0,0,0,0,2295
,,,Ashland,0,0,0,0,1337
,,,Ashton,0,0,0,0,975
,,,Atlanta,0,0,0,0,1697
,,,Atwood,0,,,,1228
,,,Aviston,0,0,0,0,1951
,,,Bannockburn,0,0,0,0,1588
,,,Barrington,,,0,,10358
,,,Bartlett,0,0,0,0,41332
,,,Batavia,0,0,0,0,26123
,,,Beardstown,,,,0,6141
,,,Beckemeyer,0,,,,1043
,,,Belgium,0,0,0,0,405
,,,Belvidere,0,0,0,0,25662
,,,Benld,0,0,,,1561
,,,Benton,0,0,0,0,7108
,,,Berkeley,0,0,0,0,5225
,,,Berwyn,0,,,,56828
,,,Bethalto,0,0,0,0,9550
,,,Bethany,0,0,0,0,1356
,,,Blandinsville,0,0,0,0,653
,,,Bloomingdale,0,0,0,0,22084
,,,Blue Mound,,0,,,1161
,,,Bolingbrook,0,0,,,73587
,,,Bourbonnais,0,0,0,0,18687
,,,Bradford,0,0,0,,770
,,,Bradley,0,0,0,0,15943
,,,Braidwood,0,0,0,0,6210
,,,Breese,0,0,0,0,4455
,,,Bridgeview,0,0,0,0,16496
,,,Broadview,0,0,0,,7956
,,,Buda,0,0,0,0,540
,,,Buffalo Grove,0,0,0,0,41621
,,,Buffalo-Mechanicsburg,0,,,,1097
,,,Burbank,0,0,0,0,29012
,,,Burr Ridge,0,0,0,0,10591
,,,Byron,0,0,0,0,3764
,,,Cahokia,0,0,0,0,15287
,,,Calumet Park,0,0,0,0,7859
,,,Cambridge,0,0,0,0,2167
,,,Campton Hills,0,0,0,0,11165
,,,Canton,0,0,0,0,14748
,,,Carlinville,0,0,0,0,5935
,,,Carpentersville,0,0,0,0,37804
,,,Carrollton,0,0,0,0,2491
,,,Carterville,0,0,0,0,5513
,,,Carthage,0,0,0,0,2613
,,,Cary,,,0,0,18326
,,,Casey,0,0,,,2777
,,,Catlin,0,0,0,0,2046
,,,Central City,0,0,0,0,1176
,,,Cerro Gordo,0,,,,1407
,,,Chatham,0,0,0,0,11535
,,,Chebanse,0,0,0,0,1065
,,,Chenoa,0,0,0,0,3226
,,,Cherry Valley,0,0,0,0,3172
,,,Chester,0,0,0,0,8612
,,,Chicago Heights,0,0,,,30367
,,,Chicago Ridge,0,0,0,0,14348
,,,Chillicothe,,,0,0,6115
,,,Chrisman,0,0,0,0,1347
,,,Cicero,0,0,0,0,84144
,,,Clarendon Hills,0,0,0,,8452
,,,Clayton,0,0,,,711
,,,Coal Valley,0,0,0,0,3754
,,,Cobden,0,0,0,0,1160
,,,Colchester,0,0,0,0,1405
,,,Columbia,0,0,0,0,9736
,,,Cortland,0,0,0,0,4283
,,,Country Club Hills,0,0,0,0,16591
,,,Countryside,0,0,0,0,5913
,,,Cowden,0,0,0,0,631
,,,Crete,0,0,0,0,8284
,,,Darien,0,0,0,0,22152
,,,Davis,0,0,0,0,679
,,,Deer Creek-Goodfield,,0,0,0,1569
,,,Deerfield,0,0,0,0,18280
,,,Deer Park,0,0,0,0,3210
,,,Delavan,0,0,0,0,1694
,,,De Pue,0,0,0,0,1844
,,,De Soto,0,0,0,0,1595
,,,Divernon,0,0,0,0,1176
,,,Dixmoor,0,0,0,0,3655
,,,Dixon,0,0,0,0,15780
,,,Dolton,0,0,0,0,23223
,,,Donnellson,0,0,0,0,211
,,,Downers Grove,0,0,0,0,47977
,,,Dunfermline,,0,0,,301
,,,Dupo,0,0,0,0,4150
,,,Du Quoin,0,0,0,0,6127
,,,Dwight,0,,,,4273
,,,East Dubuque,0,0,0,0,1709
,,,East Dundee,0,0,,,2869
,,,East Hazel Crest,0,,,,1548
,,,East Moline,,0,0,0,21366
,,,Easton,0,0,0,0,322
,,,Edinburg,0,0,0,0,1081
,,,Edwardsville,0,0,0,0,24366
,,,Effingham,0,0,0,0,12365
,,,Eldorado,0,0,,,4134
,,,Elizabeth,0,0,0,0,763
,,,Elk Grove Village,0,0,0,0,33227
,,,Erie,0,0,0,0,1607
,,,Essex,0,0,0,0,804
,,,Eureka,0,0,0,0,5311
,,,Evergreen Park,0,0,0,0,19912
,,,Fairfield,0,0,0,0,5170
,,,Fairmont City,0,0,0,0,2643
,,,Fairmount,0,0,0,0,644
,,,Fairview,0,0,,,524
,,,Fairview Heights,0,0,,,17129
,,,Farmington,0,0,0,0,2455
,,,Fisher,,,0,0,1887
,,,Fithian,0,0,0,0,486
,,,Flora,0,0,0,0,5085
,,,Forest Park,0,0,0,0,14210
,,,Fox Lake,0,0,0,0,10611
,,,Fox River Grove,0,0,,,4869
,,,Franklin Grove,0,,,,1024
,,,Franklin Park,0,0,0,0,18388
,,,Fulton,0,0,0,0,3491
,,,Galena,0,0,0,0,3439
,,,Galesburg,0,0,0,0,32292
,,,Geneseo,0,0,0,0,6606
,,,Geneva,0,0,0,0,21560
,,,Genoa,0,0,0,0,5209
,,,Georgetown,0,0,0,0,3484
,,,Germantown,0,0,0,0,1273
,,,Gibson City,0,,,,3417
,,,Gifford,0,0,0,0,978
,,,Gillespie,0,0,0,,3329
,,,Girard,0,0,0,0,2109
,,,Glencoe,0,0,0,0,8749
,,,Glendale Heights,0,0,0,0,34311
,,,Glen Ellyn,0,0,0,0,27533
,,,Glenview,0,0,0,0,44827
,,,Glenwood,0,0,0,0,8996
,,,Godfrey,0,0,0,0,18036
,,,Goreville,0,0,,,1052
,,,Grafton,0,0,0,0,676
,,,Grand Ridge,0,0,,,562
,,,Grand Tower,0,,,,607
,,,Grandview,0,0,0,0,1445
,,,Granite City,0,0,0,0,29939
,,,Grantfork,0,0,0,0,338
,,,Grant Park,,0,0,0,1335
,,,Grayslake,0,0,0,,21020
,,,Grayville,0,0,0,,1671
,,,Greenfield,0,0,0,0,1074
,,,Greenville,0,0,0,0,7021
,,,Gurnee,0,0,0,0,31389
,,,Hanover,0,0,0,0,847
,,,Hanover Park,0,0,0,0,38087
,,,Hardin,0,,,,970
,,,Hartford,0,0,0,0,1433
,,,Harvard,0,0,0,0,9475
,,,Harvel,0,0,0,0,224
,,,Havana,0,,0,,3311
,,,Hawthorn Woods,0,0,0,0,7686
,,,Hazel Crest,0,0,0,,14142
,,,Henning,0,0,0,0,252
,,,Herrin,0,0,0,0,12539
,,,Herscher,0,0,0,0,1596
,,,Hickory Hills,0,0,0,0,14091
,,,Highland,0,0,0,0,9949
,,,Highland Park,0,0,0,0,29853
,,,Hillsboro,0,0,0,0,6226
,,,Hillside,0,0,0,0,8182
,,,Hinckley,0,0,0,0,2076
,,,Hinsdale,0,0,0,0,16867
,,,Hodgkins,0,0,0,0,1903
,,,Holiday Hills,0,0,0,0,612
,,,Homer,0,0,0,0,1197
,,,Hometown,0,,,,4362
,,,Homewood,0,0,0,0,19381
,,,Hopedale,0,0,0,0,868
,,,Indianola,0,0,0,0,277
,,,Inverness,0,0,0,0,7421
,,,Irving,0,0,0,0,496
,,,Irvington,0,0,0,0,661
,,,Itasca,0,0,0,0,8675
,,,Jacksonville,0,0,0,0,19505
,,,Jerome,0,0,0,0,1661
,,,Jerseyville,0,0,0,0,8490
,,,Johnsburg,0,0,0,0,6356
,,,Jonesboro,0,0,0,0,1826
,,,Kenilworth,0,0,0,0,2521
,,,Kewanee,0,0,0,0,12955
,,,Kildeer,0,0,0,0,3980
,,,Kingston,0,0,0,0,1168
,,,Knoxville,0,,0,0,2920
,,,La Grange Park,0,0,0,0,13620
,,,Lake Bluff,0,0,0,0,5739
,,,Lakewood,0,0,0,0,3822
,,,Lake Zurich,0,0,0,0,19690
,,,Lansing,0,0,0,0,28416
,,,La Salle,0,0,0,0,9638
,,,Lawrenceville,0,0,0,0,4361
,,,Lebanon,0,0,0,0,4431
,,,Leland Grove,0,0,0,0,1508
,,,Lemont,0,0,0,0,16048
,,,Lenzburg,0,0,0,0,523
,,,Le Roy,,0,,,3571
,,,Lexington,,,,0,2066
,,,Lincoln,0,0,0,0,14548
,,,Lincolnwood,0,,,,12628
,,,Lindenhurst,0,0,0,0,14506
,,,Litchfield,0,0,,0,6960
,,,Lockport,0,0,0,0,24914
,,,London Mills,0,,,,393
,,,Lovington,0,0,0,0,1133
,,,Macomb,0,0,0,0,19346
,,,Manhattan,0,0,0,0,7072
,,,Maple Park,0,0,0,0,1314
,,,Marengo,0,0,0,0,7671
,,,Marissa,0,0,0,0,1985
,,,Maroa,0,0,0,0,1806
,,,Marquette Heights,0,0,0,0,2833
,,,Martinsville,0,0,0,0,1171
,,,Mascoutah,0,0,0,0,7506
,,,Mason City,0,0,0,0,2350
,,,Matteson,0,0,0,0,19066
,,,Maywood,0,0,0,0,24163
,,,McCullom Lake,0,0,0,0,1052
,,,McHenry,0,0,0,0,27073
,,,McLean,0,0,0,0,832
,,,Melrose Park,0,0,0,0,25487
,,,Mendota,0,0,0,0,7394
,,,Meredosia,0,0,0,0,1047
,,,Merrionette Park,0,0,0,0,1906
,,,Metamora,0,,,0,3647
,,,Metropolis,0,0,0,0,6557
,,,Midlothian,0,0,0,0,14864
,,,Milan,0,0,0,0,5114
,,,Milledgeville,0,0,0,0,1035
,,,Minonk,0,0,0,0,2084
,,,Minooka,0,0,0,0,10957
,,,Momence,0,0,0,0,3320
,,,Monmouth,0,0,0,0,9472
,,,Monticello,0,0,0,0,5565
,,,Morris,0,0,0,0,13677
,,,Morrison,0,0,0,0,4201
,,,Morton,0,0,0,0,16316
,,,Mount Carmel,0,0,0,0,7306
,,,Mount Carroll,0,0,0,0,1722
,,,Mount Morris,0,0,0,,3007
,,,Mount Prospect,0,0,0,0,54330
,,,Mount Pulaski,0,0,0,0,1571
,,,Mount Sterling,0,0,0,0,2031
,,,Mount Zion,0,0,0,0,5851
,,,Moweaqua,0,0,0,0,1837
,,,Mundelein,0,0,0,0,31158
,,,Nashville,0,0,0,0,3268
,,,Nauvoo,0,0,0,0,1152
,,,New Athens,0,,,,2060
,,,New Berlin,0,0,,,1350
,,,Niles,0,0,0,0,29893
,,,Nokomis,0,0,0,0,2263
,,,Norridge,0,0,0,0,14616
,,,North Aurora,0,0,0,0,16810
,,,Northbrook,0,0,0,0,33270
,,,Northfield,0,0,0,0,5436
,,,Northlake,0,0,0,0,12360
,,,North Riverside,0,0,0,0,6692
,,,Norwood,0,0,0,0,479
,,,Oak Brook,0,,,,7907
,,,Oakbrook Terrace,0,0,0,0,2140
,,,Oak Forest,0,0,0,0,28046
,,,Oak Lawn,0,0,0,0,56861
,,,Oak Park,0,,,,52034
,,,Oakwood,0,0,0,0,1600
,,,Oakwood Hills,0,0,0,0,2089
,,,Oblong,0,0,0,0,1470
,,,O'Fallon,0,0,0,0,28366
,,,Ogden,0,,,,812
,,,Oglesby,0,0,,0,3802
,,,Okawville,0,0,0,0,1438
,,,Old Shawneetown,0,0,0,0,194
,,,Olympia Fields,,0,0,0,5003
,,,Orion,0,0,0,0,1867
,,,Orland Park,0,0,0,0,56938
,,,Oswego,0,0,0,0,30446
,,,Ottawa,0,0,0,0,18824
,,,Palatine,0,0,0,0,68763
,,,Palestine,0,0,0,0,1373
,,,Palmyra,0,,0,0,700
,,,Palos Hills,0,0,0,0,17537
,,,Palos Park,0,0,0,0,4862
,,,Pana,0,0,0,0,5865
,,,Paris,0,0,0,0,8864
,,,Park City,0,0,0,0,7593
,,,Park Forest,0,0,0,0,22041
,,,Park Ridge,0,0,0,0,37593
,,,Pawnee,0,0,0,0,2747
,,,Paxton,0,0,0,0,4486
,,,Peoria,0,0,0,0,115353
,,,Peotone,0,0,0,0,4154
,,,Peru,0,0,0,0,10326
,,,Plano,0,0,0,0,10889
,,,Pleasant Hill,0,0,0,0,969
,,,Pleasant Plains,,0,0,0,804
,,,Polo,0,0,0,,2362
,,,Pontiac,0,0,0,0,11967
,,,Pontoon Beach,0,0,,,5854
,,,Posen,0,0,0,0,6005
,,,Potomac,0,0,0,0,752
,,,Prairie du Rocher,0,0,0,0,606
,,,Prairie Grove,0,0,0,0,1910
,,,Quincy,0,0,0,0,40755
,,,Ramsey,0,,,,1040
,,,Rankin,0,0,0,0,563
,,,Rantoul,0,0,0,0,12980
,,,Raymond,0,0,0,0,1009
,,,Red Bud,0,0,0,0,3709
,,,Richmond,0,0,0,0,1880
,,,Richton Park,0,0,0,0,13687
,,,Ridge Farm,0,0,0,0,885
,,,Ridgway,,,,0,872
,,,River Forest,0,0,0,0,11206
,,,River Grove,0,0,0,0,10258
,,,Riverton,0,0,0,0,3465
,,,Riverwoods,0,0,0,0,3671
,,,Robinson,0,0,0,0,7736
,,,Rochester,0,0,0,0,3700
,,,Rockdale,0,0,0,0,1982
,,,Rock Island,0,0,0,0,39135
,,,Rockton,0,0,0,0,7708
,,,Roodhouse,0,0,0,0,1819
,,,Roscoe,0,0,0,0,10817
,,,Rosemont,0,0,0,0,4215
,,,Round Lake,0,0,0,0,18344
,,,Round Lake Heights,0,0,0,0,2684
,,,Round Lake Park,0,0,0,0,7528
,,,Ruma,0,0,0,0,318
,,,Rushville,0,0,0,0,3202
,,,Salem,0,0,0,0,7508
,,,Sandwich,0,0,0,0,7443
,,,Sauget,0,,,,159
,,,Savanna,0,0,0,0,3071
,,,Schaumburg,0,0,0,0,74450
,,,Schiller Park,0,0,0,0,11829
,,,Seneca,0,0,0,0,2378
,,,Sesser,0,,,,1937
,,,Shawneetown,0,0,0,0,1243
,,,Sheridan,0,0,0,0,2143
,,,Sherman,0,0,0,0,4160
,,,Shiloh,0,0,0,0,12689
,,,Shorewood,0,0,0,0,15662
,,,Sidell,0,0,0,0,619
,,,Silvis,0,0,0,0,7502
,,,Smithton,0,0,0,0,3704
,,,Somonauk,0,0,0,0,1899
,,,Sorento,0,0,0,0,499
,,,South Barrington,0,0,0,0,4579
,,,South Beloit,0,0,0,0,7916
,,,South Elgin,0,0,0,0,22051
,,,Southern View,0,0,0,0,1647
,,,South Holland,0,0,0,0,22096
,,,South Jacksonville,0,,,,3341
,,,South Pekin,0,,,,1149
,,,Spring Grove,0,0,0,0,5795
,,,St. Anne,0,0,0,0,1261
,,,St. Charles,0,0,0,0,33073
,,,Steger,0,0,0,0,9599
,,,St. Elmo,0,0,0,0,1430
,,,Sterling,0,0,0,0,15416
,,,Stickney,0,,,,6806
,,,Stockton,0,0,0,0,1868
,,,Stone Park,0,0,0,0,4961
,,,Stonington,0,0,0,0,935
,,,Streator,0,0,0,0,13751
,,,Stronghurst,0,0,0,0,886
,,,Summit,0,0,0,0,11087
,,,Sumner,0,0,0,0,3184
,,,Sycamore,0,0,0,0,17572
,,,Thomasboro,0,0,0,0,1129
,,,Thornton,0,0,0,0,2345
,,,Tilton,0,0,0,0,2732
,,,Tinley Park,0,0,0,0,56874
,,,Tower Lakes,0,0,0,0,1287
,,,Trenton,0,0,0,0,2723
,,,Tuscola,0,0,0,0,4493
,,,Valmeyer,0,0,0,0,1267
,,,Vandalia,0,0,0,0,7063
,,,Vermont,0,0,0,0,669
,,,Vernon Hills,0,0,0,0,25189
,,,Vienna,0,0,0,0,1438
,,,Villa Park,0,0,0,0,21970
,,,Warrensburg,0,0,0,0,1214
,,,Washington Park,0,0,0,0,4209
,,,Watseka,0,0,0,0,5271
,,,Wayne,,0,0,0,2438
,,,Wayne City,0,0,0,0,1035
,,,Westchester,0,0,0,0,16768
,,,West Chicago,0,,,,27168
,,,West Dundee,0,0,0,0,7353
,,,Western Springs,0,0,0,0,13014
,,,Westmont,0,0,0,0,24759
,,,West Salem,0,0,0,0,900
,,,Westville,0,0,0,0,3212
,,,Wheaton,0,0,0,0,53053
,,,Wheeling,0,0,0,0,37761
,,,White Hall,0,0,0,0,2528
,,,Willowbrook,0,0,0,0,8566
,,,Wilmette,0,0,0,0,27169
,,,Winfield,0,0,0,0,9107
,,,Winnebago,0,0,0,0,3110
,,,Winnetka,0,0,0,0,12224
,,,Winthrop Harbor,0,0,0,0,6762
,,,Witt,0,0,0,0,906
,,,Wonder Lake,0,0,0,0,4038
,,,Wood River,0,0,0,0,10689
,,,Woodstock,0,0,0,0,24845
,,,Worth,0,0,0,0,10821
,,,Yorkville,0,0,0,0,16972
,,,Zion,0,0,0,0,24486
,,Universities and Colleges,Chicago State University,0,0,0,0,7354
,,,College of Lake County,0,0,0,,18091
,,,Elgin Community College,0,0,0,0,12214
,,,Illinois State University,0,0,0,0,21134
,,,John A. Logan College,0,0,0,0,7431
,,,Lake Land College,0,0,0,0,8234
,,,Loyola University,0,0,0,0,15951
,,,Moraine Valley Community College,0,0,0,0,17387
,,,Morton College,0,0,0,0,5459
,,,Northern Illinois University,0,0,0,0,23850
,,,Parkland College,0,0,0,0,9715
,,,Southern Illinois University:,,,,,
,,,Carbondale,0,0,0,0,20037
,,,Edwardsville,0,0,0,0,14133
,,,South Suburban College,,,,0,7161
