year,state,agencyType,agencyName,q01,q02,q03,q04,population,lookatMe,
, Nan, Nan,Klein,0,0,0,0, Nan, Nan,
, Nan, Nan,Lyford,0,0,0,0, Nan, Nan,
, Nan, Nan,Mexia,0,0,0,0, Nan, Nan,
, Nan, Nan,Midland,0,0,0,0, Nan, Nan,
, Nan, Nan,Pasadena, Nan,0,0,0, Nan, Nan,
, Nan, Nan,Pflugerville,0,0,0,0, Nan, Nan,
, Nan, Nan,Raymondville,0,0,0,0, Nan, Nan,
, Nan, Nan,Rio Grande City,0,0,0,0, Nan, Nan,
, Nan, Nan,Sealy,0,0,0,0, Nan, Nan,
, Nan, Nan,Socorro,0,0,0,0, Nan, Nan,
, Nan, Nan,Spring,0,0,0, Nan, Nan, Nan,
, Nan, Nan,Spring Branch,0,0,0,0, Nan, Nan,
, Nan, Nan,Taft,0,0,0,0, Nan, Nan,
, Nan, Nan,United,0,0,0,0, Nan, Nan,
, Nan, Nan,Port of Brownsville,0,0,0,0, Nan, Nan,
, Nan, Nan,Port of Houston Authority,0,0,0,0, Nan, Nan,
,Utah,Cities,American Fork/Cedar Hills,0,0,0,0,37544, Nan,
, Nan, Nan,Big Water,0,0,0,0,471, Nan,
, Nan, Nan,Blanding,0,0,0,0,3543, Nan,
, Nan, Nan,Bluffdale,0,0,0,0,8100, Nan,
, Nan, Nan,Brian Head,0,0,0,0,84, Nan,
, Nan, Nan,Cedar City,0,0,0,0,29180, Nan,
, Nan, Nan,Centerfield,0,0,0,0,1373, Nan,
, Nan, Nan,Clearfield,0,0,0,0,30433, Nan,
, Nan, Nan,Clinton,0,0,0,0,20903, Nan,
, Nan, Nan,Cottonwood Heights, Nan, Nan,0,0,34208, Nan,
, Nan, Nan,East Carbon, Nan, Nan,0,0,1269, Nan,
, Nan, Nan,Enoch,0,0,0,0,6049, Nan,
, Nan, Nan,Ephraim,0,0,0,0,6145, Nan,
, Nan, Nan,Fairview,0,0,0,0,1253, Nan,
, Nan, Nan,Fountain Green, Nan,0,0,0,1078, Nan,
, Nan, Nan,Harrisville,0,0,0,0,5870, Nan,
, Nan, Nan,Helper,0,0,0,0,2185, Nan,
, Nan, Nan,Hurricane,0,0,0,0,14558, Nan,
, Nan, Nan,Kamas, Nan, Nan,0,0,1926, Nan,
, Nan, Nan,Kanab,0,0,0,0,4438, Nan,
, Nan, Nan,Kaysville,0,0,0,0,28575, Nan,
, Nan, Nan,La Verkin,0,0,0,0,4174, Nan,
, Nan, Nan,Layton,0,0,0,0,69044, Nan,
, Nan, Nan,Lehi,0,0,0,0,52432, Nan,
, Nan, Nan,Lindon,0,0,0,0,10550, Nan,
, Nan, Nan,Logan,0,0,0,0,49049, Nan,
, Nan, Nan,Lone Peak, Nan,0,0,0,26669, Nan,
, Nan, Nan,Mapleton,0,0,0,0,8583, Nan,
, Nan, Nan,Monticello,0,0,0,0,1980, Nan,
, Nan, Nan,Moroni,0,0,0,0,1430, Nan,
, Nan, Nan,Mount Pleasant, Nan,0,0,0,3282, Nan,
, Nan, Nan,Naples,0,0,0,0,1928, Nan,
, Nan, Nan,Nephi,0,0,0,0,5452, Nan,
, Nan, Nan,North Ogden,0,0,0,0,17915, Nan,
, Nan, Nan,North Park, Nan,0,0, Nan,13042, Nan,
, Nan, Nan,Ogden,0,0,0,0,84045, Nan,
, Nan, Nan,Orem,0,0,0,0,91438, Nan,
, Nan, Nan,Park City,0,0,0,0,7957, Nan,
, Nan, Nan,Parowan,0, Nan,0,0,2837, Nan,
, Nan, Nan,Payson,0, Nan,0,0,19120, Nan,
, Nan, Nan,Perry,0,0,0,0,4471, Nan,
, Nan, Nan,Pleasant View,0,0,0,0,8446, Nan,
, Nan, Nan,Richfield,0, Nan,0,0,7509, Nan,
, Nan, Nan,Riverdale,0,0,0,0,8595, Nan,
, Nan, Nan,Salem,0,0,0,0,6867, Nan,
, Nan, Nan,Salina,0,0,0,0,2492, Nan,
, Nan, Nan,Sandy,0,0,0,0,89943, Nan,
, Nan, Nan,Santa Clara/Ivins,0,0,0,0,13680, Nan,
, Nan, Nan,Santaquin/Genola,0,0,0,0,11224, Nan,
, Nan, Nan,Saratoga Springs,0,0,0,0,22301, Nan,
, Nan, Nan,Smithfield, Nan, Nan,0,0,10140, Nan,
, Nan, Nan,South Ogden,0,0,0,0,16792, Nan,
, Nan, Nan,Spanish Fork,0,0,0,0,36690, Nan,
, Nan, Nan,Springdale,0,0,0,0,552, Nan,
, Nan, Nan,Springville, Nan,0,0,0,30940, Nan,
, Nan, Nan,Stockton,0,0,0,0,614, Nan,
, Nan, Nan,Sunset,0,0,0,0,5137, Nan,
, Nan, Nan,Syracuse,0,0,0,0,25337, Nan,
, Nan, Nan,Tremonton,0,0,0,0,7824, Nan,
, Nan, Nan,Vernal,0,0,0,0,10099, Nan,
, Nan, Nan,Washington,0,0,0,0,21616, Nan,
, Nan, Nan,West Bountiful,0,0,0,0,5345, Nan,
, Nan, Nan,West Jordan,0,0,0,0,109831, Nan,
, Nan, Nan,Willard,0,0,0,0,1737, Nan,
, Nan,Universities and Colleges,Brigham Young University,0,0,0,0,34409, Nan,
, Nan, Nan,Snow College,0,0,0,0,4599, Nan,
, Nan, Nan,Southern Utah University,0,0,0,0,8297, Nan,
, Nan, Nan,"Utah State University, Eastern3",0,0,0,0, Nan, Nan,
, Nan, Nan,Utah Valley University,0,0,0,0,31562, Nan,
, Nan, Nan,Weber State University,0, Nan,0,0,26532, Nan,
, Nan,Metropolitan Counties,Box Elder,0,0,0,0, Nan, Nan,
, Nan, Nan,Cache,0,0,0,0, Nan, Nan,
, Nan, Nan,Davis,0,0,0,0, Nan, Nan,
, Nan, Nan,Juab,0,0,0,0, Nan, Nan,
, Nan, Nan,Morgan,0,0,0,0, Nan, Nan,
, Nan, Nan,Weber,0,0,0,0, Nan, Nan,
, Nan,Nonmetropolitan Counties,Beaver,0,0,0,0, Nan, Nan,
, Nan, Nan,Daggett,0,0,0,0, Nan, Nan,
, Nan, Nan,Duchesne,0,0,0,0, Nan, Nan,
, Nan, Nan,Grand,0, Nan,0,0, Nan, Nan,
, Nan, Nan,Iron,0, Nan,0,0, Nan, Nan,
, Nan, Nan,Kane,0,0,0,0, Nan, Nan,
, Nan, Nan,Millard,0,0,0,0, Nan, Nan,
, Nan, Nan,Piute,0,0,0,0, Nan, Nan,
, Nan, Nan,Rich,0,0,0, Nan, Nan, Nan,
, Nan, Nan,San Juan,0,0,0,0, Nan, Nan,
, Nan, Nan,Sanpete,0,0,0,0, Nan, Nan,
, Nan, Nan,Sevier,0,0,0,0, Nan, Nan,
, Nan, Nan,Wasatch,0,0,0,0, Nan, Nan,
, Nan, Nan,Wayne,0,0,0,0, Nan, Nan,
, Nan,Other Agencies,Cache-Rich Drug Task Force,0,0,0,0, Nan, Nan,
, Nan, Nan,Davis Metropolitan Narcotics Strike Force,0,0,0,0, Nan, Nan,
, Nan, Nan,Granite School District,0,0,0,0, Nan, Nan,
, Nan, Nan,"Utah County Attorney, Investigations Division",0,0,0,0, Nan, Nan,
, Nan, Nan,Utah County Major Crime Task Force,0,0,0,0, Nan, Nan,
, Nan, Nan,Wildlife Resources,0,0,0,0, Nan, Nan,
,Vermont,Cities,Barre,0,0,0,0,8938, Nan,
, Nan, Nan,Barre Town,0,0,0,0,7932, Nan,
, Nan, Nan,Bellows Falls,0,0,0,0,3076, Nan,
, Nan, Nan,Berlin,0,0,0,0,2867, Nan,
, Nan, Nan,Bradford,0,0,0,0,2777, Nan,
, Nan, Nan,Brandon,0,0,0,0,3905, Nan,
, Nan, Nan,Brattleboro,0,0,0,0,11784, Nan,
, Nan, Nan,Brighton,0,0,0,0,1199, Nan,
, Nan, Nan,Bristol,0,0,0,0,3871, Nan,
, Nan, Nan,Canaan,0,0,0,0,949, Nan,
, Nan, Nan,Chester,0,0,0,0,3104, Nan,
, Nan, Nan,Dover,0,0,0,0,1110, Nan,
, Nan, Nan,Essex,0,0,0,0,20199, Nan,
, Nan, Nan,Fair Haven,0,0,0,0,2681, Nan,
, Nan, Nan,Hardwick,0,0,0,0,2957, Nan,
, Nan, Nan,Hartford,0,0,0,0,9804, Nan,
, Nan, Nan,Hinesburg,0,0,0,0,4475, Nan,
, Nan, Nan,Ludlow,0,0,0,0,1940, Nan,
, Nan, Nan,Lyndonville,0,0,0,0,1203, Nan,
, Nan, Nan,Manchester,0,0,0,0,4323, Nan,
, Nan, Nan,Middlebury,0,0,0,0,8473, Nan,
, Nan, Nan,Milton,0,0,0,0,10577, Nan,
, Nan, Nan,Montpelier,0,0,0,0,7764, Nan,
, Nan, Nan,Newport,0,0,0,0,4513, Nan,
, Nan, Nan,Northfield,0,0,0,0,6175, Nan,
, Nan, Nan,Norwich,0,0,0,0,3387, Nan,
, Nan, Nan,Randolph,0,0,0,0,4757, Nan,
, Nan, Nan,Richmond,0,0,0,0,4094, Nan,
, Nan, Nan,Royalton, Nan, Nan,0,0,2767, Nan,
, Nan, Nan,Rutland,0,0,0,0,16137, Nan,
, Nan, Nan,Rutland Town,0,0,0,0,4034, Nan,
, Nan, Nan,Shelburne,0,0,0,0,7551, Nan,
, Nan, Nan,St. Johnsbury,0,0,0,0,7590, Nan,
, Nan, Nan,Stowe,0,0,0,0,4413, Nan,
, Nan, Nan,Swanton,0,0,0,0,6440, Nan,
, Nan, Nan,Thetford,0,0,0, Nan,2603, Nan,
, Nan, Nan,Vergennes,0,0,0,0,2580, Nan,
, Nan, Nan,Vernon,0,0,0,0,2187, Nan,
, Nan, Nan,Waterbury,0,0,0,0,5112, Nan,
, Nan, Nan,Weathersfield,0,0,0,0,2806, Nan,
, Nan, Nan,Williston,0,0,0,0,9042, Nan,
, Nan, Nan,Wilmington,0,0,0,0,1846, Nan,
, Nan, Nan,Windsor,0,0,0,0,3483, Nan,
, Nan, Nan,Winhall,0,0,0,0,760, Nan,
, Nan, Nan,Winooski,0,0,0,0,7229, Nan,
, Nan, Nan,Woodstock,0,0,0,0,3003, Nan,
, Nan,Metropolitan Counties,Chittenden,0,0,0,0, Nan, Nan,
, Nan, Nan,Franklin,0,0,0,0, Nan, Nan,
, Nan, Nan,Grand Isle,0,0,0,0, Nan, Nan,
, Nan,Nonmetropolitan Counties,Addison,0,0,0,0, Nan, Nan,
, Nan, Nan,Bennington,0,0,0,0, Nan, Nan,
, Nan, Nan,Caledonia,0,0,0,0, Nan, Nan,
, Nan, Nan,Essex,0,0,0,0, Nan, Nan,
, Nan, Nan,Lamoille,0,0,0,0, Nan, Nan,
, Nan, Nan,Orange,0,0,0,0, Nan, Nan,
, Nan, Nan,Orleans,0,0,0,0, Nan, Nan,
, Nan, Nan,Rutland,0,0,0,0, Nan, Nan,
, Nan, Nan,Washington,0,0,0,0, Nan, Nan,
, Nan, Nan,Windham,0,0,0,0, Nan, Nan,
, Nan, Nan,Windsor,0,0,0,0, Nan, Nan,
, Nan,State Police Agencies,State Police:, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Bradford,0,0,0,0, Nan, Nan,
, Nan, Nan,Brattleboro,0,0,0,0, Nan, Nan,
, Nan, Nan,Derby,0,0,0,0, Nan, Nan,
, Nan, Nan,Middlesex,0,0,0,0, Nan, Nan,
, Nan, Nan,New Haven,0,0,0,0, Nan, Nan,
, Nan, Nan,Rockingham,0,0,0,0, Nan, Nan,
, Nan, Nan,Royalton,0,0,0,0, Nan, Nan,
, Nan, Nan,Rutland,0,0,0,0, Nan, Nan,
, Nan, Nan,Shaftsbury,0,0,0,0, Nan, Nan,
, Nan, Nan,St. Johnsbury,0,0,0,0, Nan, Nan,
, Nan, Nan,Williston,0,0,0,0, Nan, Nan,
, Nan, Nan,Vermont State Police,0,0,0,0, Nan, Nan,
, Nan, Nan,"Vermont State Police Headquarters, Bureau of Criminal Investigations",0,0,0,0, Nan, Nan,
, Nan,Other Agencies,Attorney General,0,0,0,0, Nan, Nan,
, Nan, Nan,"Department of Liquor Control, Division of Enforcement and Licensing",0,0,0,0, Nan, Nan,
, Nan, Nan,Department of Motor Vehicles,0,0,0,0, Nan, Nan,
, Nan, Nan,"Fish and Wildlife Department, Law Enforcement Division",0,0,0,0, Nan, Nan,
, Nan, Nan,Secretary of State Investigations Unit,0,0,0,0, Nan, Nan,
,Virginia,Cities,Abingdon,0,0,0,0,8186, Nan,
, Nan, Nan,Alexandria,0,0,0,0,148519, Nan,
, Nan, Nan,Altavista,0,0,0,0,3486, Nan,
, Nan, Nan,Amherst,0,0,0,0,2223, Nan,
, Nan, Nan,Appalachia,0,0,0,0,1728, Nan,
, Nan, Nan,Ashland,0,0,0,0,7310, Nan,
, Nan, Nan,Berryville,0,0,0,0,4290, Nan,
, Nan, Nan,Big Stone Gap,0,0,0,0,5568, Nan,
, Nan, Nan,Blacksburg,0,0,0,0,42603, Nan,
, Nan, Nan,Blackstone,0,0,0,0,3574, Nan,
, Nan, Nan,Bloxom,0,0,0,0,390, Nan,
, Nan, Nan,Bluefield,0,0, Nan, Nan,5339, Nan,
, Nan, Nan,Bowling Green,0,0,0,0,1130, Nan,
, Nan, Nan,Boykins,0,0,0,0,554, Nan,
, Nan, Nan,Bridgewater,0,0,0,0,5817, Nan,
, Nan, Nan,Broadway,0,0,0,0,3766, Nan,
, Nan, Nan,Brookneal,0,0,0,0,1121, Nan,
, Nan, Nan,Buena Vista,0,0,0,0,6747, Nan,
, Nan, Nan,Burkeville,0,0,0,0,424, Nan,
, Nan, Nan,Cape Charles,0,0,0,0,996, Nan,
, Nan, Nan,Cedar Bluff,0,0, Nan, Nan,1106, Nan,
, Nan, Nan,Chase City,0,0,0,0,2328, Nan,
, Nan, Nan,Chatham,0,0,0,0,1494, Nan,
, Nan, Nan,Chilhowie,0,0,0,0,1750, Nan,
, Nan, Nan,Chincoteague,0,0,0,0,2949, Nan,
, Nan, Nan,Clarksville,0,0,0,0,1129, Nan,
, Nan, Nan,Clifton Forge,0,0,0,0,3876, Nan,
, Nan, Nan,Clintwood,0,0,0,0,1374, Nan,
, Nan, Nan,Coeburn,0,0,0,0,2117, Nan,
, Nan, Nan,Colonial Beach,0,0,0,0,3554, Nan,
, Nan, Nan,Colonial Heights,0,0,0,0,17553, Nan,
, Nan, Nan,Covington,0,0,0,0,5725, Nan,
, Nan, Nan,Crewe,0,0,0,0,2295, Nan,
, Nan, Nan,Culpeper,0,0,0,0,16703, Nan,
, Nan, Nan,Damascus,0,0,0,0,815, Nan,
, Nan, Nan,Dayton,0,0,0,0,1558, Nan,
, Nan, Nan,Dublin,0,0,0,0,2512, Nan,
, Nan, Nan,Dumfries,0,0,0,0,5194, Nan,
, Nan, Nan,Edinburg,0,0,0,0,1058, Nan,
, Nan, Nan,Elkton,0,0,0,0,2776, Nan,
, Nan, Nan,Emporia,0,0,0,0,5693, Nan,
, Nan, Nan,Exmore,0,0,0,0,1446, Nan,
, Nan, Nan,Fairfax City,0,0,0,0,23801, Nan,
, Nan, Nan,Falls Church,0,0,0,0,13517, Nan,
, Nan, Nan,Franklin,0,0,0,0,8520, Nan,
, Nan, Nan,Fredericksburg,0,0,0,0,28411, Nan,
, Nan, Nan,Front Royal,0,0,0,0,14730, Nan,
, Nan, Nan,Gate City,0,0,0,0,1996, Nan,
, Nan, Nan,Glasgow,0,0,0,0,1138, Nan,
, Nan, Nan,Glen Lyn,0,0,0,0,112, Nan,
, Nan, Nan,Gordonsville,0,0,0,0,1539, Nan,
, Nan, Nan,Gretna,0,0,0,0,1245, Nan,
, Nan, Nan,Grottoes,0,0,0,0,2723, Nan,
, Nan, Nan,Grundy,0,0,0,0,1008, Nan,
, Nan, Nan,Halifax,0,0,0,0,1301, Nan,
, Nan, Nan,Haymarket,0,0,0,0,1949, Nan,
, Nan, Nan,Haysi,0,0,0,0,490, Nan,
, Nan, Nan,Herndon,0,0,0,0,24561, Nan,
, Nan, Nan,Hillsville,0,0,0,0,2702, Nan,
, Nan, Nan,Honaker,0,0,0,0,1416, Nan,
, Nan, Nan,Hurt,0,0,0,0,1281, Nan,
, Nan, Nan,Independence,0,0,0,0,924, Nan,
, Nan, Nan,Jonesville,0,0,0,0,1030, Nan,
, Nan, Nan,Kenbridge,0,0,0,0,1231, Nan,
, Nan, Nan,Kilmarnock,0,0,0,0,1464, Nan,
, Nan, Nan,La Crosse,0,0,0,0,600, Nan,
, Nan, Nan,Lawrenceville,0,0,0,0,1259, Nan,
, Nan, Nan,Lebanon,0,0,0,0,3384, Nan,
, Nan, Nan,Leesburg,0,0,0,0,46951, Nan,
, Nan, Nan,Lexington,0,0,0,0,6995, Nan,
, Nan, Nan,Louisa,0,0,0,0,1571, Nan,
, Nan, Nan,Luray,0,0,0,0,4862, Nan,
, Nan, Nan,Lynchburg,0,0,0,0,77757, Nan,
, Nan, Nan,Marion,0,0,0,0,5838, Nan,
, Nan, Nan,Martinsville,0,0,0,0,13771, Nan,
, Nan, Nan,Middleburg,0,0,0,0,739, Nan,
, Nan, Nan,Middletown,0,0,0,0,1307, Nan,
, Nan, Nan,Mount Jackson,0,0,0,0,2024, Nan,
, Nan, Nan,Narrows,0,0,0,0,1976, Nan,
, Nan, Nan,New Market,0,0,0,0,2185, Nan,
, Nan, Nan,Norton,0,0,0,0,4108, Nan,
, Nan, Nan,Occoquan,0,0,0,0,987, Nan,
, Nan, Nan,Onancock,0,0,0,0,1263, Nan,
, Nan, Nan,Onley,0,0,0,0,519, Nan,
, Nan, Nan,Orange,0,0,0,0,4841, Nan,
, Nan, Nan,Parksley,0,0,0,0,848, Nan,
, Nan, Nan,Pearisburg,0,0,0,0,2699, Nan,
, Nan, Nan,Pembroke,0,0,0,0,1097, Nan,
, Nan, Nan,Pennington Gap,0,0,0,0,1864, Nan,
, Nan, Nan,Petersburg,0,0,0,0,31847, Nan,
, Nan, Nan,Pocahontas,0,0,0,0,390, Nan,
, Nan, Nan,Pound,0,0,0,0,1026, Nan,
, Nan, Nan,Pulaski,0,0,0,0,8978, Nan,
, Nan, Nan,Purcellville,0,0,0,0,8474, Nan,
, Nan, Nan,Quantico,0,0,0,0,523, Nan,
, Nan, Nan,Rich Creek,0,0,0,0,755, Nan,
, Nan, Nan,Richlands,0,0,0,0,5652, Nan,
, Nan, Nan,Rocky Mount,0,0,0,0,4827, Nan,
, Nan, Nan,Rural Retreat,0,0,0,0,1487, Nan,
, Nan, Nan,Salem,0,0,0,0,25066, Nan,
, Nan, Nan,Saltville,0,0,0,0,2043, Nan,
, Nan, Nan,Shenandoah,0,0,0,0,2350, Nan,
, Nan, Nan,Smithfield,0,0,0,0,8141, Nan,
, Nan, Nan,South Boston,0,0,0,0,8048, Nan,
, Nan, Nan,South Hill,0,0,0,0,4592, Nan,
, Nan, Nan,Stanley,0,0,0,0,1672, Nan,
, Nan, Nan,Staunton,0,0,0,0,24007, Nan,
, Nan, Nan,Stephens City,0,0,0,0,1888, Nan,
, Nan, Nan,St. Paul,0,0,0,0,960, Nan,
, Nan, Nan,Strasburg,0,0,0,0,6516, Nan,
, Nan, Nan,Tappahannock,0,0,0,0,2398, Nan,
, Nan, Nan,Tazewell,0,0,0,0,4507, Nan,
, Nan, Nan,Timberville,0,0,0,0,2569, Nan,
, Nan, Nan,Victoria,0,0,0,0,1687, Nan,
, Nan, Nan,Vienna,0,0,0,0,16335, Nan,
, Nan, Nan,Vinton,0,0,0,0,8104, Nan,
, Nan, Nan,Warrenton,0,0,0,0,9860, Nan,
, Nan, Nan,Warsaw,0,0,0,0,1493, Nan,
, Nan, Nan,Waverly,0,0,0,0,2114, Nan,
, Nan, Nan,Waynesboro,0,0,0,0,21175, Nan,
, Nan, Nan,Weber City,0,0,0,0,1285, Nan,
, Nan, Nan,White Stone,0,0,0,0,346, Nan,
, Nan, Nan,Williamsburg,0,0,0,0,15565, Nan,
, Nan, Nan,Winchester,0,0,0,0,27163, Nan,
, Nan, Nan,Windsor,0,0,0,0,2631, Nan,
, Nan, Nan,Wise,0,0,0,0,3251, Nan,
, Nan, Nan,Wytheville,0,0,0,0,8194, Nan,
, Nan,Universities and Colleges,College of William and Mary,0,0,0,0,8258, Nan,
, Nan, Nan,Eastern Virginia Medical School,0,0,0,0,993, Nan,
, Nan, Nan,Emory and Henry College,0,0,0,0,945, Nan,
, Nan, Nan,Ferrum College,0,0,0,0,1510, Nan,
, Nan, Nan,Hampton University,0,0,0,0,4765, Nan,
, Nan, Nan,J. Sargeant Reynolds Community College,0,0,0,0,12846, Nan,
, Nan, Nan,Longwood University,0,0,0,0,4834, Nan,
, Nan, Nan,Lord Fairfax Community College,0,0,0,0,7288, Nan,
, Nan, Nan,Norfolk State University,0,0,0,0,7100, Nan,
, Nan, Nan,Northern Virginia Community College,0,0,0,0,51864, Nan,
, Nan, Nan,Old Dominion University,0,0,0,0,24670, Nan,
, Nan, Nan,Radford University,0,0,0,0,9573, Nan,
, Nan, Nan,Richard Bland College,0,0,0,0,1532, Nan,
, Nan, Nan,Thomas Nelson Community College,0, Nan, Nan, Nan,10942, Nan,
, Nan, Nan,University of Mary Washington,0,0,0,0,5093, Nan,
, Nan, Nan,University of Virginia,0,0,0,0,23907, Nan,
, Nan, Nan,University of Virginia's College at Wise,0,0,0,0,2420, Nan,
, Nan, Nan,Virginia Polytechnic Institute and State University,0,0,0,0,31087, Nan,
, Nan, Nan,Virginia State University,0,0,0,0,6208, Nan,
, Nan, Nan,Virginia Western Community College,0,0,0,0,8440, Nan,
, Nan,Metropolitan Counties,Amelia,0,0,0,0, Nan, Nan,
, Nan, Nan,Augusta,0,0,0,0, Nan, Nan,
, Nan, Nan,Bedford,0,0,0,0, Nan, Nan,
, Nan, Nan,Botetourt,0,0,0,0, Nan, Nan,
, Nan, Nan,Buckingham,0,0,0,0, Nan, Nan,
, Nan, Nan,Campbell,0,0,0,0, Nan, Nan,
, Nan, Nan,Caroline,0,0,0,0, Nan, Nan,
, Nan, Nan,Charles City,0,0,0,0, Nan, Nan,
, Nan, Nan,Craig,0,0,0,0, Nan, Nan,
, Nan, Nan,Culpeper,0,0,0,0, Nan, Nan,
, Nan, Nan,Dinwiddie,0,0,0,0, Nan, Nan,
, Nan, Nan,Fauquier,0,0,0,0, Nan, Nan,
, Nan, Nan,Floyd,0,0,0,0, Nan, Nan,
, Nan, Nan,Franklin,0,0,0,0, Nan, Nan,
, Nan, Nan,Frederick,0,0,0,0, Nan, Nan,
, Nan, Nan,Giles,0,0,0,0, Nan, Nan,
, Nan, Nan,Goochland,0,0,0,0, Nan, Nan,
, Nan, Nan,Greene,0,0,0,0, Nan, Nan,
, Nan, Nan,Hanover,0,0,0,0, Nan, Nan,
, Nan, Nan,Isle of Wight,0,0,0,0, Nan, Nan,
, Nan, Nan,King William,0,0,0,0, Nan, Nan,
, Nan, Nan,Mathews,0,0,0,0, Nan, Nan,
, Nan, Nan,Montgomery,0,0,0,0, Nan, Nan,
, Nan, Nan,Nelson,0,0,0,0, Nan, Nan,
, Nan, Nan,New Kent,0,0,0,0, Nan, Nan,
, Nan, Nan,Prince William County Police Department,0,0,0,0, Nan, Nan,
, Nan, Nan,Pulaski,0,0,0,0, Nan, Nan,
, Nan, Nan,Rappahannock,0,0,0,0, Nan, Nan,
, Nan, Nan,Roanoke County Police Department,0,0,0,0, Nan, Nan,
, Nan, Nan,Scott,0,0,0,0, Nan, Nan,
, Nan, Nan,Stafford,0,0,0,0, Nan, Nan,
, Nan, Nan,Sussex,0,0,0,0, Nan, Nan,
, Nan, Nan,Warren,0,0,0,0, Nan, Nan,
, Nan, Nan,Washington,0,0,0,0, Nan, Nan,
, Nan,Nonmetropolitan Counties,Accomack,0,0,0,0, Nan, Nan,
, Nan, Nan,Alleghany,0,0,0,0, Nan, Nan,
, Nan, Nan,Bath,0,0,0,0, Nan, Nan,
, Nan, Nan,Bland,0,0,0,0, Nan, Nan,
, Nan, Nan,Brunswick,0,0,0,0, Nan, Nan,
, Nan, Nan,Buchanan,0,0,0,0, Nan, Nan,
, Nan, Nan,Charlotte,0,0,0,0, Nan, Nan,
, Nan, Nan,Dickenson,0,0,0,0, Nan, Nan,
, Nan, Nan,Essex,0,0,0,0, Nan, Nan,
, Nan, Nan,Grayson,0,0,0,0, Nan, Nan,
, Nan, Nan,Greensville,0,0,0,0, Nan, Nan,
, Nan, Nan,Halifax,0,0,0,0, Nan, Nan,
, Nan, Nan,Henry,0,0,0,0, Nan, Nan,
, Nan, Nan,Highland,0,0,0,0, Nan, Nan,
, Nan, Nan,King and Queen,0,0,0,0, Nan, Nan,
, Nan, Nan,Lancaster,0,0,0,0, Nan, Nan,
, Nan, Nan,Lee,0,0,0,0, Nan, Nan,
, Nan, Nan,Lunenburg,0,0,0,0, Nan, Nan,
, Nan, Nan,Madison,0,0,0,0, Nan, Nan,
, Nan, Nan,Mecklenburg,0,0,0,0, Nan, Nan,
, Nan, Nan,Middlesex,0,0,0,0, Nan, Nan,
, Nan, Nan,Northampton,0,0,0,0, Nan, Nan,
, Nan, Nan,Northumberland,0,0,0,0, Nan, Nan,
, Nan, Nan,Nottoway,0,0,0,0, Nan, Nan,
, Nan, Nan,Page,0,0,0,0, Nan, Nan,
, Nan, Nan,Patrick,0,0,0,0, Nan, Nan,
, Nan, Nan,Pittsylvania,0,0,0,0, Nan, Nan,
, Nan, Nan,Prince Edward,0,0,0,0, Nan, Nan,
, Nan, Nan,Richmond,0,0,0,0, Nan, Nan,
, Nan, Nan,Rockbridge,0,0,0,0, Nan, Nan,
, Nan, Nan,Russell,0,0,0,0, Nan, Nan,
, Nan, Nan,Shenandoah,0,0,0,0, Nan, Nan,
, Nan, Nan,Smyth,0,0,0,0, Nan, Nan,
, Nan, Nan,Southampton,0,0,0,0, Nan, Nan,
, Nan, Nan,Surry,0,0,0,0, Nan, Nan,
, Nan, Nan,Tazewell,0,0,0,0, Nan, Nan,
, Nan, Nan,Wise,0,0,0,0, Nan, Nan,
, Nan, Nan,Wythe,0,0,0,0, Nan, Nan,
, Nan,State Police Agencies,State Police:, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Accomack County,0,0,0,0, Nan, Nan,
, Nan, Nan,Albemarle County,0,0,0,0, Nan, Nan,
, Nan, Nan,Alexandria,0,0,0,0, Nan, Nan,
, Nan, Nan,Alleghany County,0,0,0,0, Nan, Nan,
, Nan, Nan,Amelia County,0,0,0,0, Nan, Nan,
, Nan, Nan,Amherst County,0,0,0,0, Nan, Nan,
, Nan, Nan,Appomattox County,0,0,0,0, Nan, Nan,
, Nan, Nan,Arlington County,0,0,0,0, Nan, Nan,
, Nan, Nan,Augusta County,0,0,0,0, Nan, Nan,
, Nan, Nan,Bath County,0,0,0,0, Nan, Nan,
, Nan, Nan,Bedford,0, Nan,0, Nan, Nan, Nan,
, Nan, Nan,Bedford County,0,0,0,0, Nan, Nan,
, Nan, Nan,Bland County,0,0,0,0, Nan, Nan,
, Nan, Nan,Botetourt County,0,0,0,0, Nan, Nan,
, Nan, Nan,Bristol,0,0,0,0, Nan, Nan,
, Nan, Nan,Brunswick County,0,0,0,0, Nan, Nan,
, Nan, Nan,Buckingham County,0,0,0,0, Nan, Nan,
, Nan, Nan,Buena Vista,0, Nan,0,0, Nan, Nan,
, Nan, Nan,Campbell County,0,0,0,0, Nan, Nan,
, Nan, Nan,Caroline County,0,0,0,0, Nan, Nan,
, Nan, Nan,Carroll County,0,0,0,0, Nan, Nan,
, Nan, Nan,Charles City County,0,0, Nan,0, Nan, Nan,
, Nan, Nan,Charlotte County,0,0,0,0, Nan, Nan,
, Nan, Nan,Charlottesville,0,0,0,0, Nan, Nan,
, Nan, Nan,Chesapeake,0,0,0,0, Nan, Nan,
, Nan, Nan,Chesterfield County,0,0,0,0, Nan, Nan,
, Nan, Nan,Clarke County,0,0,0,0, Nan, Nan,
