Year,State,Agency type,Agency name,"1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population2
, Nan, Nan,Lebanon County,0,0,0,0,
, Nan, Nan,Luzerne County,0,0,0,0,
, Nan, Nan,Lycoming County,0,0,0,0,
, Nan, Nan,McKean County,0,0,0,0,
, Nan, Nan,Mercer County,0,0,0,0,
, Nan, Nan,Mifflin County,0,0,0,0,
, Nan, Nan,Monroe County,0,0,0,0,
, Nan, Nan,Montour County,0,0,0,0,
, Nan, Nan,Northampton County,0,0,0,0,
, Nan, Nan,Northumberland County,0,0,0,0,
, Nan, Nan,Perry County,0,0,0,0,
, Nan, Nan,Philadelphia County,0,0,0,0,
, Nan, Nan,Pike County,0,0,0,0,
, Nan, Nan,Potter County,0,0,0,0,
, Nan, Nan,Schuylkill County,0,0,0,0,
, Nan, Nan,Skippack,0,0,0,0,
, Nan, Nan,Snyder County,0,0,0,0,
, Nan, Nan,Somerset County,0,0,0,0,
, Nan, Nan,Sullivan County,0,0,0,0,
, Nan, Nan,Susquehanna County,0,0,0,0,
, Nan, Nan,Tioga County,0,0,0,0,
, Nan, Nan,Tionesta,0,0,0,0,
, Nan, Nan,Union County,0,0,0,0,
, Nan, Nan,Venango County,0,0,0,0,
, Nan, Nan,Warren County,0,0,0,0,
, Nan, Nan,Washington County,0,0,0,0,
, Nan, Nan,Westmoreland County,0,0,0,0,
, Nan, Nan,Wyoming County,0,0,0,0,
, Nan, Nan,York County,0,0,0,0,
, Nan, Nan,"State Police, Bureau of Criminal Investigation:", Nan, Nan, Nan, Nan,
, Nan, Nan,Adams County,0,0,0,0,
, Nan, Nan,Allegheny County,0,0,0,0,
, Nan, Nan,Armstrong County,0,0,0,0,
, Nan, Nan,Beaver County,0,0,0,0,
, Nan, Nan,Bedford County,0,0,0,0,
, Nan, Nan,Berks County,0,0,0,0,
, Nan, Nan,Blair County,0,0,0,0,
, Nan, Nan,Bradford County,0,0,0,0,
, Nan, Nan,Bucks County,0,0,0,0,
, Nan, Nan,Butler County,0,0,0,0,
, Nan, Nan,Cambria County,0,0,0,0,
, Nan, Nan,Cameron County,0,0,0,0,
, Nan, Nan,Carbon County,0,0,0,0,
, Nan, Nan,Centre County,0,0,0,0,
, Nan, Nan,Chester County,0,0,0,0,
, Nan, Nan,Clarion County,0,0,0,0,
, Nan, Nan,Clearfield County,0,0,0,0,
, Nan, Nan,Clinton County,0,0,0,0,
, Nan, Nan,Columbia County,0,0,0,0,
, Nan, Nan,Crawford County,0,0,0,0,
, Nan, Nan,Cumberland County,0,0,0,0,
, Nan, Nan,Dauphin County,0,0,0,0,
, Nan, Nan,Delaware County,0,0,0,0,
, Nan, Nan,Elk County,0,0,0,0,
, Nan, Nan,Erie County,0,0,0,0,
, Nan, Nan,Fayette County,0,0,0,0,
, Nan, Nan,Forest County,0,0,0,0,
, Nan, Nan,Franklin County,0,0,0,0,
, Nan, Nan,Fulton County,0,0,0,0,
, Nan, Nan,Greene County,0,0,0,0,
, Nan, Nan,Huntingdon County,0,0,0,0,
, Nan, Nan,Indiana County,0,0,0,0,
, Nan, Nan,Jefferson County,0,0,0,0,
, Nan, Nan,Juniata County,0,0,0,0,
, Nan, Nan,Lackawanna County,0,0,0,0,
, Nan, Nan,Lancaster County,0,0,0,0,
, Nan, Nan,Lawrence County,0,0,0,0,
, Nan, Nan,Lebanon County,0,0,0,0,
, Nan, Nan,Lehigh County,0,0,0,0,
, Nan, Nan,Luzerne County,0,0,0,0,
, Nan, Nan,Lycoming County,0,0,0,0,
, Nan, Nan,McKean County,0,0,0,0,
, Nan, Nan,Mercer County,0,0,0,0,
, Nan, Nan,Mifflin County,0,0,0,0,
, Nan, Nan,Monroe County,0,0,0,0,
, Nan, Nan,Montgomery County,0,0,0,0,
, Nan, Nan,Montour County,0,0,0,0,
, Nan, Nan,Northampton County,0,0,0,0,
, Nan, Nan,Northumberland County,0,0,0,0,
, Nan, Nan,Perry County,0,0,0,0,
, Nan, Nan,Philadelphia County,0,0,0,0,
, Nan, Nan,Pike County,0,0,0,0,
, Nan, Nan,Potter County,0,0,0,0,
, Nan, Nan,Schuylkill County,0,0,0,0,
, Nan, Nan,Snyder County,0,0,0,0,
, Nan, Nan,Somerset County,0,0,0,0,
, Nan, Nan,Sullivan County,0,0,0,0,
, Nan, Nan,Susquehanna County,0,0,0,0,
, Nan, Nan,Tioga County,0,0,0,0,
, Nan, Nan,Union County,0,0,0,0,
, Nan, Nan,Venango County,0,0,0,0,
, Nan, Nan,Warren County,0,0,0,0,
, Nan, Nan,Washington County,0,0,0,0,
, Nan, Nan,Wayne County,0,0,0,0,
, Nan, Nan,Westmoreland County,0,0,0,0,
, Nan, Nan,Wyoming County,0,0,0,0,
, Nan, Nan,York County,0,0,0,0,
, Nan,Other Agencies,"Allegheny County District Attorney, Criminal Investigation Division",0,0,0,0,
, Nan, Nan,Allegheny County Housing Authority,0, Nan,0,0,
, Nan, Nan,Allegheny County Port Authority,0,0,0,0,
, Nan, Nan,Bureau of Forestry:, Nan, Nan, Nan, Nan,
, Nan, Nan,Adams County,0, Nan, Nan, Nan,
, Nan, Nan,Allegheny County,0, Nan, Nan, Nan,
, Nan, Nan,Armstrong County,0, Nan, Nan, Nan,
, Nan, Nan,Beaver County,0, Nan, Nan, Nan,
, Nan, Nan,Bedford County,0, Nan, Nan, Nan,
, Nan, Nan,Berks County,0, Nan, Nan, Nan,
, Nan, Nan,Blair County,0, Nan, Nan, Nan,
, Nan, Nan,Bradford County,0, Nan, Nan, Nan,
, Nan, Nan,Bucks County,0, Nan, Nan, Nan,
, Nan, Nan,Butler County,0, Nan, Nan, Nan,
, Nan, Nan,Cambria County,0, Nan, Nan, Nan,
, Nan, Nan,Cameron County,0, Nan, Nan, Nan,
, Nan, Nan,Carbon County,0, Nan, Nan, Nan,
, Nan, Nan,Centre County,0, Nan, Nan, Nan,
, Nan, Nan,Chester County,0, Nan, Nan, Nan,
, Nan, Nan,Clarion County,0, Nan, Nan, Nan,
, Nan, Nan,Clearfield County,0, Nan, Nan, Nan,
, Nan, Nan,Clinton County,0, Nan, Nan, Nan,
, Nan, Nan,Columbia County,0, Nan, Nan, Nan,
, Nan, Nan,Crawford County,0, Nan, Nan, Nan,
, Nan, Nan,Cumberland County,0, Nan, Nan, Nan,
, Nan, Nan,Dauphin County,0, Nan, Nan, Nan,
, Nan, Nan,Delaware County,0, Nan, Nan, Nan,
, Nan, Nan,Elk County,0, Nan, Nan, Nan,
, Nan, Nan,Erie County,0, Nan, Nan, Nan,
, Nan, Nan,Fayette County,0, Nan, Nan, Nan,
, Nan, Nan,Forest County,0, Nan, Nan, Nan,
, Nan, Nan,Franklin County,0, Nan, Nan, Nan,
, Nan, Nan,Fulton County,0, Nan, Nan, Nan,
, Nan, Nan,Greene County,0, Nan, Nan, Nan,
, Nan, Nan,Huntingdon County,0, Nan, Nan, Nan,
, Nan, Nan,Indiana County,0, Nan, Nan, Nan,
, Nan, Nan,Jefferson County,0, Nan, Nan, Nan,
, Nan, Nan,Juniata County,0, Nan, Nan, Nan,
, Nan, Nan,Lackawanna County,0, Nan, Nan, Nan,
, Nan, Nan,Lancaster County,0, Nan, Nan, Nan,
, Nan, Nan,Lawrence County,0, Nan, Nan, Nan,
, Nan, Nan,Lebanon County,0, Nan, Nan, Nan,
, Nan, Nan,Lehigh County,0, Nan, Nan, Nan,
, Nan, Nan,Luzerne County,0, Nan, Nan, Nan,
, Nan, Nan,Lycoming County,0, Nan, Nan, Nan,
, Nan, Nan,McKean County,0, Nan, Nan, Nan,
, Nan, Nan,Mercer County,0, Nan, Nan, Nan,
, Nan, Nan,Mifflin County,0, Nan, Nan, Nan,
, Nan, Nan,Monroe County,0, Nan, Nan, Nan,
, Nan, Nan,Montgomery County,0, Nan, Nan, Nan,
, Nan, Nan,Montour County,0, Nan, Nan, Nan,
, Nan, Nan,Northampton County,0, Nan, Nan, Nan,
, Nan, Nan,Northumberland County,0, Nan, Nan, Nan,
, Nan, Nan,Perry County,0, Nan, Nan, Nan,
, Nan, Nan,Philadelphia County,0, Nan, Nan, Nan,
, Nan, Nan,Pike County,0, Nan, Nan, Nan,
, Nan, Nan,Potter County,0, Nan, Nan, Nan,
, Nan, Nan,Schuylkill County,0, Nan, Nan, Nan,
, Nan, Nan,Snyder County,0, Nan, Nan, Nan,
, Nan, Nan,Somerset County,0, Nan, Nan, Nan,
, Nan, Nan,Sullivan County,0, Nan, Nan, Nan,
, Nan, Nan,Susquehanna County,0, Nan, Nan, Nan,
, Nan, Nan,Tioga County,0, Nan, Nan, Nan,
, Nan, Nan,Union County,0, Nan, Nan, Nan,
, Nan, Nan,Venango County,0, Nan, Nan, Nan,
, Nan, Nan,Warren County,0, Nan, Nan, Nan,
, Nan, Nan,Washington County,0, Nan, Nan, Nan,
, Nan, Nan,Wayne County,0, Nan, Nan, Nan,
, Nan, Nan,Westmoreland County,0, Nan, Nan, Nan,
, Nan, Nan,Wyoming County,0, Nan, Nan, Nan,
, Nan, Nan,York County,0, Nan, Nan, Nan,
, Nan, Nan,Bureau of Narcotics:, Nan, Nan, Nan, Nan,
, Nan, Nan,Adams County,0,0,0,0,
, Nan, Nan,Allegheny County,0,0,0,0,
, Nan, Nan,Armstrong County,0,0,0,0,
, Nan, Nan,Beaver County,0,0,0,0,
, Nan, Nan,Bedford County,0,0,0,0,
, Nan, Nan,Berks County,0,0,0,0,
, Nan, Nan,Blair County,0,0,0,0,
, Nan, Nan,Bradford County,0,0, Nan, Nan,
, Nan, Nan,Bucks County,0,0,0,0,
, Nan, Nan,Butler County,0,0,0,0,
, Nan, Nan,Cambria County,0,0,0,0,
, Nan, Nan,Cameron County,0,0,0,0,
, Nan, Nan,Carbon County,0,0,0,0,
, Nan, Nan,Centre County,0,0,0,0,
, Nan, Nan,Chester County,0,0,0,0,
, Nan, Nan,Clarion County,0,0,0,0,
, Nan, Nan,Clearfield County,0,0,0,0,
, Nan, Nan,Clinton County,0,0,0,0,
, Nan, Nan,Columbia County,0,0, Nan, Nan,
, Nan, Nan,Crawford County,0,0,0, Nan,
, Nan, Nan,Cumberland County,0,0,0,0,
, Nan, Nan,Dauphin County,0,0,0,0,
, Nan, Nan,Delaware County,0,0,0,0,
, Nan, Nan,Elk County,0,0,0,0,
, Nan, Nan,Erie County,0,0,0,0,
, Nan, Nan,Fayette County,0,0,0,0,
, Nan, Nan,Forest County,0,0,0,0,
, Nan, Nan,Franklin County,0,0,0,0,
, Nan, Nan,Fulton County,0,0,0,0,
, Nan, Nan,Greene County,0,0,0,0,
, Nan, Nan,Huntingdon County,0,0,0,0,
, Nan, Nan,Indiana County,0,0,0,0,
, Nan, Nan,Jefferson County,0,0,0,0,
, Nan, Nan,Juniata County,0,0,0,0,
, Nan, Nan,Lackawanna County,0,0, Nan, Nan,
, Nan, Nan,Lancaster County,0,0,0,0,
, Nan, Nan,Lawrence County,0,0,0,0,
, Nan, Nan,Lebanon County,0,0,0,0,
, Nan, Nan,Lehigh County,0,0,0,0,
, Nan, Nan,Luzerne County,0,0, Nan, Nan,
, Nan, Nan,Lycoming County,0,0,0,0,
, Nan, Nan,McKean County,0,0,0,0,
, Nan, Nan,Mercer County,0,0,0,0,
, Nan, Nan,Mifflin County,0,0,0,0,
, Nan, Nan,Monroe County,0,0,0,0,
, Nan, Nan,Montgomery County,0,0,0,0,
, Nan, Nan,Montour County,0,0,0,0,
, Nan, Nan,Northampton County,0,0,0,0,
, Nan, Nan,Northumberland County,0,0,0,0,
, Nan, Nan,Perry County,0,0,0,0,
, Nan, Nan,Philadelphia County,0,0,0,0,
, Nan, Nan,Pike County,0,0, Nan, Nan,
, Nan, Nan,Potter County,0,0,0,0,
, Nan, Nan,Schuylkill County,0,0,0,0,
, Nan, Nan,Snyder County,0,0,0,0,
, Nan, Nan,Somerset County,0,0,0,0,
, Nan, Nan,Sullivan County,0,0, Nan, Nan,
, Nan, Nan,Susquehanna County,0,0, Nan, Nan,
, Nan, Nan,Tioga County,0,0,0,0,
, Nan, Nan,Union County,0,0,0,0,
, Nan, Nan,Venango County,0,0,0,0,
, Nan, Nan,Warren County,0,0,0,0,
, Nan, Nan,Washington County,0,0,0,0,
, Nan, Nan,Wayne County,0,0, Nan, Nan,
, Nan, Nan,Westmoreland County,0,0,0,0,
, Nan, Nan,Wyoming County,0,0, Nan, Nan,
, Nan, Nan,York County,0,0,0,0,
, Nan, Nan,County Detective:, Nan, Nan, Nan, Nan,
, Nan, Nan,Beaver County,0, Nan,0,0,
, Nan, Nan,Berks County,0,0, Nan, Nan,
, Nan, Nan,Bucks County,0,0,0,0,
, Nan, Nan,Butler County,0,0,0, Nan,
, Nan, Nan,Clarion County,0,0,0,0,
, Nan, Nan,Cumberland County,0,0,0,0,
, Nan, Nan,Dauphin County,0,0,0,0,
, Nan, Nan,Erie County,0,0,0,0,
, Nan, Nan,Lackawanna County,0,0,0,0,
, Nan, Nan,Lebanon County,0,0,0,0,
, Nan, Nan,Lehigh County,0,0,0,0,
, Nan, Nan,Luzerne County,0,0,0,0,
, Nan, Nan,Montour County,0,0,0,0,
, Nan, Nan,Pike County,0,0,0,0,
, Nan, Nan,Wayne County,0,0,0, Nan,
, Nan, Nan,Westmoreland County,0,0,0,0,
, Nan, Nan,Wyoming County,0,0,0, Nan,
, Nan, Nan,York County,0,0, Nan, Nan,
, Nan, Nan,"Delaware County District Attorney, Criminal Investigation Division",0,0,0,0,
, Nan, Nan,Delaware County Park,0,0,0,0,
, Nan, Nan,Fort Indiantown Gap,0,0,0, Nan,
, Nan, Nan,Harrisburg International Airport,0,0,0, Nan,
, Nan, Nan,Lehigh Valley International Airport,0,0,0,0,
, Nan, Nan,Pennsylvania Fish and Boat Commission,0,0,0,0,
, Nan, Nan,State Capitol Police,0,0,0,0,
, Nan, Nan,State Park Police:, Nan, Nan, Nan, Nan,
, Nan, Nan,Nockamixon,0, Nan, Nan, Nan,
, Nan, Nan,Ohiopyle,0,0,0,0,
, Nan, Nan,Pine Grove Furnace,0,0,0,0,
, Nan, Nan,Presque Isle,0,0,0,0,
, Nan, Nan,Prince Gallitzin,0,0,0,0,
, Nan, Nan,Pymatuning,0,0,0,0,
, Nan, Nan,Washington County Alternative Education,0, Nan, Nan, Nan,
, Nan, Nan,Westmoreland County Park,0,0,0,0,
, Nan, Nan,Wyoming Area School District,0,0,0,0,
,Rhode Island,Cities,Bristol,0,0,0,0,22900
, Nan, Nan,Burrillville,0,0,0,0,15941
, Nan, Nan,Central Falls,0,0,0,0,19360
, Nan, Nan,Charlestown,0,0,0,0,7793
, Nan, Nan,Coventry,0,0,0,0,34850
, Nan, Nan,Cranston,0,0,0,0,80315
, Nan, Nan,Cumberland,0,0,0,0,33475
, Nan, Nan,East Greenwich,0,0,0,0,13085
, Nan, Nan,East Providence,0,0,0,0,46994
, Nan, Nan,Foster,0,0,0,0,4603
, Nan, Nan,Glocester,0,0,0,0,9738
, Nan, Nan,Hopkinton,0,0,0,0,8151
, Nan, Nan,Jamestown,0,0,0,0,5386
, Nan, Nan,Johnston,0,0,0,0,28743
, Nan, Nan,Lincoln,0,0,0,0,21088
, Nan, Nan,Little Compton,0,0,0,0,3480
, Nan, Nan,Middletown,0,0,0,0,16096
, Nan, Nan,Narragansett,0,0,0,0,15799
, Nan, Nan,North Kingstown,0,0,0,0,26371
, Nan, Nan,North Providence,0,0,0,0,32048
, Nan, Nan,North Smithfield,0,0,0,0,11957
, Nan, Nan,Portsmouth,0,0,0,0,17331
, Nan, Nan,Richmond,0,0,0,0,7674
, Nan, Nan,Scituate,0,0,0,0,10320
, Nan, Nan,Smithfield,0,0,0,0,21411
, Nan, Nan,Tiverton,0,0,0,0,15728
, Nan, Nan,Warren,0,0,0,0,10584
, Nan, Nan,Westerly,0,0,0,0,22686
, Nan, Nan,West Greenwich,0,0,0,0,6106
, Nan, Nan,Woonsocket,0,0,0,0,41147
, Nan,Universities and Colleges,Brown University,0,0,0,0,8768
, Nan, Nan,University of Rhode Island,0,0,0,0,16317
, Nan,State Police Agencies,Rhode Island State Police Headquarters,0,0,0,0,
, Nan, Nan,State Police:, Nan, Nan, Nan, Nan,
, Nan, Nan,Chepachet,0,0,0,0,
, Nan, Nan,Hope Valley,0,0,0,0,
, Nan, Nan,Lincoln,0,0,0,0,
, Nan, Nan,Portsmouth,0,0,0,0,
, Nan, Nan,Wickford,0,0,0,0,
, Nan,Other Agencies,Department of Environmental Management,0,0,0,0,
, Nan, Nan,Rhode Island State Airport,0,0,0,0,
,South Carolina,Cities,Abbeville,0,0,0,0,5232
, Nan, Nan,Aiken,0,0,0,0,29909
, Nan, Nan,Allendale,0,0,0,0,3424
, Nan, Nan,Andrews,0,0,0,0,2879
, Nan, Nan,Aynor,0,0,0,0,579
, Nan, Nan,Bamberg,0,0,0,0,3638
, Nan, Nan,Barnwell,0,0,0,0,4739
, Nan, Nan,Batesburg-Leesville,0,0,0,0,5503
, Nan, Nan,Belton,0,0,0,0,4204
, Nan, Nan,Bethune,0,0,0, Nan,340
, Nan, Nan,Bishopville,0,0,0,0,3457
, Nan, Nan,Blackville,0,0,0,0,2401
, Nan, Nan,Bowman,0,0,0,0,971
, Nan, Nan,Branchville,0,0,0,0,1028
, Nan, Nan,Briarcliffe Acres,0,0, Nan, Nan,474
, Nan, Nan,Burnettown,0,0,0,0,2713
, Nan, Nan,Calhoun Falls,0,0,0,0,2001
, Nan, Nan,Cameron,0,0, Nan, Nan,428
, Nan, Nan,Campobello,0,0, Nan, Nan,511
, Nan, Nan,Cayce,0,0,0,0,12864
, Nan, Nan,Central,0,0,0,0,5224
, Nan, Nan,Chapin,0,0,0,0,1485
, Nan, Nan,Chesnee,0,0,0,0,883
, Nan, Nan,Chester,0,0,0,0,5623
, Nan, Nan,Chesterfield,0,0,0,0,1473
, Nan, Nan,Clemson,0,0,0,0,14079
, Nan, Nan,Clio,0,0,0,0,722
, Nan, Nan,Conway,0,0,0,0,17680
, Nan, Nan,Cottageville,0,0,0,0,766
, Nan, Nan,Coward,0,0,0,0,764
, Nan, Nan,Cowpens,0,0,0,0,2202
, Nan, Nan,Denmark,0,0,0,0,3562
, Nan, Nan,Dillon,0,0,0,0,6790
, Nan, Nan,Due West,0,0,0,0,1252
, Nan, Nan,Duncan,0,0,0,0,3240
, Nan, Nan,Easley,0,0,0,0,20249
, Nan, Nan,Edgefield,0,0,0,0,4763
, Nan, Nan,Edisto Beach,0,0,0,0,415
, Nan, Nan,Ehrhardt,0,0,0,0,550
, Nan, Nan,Elloree,0,0,0,0,704
, Nan, Nan,Estill,0,0,0,0,2033
, Nan, Nan,Eutawville,0,0,0,0,317
, Nan, Nan,Fairfax,0,0,0,0,1992
, Nan, Nan,Fort Lawn,0,0,0,0,897
, Nan, Nan,Fountain Inn,0,0,0,0,8012
, Nan, Nan,Gaffney,0,0,0,0,12574
, Nan, Nan,Gaston,0,0,0,0,1690
, Nan, Nan,Georgetown,0,0,0,0,9225
, Nan, Nan,Great Falls,0,0,0,0,1984
, Nan, Nan,Greeleyville,0,0,0,0,431
, Nan, Nan,Greenville,0,0,0,0,60953
, Nan, Nan,Greenwood,0,0,0,0,23564
, Nan, Nan,Greer,0,0,0,0,26249
, Nan, Nan,Hampton,0,0,0,0,2796
, Nan, Nan,Hanahan,0,0,0,0,18756
, Nan, Nan,Hardeeville,0,0,0,0,3047
, Nan, Nan,Harleyville,0,0,0,0,706
, Nan, Nan,Hartsville,0,0,0,0,7796
, Nan, Nan,Hemingway,0,0,0,0,459
, Nan, Nan,Honea Path,0,0,0,0,3655
, Nan, Nan,Inman,0,0,0,0,2375
, Nan, Nan,Isle of Palms,0,0,0,0,4265
, Nan, Nan,Iva,0,0,0, Nan,1238
, Nan, Nan,Jackson,0,0,0,0,1722
, Nan, Nan,Jamestown,0,0,0,0,75
, Nan, Nan,Johnsonville,0,0,0,0,1505
, Nan, Nan,Johnston,0,0,0,0,2354
, Nan, Nan,Jonesville,0,0,0,0,910
, Nan, Nan,Lake City,0,0,0,0,6789
, Nan, Nan,Lake View,0,0,0,0,808
, Nan, Nan,Lancaster,0,0,0,0,8749
, Nan, Nan,Landrum,0,0,0,0,2423
, Nan, Nan,Lane,0,0,0,0,509
, Nan, Nan,Laurens,0,0,0,0,9221
, Nan, Nan,Liberty,0,0,0,0,3309
, Nan, Nan,Loris,0,0,0,0,2479
, Nan, Nan,Lyman,0,0,0,0,3305
, Nan, Nan,Lynchburg,0,0,0,0,371
, Nan, Nan,Manning,0,0,0,0,4118
, Nan, Nan,Marion,0,0,0,0,6960
, Nan, Nan,Mauldin,0,0,0,0,23631
, Nan, Nan,Mayesville,0,0,0,0,738
, Nan, Nan,McBee,0,0,0,0,874
, Nan, Nan,McColl,0,0,0,0,2157
, Nan, Nan,McCormick,0,0,0,0,2774
, Nan, Nan,Newberry,0,0,0,0,10430
, Nan, Nan,New Ellenton,0,0,0,0,2079
, Nan, Nan,Nichols,0,0,0,0,369
, Nan, Nan,Ninety Six,0,0,0,0,2023
, Nan, Nan,North,0,0,0,0,766
, Nan, Nan,North Augusta,0,0,0,0,21639
, Nan, Nan,North Charleston,0,0,0,0,100675
, Nan, Nan,North Myrtle Beach,0,0,0,0,14252
, Nan, Nan,Orangeburg,0,0,0,0,14017
, Nan, Nan,Pacolet,0,0,0,0,2277
, Nan, Nan,Pamplico,0,0,0,0,1248
, Nan, Nan,Pelion,0,0,0,0,692
, Nan, Nan,Pickens,0,0,0,0,3165
, Nan, Nan,Pine Ridge,0,0,0,0,2121
, Nan, Nan,Port Royal,0,0,0,0,10893
, Nan, Nan,Prosperity,0,0,0,0,1198
, Nan, Nan,Ridgeland,0,0,0,0,4123
, Nan, Nan,Ridge Spring,0,0,0,0,745
, Nan, Nan,Salem,0,0,0,0,136
, Nan, Nan,Salley,0,0,0,0,404
, Nan, Nan,Saluda,0,0,0,0,3600
, Nan, Nan,Santee,0,0,0,0,964
, Nan, Nan,Scranton,0,0,0,0,946
, Nan, Nan,Society Hill,0,0,0,0,565
, Nan, Nan,Springdale,0,0,0,0,2709
, Nan, Nan,St. George,0,0,0,0,2161
, Nan, Nan,St. Matthews,0,0,0,0,2038
, Nan, Nan,St. Stephen,0,0,0,0,1767
, Nan, Nan,Sullivans Island,0,0,0,0,1847
, Nan, Nan,Summerton,0,0,0,0,1002
, Nan, Nan,Sumter,0,0,0,0,40911
, Nan, Nan,Surfside Beach,0,0,0,0,3976
, Nan, Nan,Swansea,0,0,0,0,852
, Nan, Nan,Timmonsville,0,0, Nan, Nan,2403
, Nan, Nan,Travelers Rest,0,0,0,0,4725
, Nan, Nan,Turbeville,0,0,0,0,767
, Nan, Nan,Union,0,0,0,0,8390
, Nan, Nan,Wagener,0,0,0,0,808
, Nan, Nan,Walhalla,0,0,0,0,4313
, Nan, Nan,Wellford,0,0,0,0,2423
, Nan, Nan,Westminster,0,0,0,0,2445
, Nan, Nan,West Pelzer,0,0,0,0,895
, Nan, Nan,West Union,0,0,0,0,295
, Nan, Nan,Whitmire,0,0,0,0,1464
, Nan, Nan,Williston,0,0,0,0,3133
, Nan, Nan,Woodruff,0,0,0,0,4164
, Nan, Nan,Yemassee,0,0,0, Nan,1027
, Nan,Universities and Colleges,Benedict College,0,0,0,0,3213
, Nan, Nan,Bob Jones University,0,0,0,0,3631
, Nan, Nan,Clemson University,0,0,0,0,19914
, Nan, Nan,Coastal Carolina University,0,0,0,0,9084
, Nan, Nan,College of Charleston,0,0,0,0,11649
, Nan, Nan,Columbia College,0,0,0,0,1266
, Nan, Nan,Denmark Technical College,0,0,0,0,1607
, Nan, Nan,Erskine College,0,0,0,0,773
, Nan, Nan,Francis Marion University,0,0,0,0,4187
, Nan, Nan,Greenville Technical College,0,0,0,0,14453
, Nan, Nan,Lander University,0,0,0,0,3069
, Nan, Nan,Medical University of South Carolina,0,0,0,0,2678
, Nan, Nan,Midlands Technical College,0,0,0,0,12224
, Nan, Nan,South Carolina State University,0,0,0,0,4326
, Nan, Nan,Spartanburg Methodist College,0,0,0,0,803
, Nan, Nan,Trident Technical College,0,0,0,0,16781
, Nan, Nan,University of South Carolina:, Nan, Nan, Nan, Nan,
, Nan, Nan,Aiken,0,0,0,0,3277
, Nan, Nan,Columbia,0,0,0,0,30721
, Nan, Nan,Winthrop University,0,0,0,0,5913
, Nan,Metropolitan Counties,Aiken,0,0,0,0,
, Nan, Nan,Beaufort,0,0,0,0,
, Nan, Nan,Calhoun,0,0,0,0,
, Nan, Nan,Charleston,0,0,0,0,
, Nan, Nan,Chester,0,0,0,0,
, Nan, Nan,Darlington,0,0,0,0,
, Nan, Nan,Dorchester,0,0,0,0,
, Nan, Nan,Edgefield,0,0,0,0,
, Nan, Nan,Florence,0,0,0,0,
, Nan, Nan,Horry,0,0, Nan, Nan,
, Nan, Nan,Jasper,0,0,0,0,
, Nan, Nan,Kershaw,0,0,0,0,
, Nan, Nan,Laurens,0,0,0,0,
, Nan, Nan,Union,0,0,0,0,
, Nan, Nan,York,0,0,0,0,
, Nan,Nonmetropolitan Counties,Allendale,0,0,0,0,
, Nan, Nan,Bamberg,0,0,0,0,
, Nan, Nan,Barnwell,0,0,0,0,
, Nan, Nan,Cherokee,0,0,0,0,
, Nan, Nan,Chesterfield,0,0,0,0,
, Nan, Nan,Dillon,0,0,0,0,
, Nan, Nan,McCormick,0,0,0,0,
, Nan, Nan,Newberry,0,0,0,0,
, Nan, Nan,Oconee,0,0,0,0,
, Nan, Nan,Orangeburg,0,0,0,0,
, Nan, Nan,Williamsburg,0,0,0,0,
, Nan,State Police Agencies,Highway Patrol:, Nan, Nan, Nan, Nan,
, Nan, Nan,Abbeville County,0,0,0,0,
, Nan, Nan,Aiken County,0,0,0,0,
, Nan, Nan,Allendale County,0,0,0,0,
, Nan, Nan,Anderson County,0,0,0,0,
, Nan, Nan,Bamberg County,0,0,0,0,
, Nan, Nan,Barnwell County,0,0,0,0,
, Nan, Nan,Beaufort County,0,0,0,0,
, Nan, Nan,Berkeley County,0,0,0,0,
, Nan, Nan,Calhoun County,0,0,0,0,
, Nan, Nan,Charleston County,0,0,0,0,
, Nan, Nan,Cherokee County,0,0,0,0,
, Nan, Nan,Chester County,0,0,0,0,
, Nan, Nan,Chesterfield County,0,0,0,0,
, Nan, Nan,Clarendon County,0,0,0,0,
, Nan, Nan,Colleton County,0,0,0,0,
, Nan, Nan,Darlington County,0,0,0,0,
, Nan, Nan,Dillon County,0,0,0,0,
, Nan, Nan,Dorchester County,0,0,0,0,
, Nan, Nan,Edgefield County,0,0,0,0,
, Nan, Nan,Fairfield County,0,0,0,0,
, Nan, Nan,Georgetown County,0,0,0,0,
, Nan, Nan,Greenville County,0,0,0,0,
, Nan, Nan,Hampton County,0,0,0,0,
, Nan, Nan,Horry County,0,0,0,0,
, Nan, Nan,Jasper County,0,0,0,0,
, Nan, Nan,Kershaw County,0,0,0,0,
, Nan, Nan,Lancaster County,0,0,0,0,
, Nan, Nan,Laurens County,0,0,0,0,
, Nan, Nan,Lee County,0,0,0,0,
, Nan, Nan,Lexington County,0,0,0,0,
, Nan, Nan,Marion County,0,0,0,0,
, Nan, Nan,Marlboro County,0,0,0,0,
, Nan, Nan,McCormick County,0,0,0,0,
, Nan, Nan,Newberry County,0,0,0,0,
, Nan, Nan,Oconee County,0,0,0,0,
, Nan, Nan,Orangeburg County,0,0,0,0,
, Nan, Nan,Pickens County,0,0,0,0,
, Nan, Nan,Richland County,0,0,0,0,
, Nan, Nan,Saluda County,0,0,0,0,
, Nan, Nan,Spartanburg County,0,0,0,0,
, Nan, Nan,Sumter County,0,0,0,0,
, Nan, Nan,Union County,0,0,0,0,
, Nan, Nan,Williamsburg County,0,0,0,0,
, Nan, Nan,York County,0,0,0,0,
