Year,State,Agency Type,Agency name,"1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population2
, Nan, Nan,St. Clair,0,0,0,0,4701
, Nan, Nan,Steele,0,0,0,0,2091
, Nan, Nan,Steelville,0,0,0,0,1711
, Nan, Nan,Ste. Genevieve,0,0,0,0,4486
, Nan, Nan,Stewartsville,0, Nan,0,0,732
, Nan, Nan,St. James,0,0,0,0,4130
, Nan, Nan,St. John,0,0,0,0,6454
, Nan, Nan,St. Marys,0, Nan, Nan,0,345
, Nan, Nan,Stover,0,0,0,0,1070
, Nan, Nan,Strafford,0,0,0,0,2366
, Nan, Nan,Strasburg,0,0,0,0,142
, Nan, Nan,St. Robert,0,0,0,0,6112
, Nan, Nan,Sturgeon,0,0,0,0,914
, Nan, Nan,Sugar Creek,0,0,0,0,3315
, Nan, Nan,Sullivan,0,0,0,0,7143
, Nan, Nan,Summersville,0,0,0,0,500
, Nan, Nan,Sunset Hills,0,0,0,0,8548
, Nan, Nan,Sweet Springs,0,0,0,0,1463
, Nan, Nan,Tarkio,0,0,0,0,1459
, Nan, Nan,Terre du Lac,0,0, Nan, Nan,2362
, Nan, Nan,Thayer,0,0,0,0,2248
, Nan, Nan,Tipton,0,0, Nan, Nan,3399
, Nan, Nan,Town and Country,0,0,0,0,11158
, Nan, Nan,Tracy,0,0,0,0,223
, Nan, Nan,Trenton,0,0,0,0,5874
, Nan, Nan,Troy,0,0,0,0,11730
, Nan, Nan,Truesdale,0,0,0,0,730
, Nan, Nan,Union,0,0,0,0,11092
, Nan, Nan,Unionville,0, Nan, Nan, Nan,1806
, Nan, Nan,Urbana,0,0,0,0,405
, Nan, Nan,Van Buren,0,0,0,0,836
, Nan, Nan,Vandalia,0,0,0,0,4446
, Nan, Nan,Velda City,0,0,0,0,1400
, Nan, Nan,Velda Village Hills,0,0,0,0,1059
, Nan, Nan,Verona,0,0,0,0,601
, Nan, Nan,Versailles,0,0,0,0,2432
, Nan, Nan,Viburnum,0,0,0,0,656
, Nan, Nan,Vienna,0,0,0,0,594
, Nan, Nan,Vinita Park,0,0,0,0,1887
, Nan, Nan,Vinita Terrace, Nan, Nan,0,0,278
, Nan, Nan,Walnut Grove,0,0,0,0,787
, Nan, Nan,Wardell,0,0,0,0,397
, Nan, Nan,Warrensburg,0,0,0,0,20136
, Nan, Nan,Warrenton,0,0,0,0,8147
, Nan, Nan,Warsaw,0,0,0,0,2093
, Nan, Nan,Warson Woods,0,0,0,0,1957
, Nan, Nan,Washburn,0,0,0,0,435
, Nan, Nan,Washington,0,0,0,0,14065
, Nan, Nan,Waverly, Nan,0,0,0,819
, Nan, Nan,Waynesville,0,0,0,0,5467
, Nan, Nan,Weatherby Lake,0,0,0,0,1872
, Nan, Nan,Webb City,0,0,0,0,11192
, Nan, Nan,Webster Groves,0,0,0,0,23216
, Nan, Nan,Wellington,0,0,0,0,785
, Nan, Nan,Wellston, Nan, Nan,0,0,2326
, Nan, Nan,Wellsville,0,0,0,0,1138
, Nan, Nan,Wentzville,0,0,0,0,36938
, Nan, Nan,Weston,0,0,0,0,1739
, Nan, Nan,West Plains,0,0,0,0,12334
, Nan, Nan,Wheaton,0,0,0,0,699
, Nan, Nan,Willard,0,0,0,0,5485
, Nan, Nan,Willow Springs,0,0,0,0,2142
, Nan, Nan,Winfield,0,0,0,0,1439
, Nan, Nan,Winona,0,0,0,0,1305
, Nan, Nan,Wood Heights,0,0,0,0,695
, Nan, Nan,Woodson Terrace,0,0,0,0,4074
, Nan, Nan,Wright City,0,0,0,0,3511
, Nan,Universities and Colleges,Jefferson College,0,0,0,0,4705
, Nan, Nan,Metropolitan Community College,0,0,0,0,17821
, Nan, Nan,Mineral Area College,0,0,0,0,4388
, Nan, Nan,Missouri Southern State University,0,0,0,0,5783
, Nan, Nan,Missouri University of Science and Technology,0,0,0,0,8886
, Nan, Nan,Missouri Western State University,0,0,0,0,5513
, Nan, Nan,Northwest Missouri State University,0,0,0,0,6593
, Nan, Nan,Southeast Missouri State University,0,0,0,0,11987
, Nan, Nan,St. Charles Community College,0,0,0,0,6865
, Nan, Nan,St. Louis Community College: , Nan, Nan, Nan, Nan,
, Nan, Nan,Florissant Valley3,0,0,0,0,
, Nan, Nan,Meramec,0,0,0,0,18902
, Nan, Nan,Truman State University,0,0,0,0,6208
, Nan, Nan,University of Central Missouri,0,0,0,0,14395
, Nan, Nan,"University of Missouri, Columbia",0,0,0,0,35424
, Nan, Nan,Washington University,0,0,0,0,14688
, Nan,Metropolitan Counties,Andrew,0,0,0,0,
, Nan, Nan,Bates,0,0,0,0,
, Nan, Nan,Bollinger, Nan,0,0,0,
, Nan, Nan,Boone,0,0,0,0,
, Nan, Nan,Buchanan,0,0,0,0,
, Nan, Nan,Caldwell,0,0,0,0,
, Nan, Nan,Callaway,0,0,0,0,
, Nan, Nan,Cape Girardeau,0,0,0,0,
, Nan, Nan,Cass,0,0,0,0,
, Nan, Nan,Christian,0,0,0,0,
, Nan, Nan,Clay,0,0,0,0,
, Nan, Nan,Clinton,0,0,0,0,
, Nan, Nan,Cole,0,0,0,0,
, Nan, Nan,Dallas,0,0,0,0,
, Nan, Nan,De Kalb,0,0,0,0,
, Nan, Nan,Franklin,0,0,0,0,
, Nan, Nan,Greene,0,0,0,0,
, Nan, Nan,Jackson,0,0,0,0,
, Nan, Nan,Jasper,0,0,0,0,
, Nan, Nan,Jefferson,0,0,0,0,
, Nan, Nan,Lafayette,0,0,0,0,
, Nan, Nan,Lincoln,0,0,0,0,
, Nan, Nan,McDonald,0,0,0,0,
, Nan, Nan,Moniteau,0,0,0,0,
, Nan, Nan,Newton,0,0,0,0,
, Nan, Nan,Osage,0,0,0,0,
, Nan, Nan,Platte,0,0,0,0,
, Nan, Nan,Polk,0,0,0,0,
, Nan, Nan,Ray,0,0,0,0,
, Nan, Nan,St. Charles,0,0,0,0,
, Nan, Nan,St. Charles County Police Department,0,0,0,0,
, Nan, Nan,Warren,0,0,0,0,
, Nan, Nan,Webster,0,0,0,0,
, Nan,Nonmetropolitan Counties,Adair,0,0,0,0,
, Nan, Nan,Atchison,0,0,0,0,
, Nan, Nan,Audrain,0,0,0,0,
, Nan, Nan,Barry,0,0,0,0,
, Nan, Nan,Barton,0, Nan, Nan, Nan,
, Nan, Nan,Benton,0,0,0,0,
, Nan, Nan,Butler,0,0,0,0,
, Nan, Nan,Camden,0,0,0,0,
, Nan, Nan,Carroll,0,0,0,0,
, Nan, Nan,Carter,0,0,0,0,
, Nan, Nan,Cedar,0,0,0,0,
, Nan, Nan,Chariton,0,0,0,0,
, Nan, Nan,Clark,0,0,0,0,
, Nan, Nan,Cooper,0,0,0,0,
, Nan, Nan,Crawford,0,0,0,0,
, Nan, Nan,Dade,0,0, Nan, Nan,
, Nan, Nan,Daviess,0,0,0,0,
, Nan, Nan,Dent,0,0,0,0,
, Nan, Nan,Douglas,0,0,0,0,
, Nan, Nan,Dunklin,0,0,0,0,
, Nan, Nan,Gasconade,0,0,0,0,
, Nan, Nan,Gentry,0,0,0,0,
, Nan, Nan,Grundy,0,0,0,0,
, Nan, Nan,Harrison,0,0,0,0,
, Nan, Nan,Henry,0,0,0,0,
, Nan, Nan,Hickory,0,0,0,0,
, Nan, Nan,Holt,0,0,0,0,
, Nan, Nan,Howard,0,0,0,0,
, Nan, Nan,Howell,0,0,0,0,
, Nan, Nan,Iron,0,0,0,0,
, Nan, Nan,Johnson,0,0,0,0,
, Nan, Nan,Knox,0,0,0,0,
, Nan, Nan,Laclede,0,0,0,0,
, Nan, Nan,Lawrence,0,0,0,0,
, Nan, Nan,Lewis,0,0,0,0,
, Nan, Nan,Linn,0,0,0,0,
, Nan, Nan,Livingston,0,0,0,0,
, Nan, Nan,Macon,0,0,0,0,
, Nan, Nan,Madison,0,0,0,0,
, Nan, Nan,Maries,0,0,0,0,
, Nan, Nan,Marion,0,0,0,0,
, Nan, Nan,Mercer,0,0,0,0,
, Nan, Nan,Miller,0,0,0,0,
, Nan, Nan,Mississippi,0,0,0,0,
, Nan, Nan,Monroe,0,0,0,0,
, Nan, Nan,Montgomery,0,0,0,0,
, Nan, Nan,Morgan,0,0,0,0,
, Nan, Nan,New Madrid,0,0,0,0,
, Nan, Nan,Nodaway,0,0,0,0,
, Nan, Nan,Oregon,0,0,0,0,
, Nan, Nan,Ozark,0,0,0,0,
, Nan, Nan,Pemiscot,0,0,0,0,
, Nan, Nan,Perry,0,0,0,0,
, Nan, Nan,Pettis,0,0,0,0,
, Nan, Nan,Phelps,0,0,0,0,
, Nan, Nan,Pike,0,0,0,0,
, Nan, Nan,Pulaski,0,0,0,0,
, Nan, Nan,Putnam,0,0,0,0,
, Nan, Nan,Ralls,0,0,0,0,
, Nan, Nan,Randolph,0,0,0,0,
, Nan, Nan,Reynolds,0,0,0,0,
, Nan, Nan,Ripley,0,0,0,0,
, Nan, Nan,Saline,0,0,0,0,
, Nan, Nan,Schuyler,0,0,0,0,
, Nan, Nan,Scotland,0,0,0,0,
, Nan, Nan,Scott,0,0,0,0,
, Nan, Nan,Shannon,0,0,0,0,
, Nan, Nan,Shelby,0,0,0,0,
, Nan, Nan,St. Clair,0,0,0,0,
, Nan, Nan,St. Francois,0,0,0,0,
, Nan, Nan,Ste. Genevieve,0,0,0,0,
, Nan, Nan,Stoddard,0,0,0,0,
, Nan, Nan,Stone,0,0,0,0,
, Nan, Nan,Sullivan,0,0,0,0,
, Nan, Nan,Taney,0,0,0,0,
, Nan, Nan,Texas,0,0,0,0,
, Nan, Nan,Vernon,0,0,0,0,
, Nan, Nan,Washington,0,0,0,0,
, Nan, Nan,Wayne,0,0,0,0,
, Nan, Nan,Worth,0,0,0,0,
, Nan, Nan,Wright,0,0,0,0,
, Nan,State Police Agencies,State Highway Patrol:, Nan, Nan, Nan, Nan,
, Nan, Nan,Jefferson City,0,0,0,0,
, Nan, Nan,Kirkwood,0,0,0,0,
, Nan, Nan,Lee's Summit,0,0,0,0,
, Nan, Nan,Macon,0,0,0,0,
, Nan, Nan,Poplar Bluff,0,0,0,0,
, Nan, Nan,Rolla,0,0,0,0,
, Nan, Nan,Springfield,0,0,0,0,
, Nan, Nan,St. Joseph,0,0,0,0,
, Nan, Nan,Willow Springs,0,0,0,0,
, Nan,Other Agencies,Capitol Police,0,0,0,0,
, Nan, Nan,Clay County Drug Task Force,0,0,0,0,
, Nan, Nan,Clay County Park Authority,0,0,0,0,
, Nan, Nan,Department of Conservation,0,0,0,0,
, Nan, Nan,"Department of Social Services, State Technical Assistance Team",0,0,0,0,
, Nan, Nan,Division of Alcohol and Tobacco Control,0,0,0,0,
, Nan, Nan,"Gaming Commission, Enforcement Division",0,0,0,0,
, Nan, Nan,Jackson County Drug Task Force,0,0,0,0,
, Nan, Nan,Jackson County Park Rangers,0,0,0,0,
, Nan, Nan,Kansas City International Airport,0,0,0,0,
, Nan, Nan,Lambert-St. Louis International Airport,0,0,0,0,
, Nan, Nan,Platte County Multi-Jurisdictional Enforcement Group,0,0,0,0,
, Nan, Nan,Springfield-Branson Airport,0,0,0,0,
, Nan, Nan,Springfield-Greene County Park Rangers,0,0,0,0,
, Nan, Nan,State Fire Marshal,0,0,0,0,
, Nan, Nan,State Park Rangers,0,0,0,0,
, Nan, Nan,St. Charles County Park Rangers,0,0,0,0,
, Nan, Nan,Terminal Railroad ,0,0,0,0,
, Nan, Nan,Western Missouri Cyber Crimes Task Force,0,0,0,0,
,Montana,Cities,Baker,0,0,0,0,2063
, Nan, Nan,Belgrade,0,0,0,0,8146
, Nan, Nan,Boulder,0,0,0,0,1213
, Nan, Nan,Bozeman,0,0,0,0,44739
, Nan, Nan,Bridger,0,0,0,0,733
, Nan, Nan,Chinook,0,0,0,0,1233
, Nan, Nan,Colstrip,0,0,0,0,2359
, Nan, Nan,Columbus,0,0,0,0,2072
, Nan, Nan,Cut Bank,0,0,0,0,3023
, Nan, Nan,Deer Lodge,0,0,0,0,2938
, Nan, Nan,Dillon,0,0,0,0,4224
, Nan, Nan,East Helena,0,0,0,0,2065
, Nan, Nan,Ennis,0, Nan, Nan, Nan,895
, Nan, Nan,Eureka,0,0,0,0,1078
, Nan, Nan,Fort Benton,0,0,0,0,1459
, Nan, Nan,Fromberg,0, Nan, Nan, Nan,445
, Nan, Nan,Glasgow,0,0,0,0,3442
, Nan, Nan,Glendive,0,0,0,0,5608
, Nan, Nan,Great Falls,0,0,0,0,59717
, Nan, Nan,Hamilton,0,0,0,0,4659
, Nan, Nan,Hot Springs,0,0,0,0,548
, Nan, Nan,Kalispell,0,0,0,0,22470
, Nan, Nan,Laurel,0,0,0,0,6986
, Nan, Nan,Lewistown,0,0,0,0,5863
, Nan, Nan,Libby,0,0,0,0,2646
, Nan, Nan,Livingston,0,0,0,0,7364
, Nan, Nan,Manhattan,0,0,0,0,1656
, Nan, Nan,Miles City,0,0,0,0,8878
, Nan, Nan,Missoula,0,0,0,0,71860
, Nan, Nan,Plains,0,0,0,0,1053
, Nan, Nan,Polson,0,0,0,0,4744
, Nan, Nan,Red Lodge,0,0,0,0,2242
, Nan, Nan,Ronan City,0,0,0,0,1998
, Nan, Nan,Sidney,0,0,0,0,7190
, Nan, Nan,Stevensville,0,0,0,0,1940
, Nan, Nan,St. Ignatius,0,0,0,0,820
, Nan, Nan,Thompson Falls,0,0,0,0,1334
, Nan, Nan,Troy,0,0,0,0,876
, Nan, Nan,West Yellowstone,0,0,0,0,1353
, Nan, Nan,Wolf Point,0,0,0,0,2901
, Nan,Universities and Colleges,Montana State University,0,0,0,0,15236
, Nan, Nan,University of Montana,0,0,0,0,13044
, Nan,Metropolitan Counties,Carbon,0,0,0,0,
, Nan, Nan,Cascade,0,0,0,0,
, Nan, Nan,Golden Valley,0,0,0,0,
, Nan, Nan,Missoula,0,0,0,0,
, Nan, Nan,Yellowstone,0,0,0,0,
, Nan,Nonmetropolitan Counties,Beaverhead,0,0,0,0,
, Nan, Nan,Blaine,0,0,0,0,
, Nan, Nan,Carter,0,0,0,0,
, Nan, Nan,Chouteau, Nan, Nan, Nan,0,
, Nan, Nan,Custer,0,0,0,0,
, Nan, Nan,Daniels,0,0,0,0,
, Nan, Nan,Dawson,0,0,0,0,
, Nan, Nan,Deer Lodge,0,0,0,0,
, Nan, Nan,Fallon,0,0,0,0,
, Nan, Nan,Fergus,0,0,0,0,
, Nan, Nan,Flathead,0,0,0,0,
, Nan, Nan,Gallatin,0,0,0,0,
, Nan, Nan,Garfield,0,0,0,0,
, Nan, Nan,Glacier,0,0,0,0,
, Nan, Nan,Granite,0,0,0,0,
, Nan, Nan,Hill,0,0,0,0,
, Nan, Nan,Jefferson,0,0,0,0,
, Nan, Nan,Judith Basin,0,0,0,0,
, Nan, Nan,Lake,0,0,0,0,
, Nan, Nan,Liberty,0,0,0,0,
, Nan, Nan,Lincoln,0,0,0,0,
, Nan, Nan,Madison,0,0,0,0,
, Nan, Nan,McCone,0,0,0,0,
, Nan, Nan,Meagher,0,0,0,0,
, Nan, Nan,Mineral,0,0,0,0,
, Nan, Nan,Musselshell,0,0,0,0,
, Nan, Nan,Park,0,0,0,0,
, Nan, Nan,Phillips,0,0,0,0,
, Nan, Nan,Pondera,0,0,0,0,
, Nan, Nan,Powder River,0,0,0,0,
, Nan, Nan,Powell,0,0,0,0,
, Nan, Nan,Prairie,0,0,0,0,
, Nan, Nan,Ravalli,0,0,0,0,
, Nan, Nan,Roosevelt,0,0,0,0,
, Nan, Nan,Rosebud,0,0,0,0,
, Nan, Nan,Sanders,0,0,0,0,
, Nan, Nan,Sheridan,0,0,0,0,
, Nan, Nan,Silver Bow,0,0,0,0,
, Nan, Nan,Stillwater,0,0,0,0,
, Nan, Nan,Sweet Grass,0,0,0,0,
, Nan, Nan,Teton,0,0,0,0,
, Nan, Nan,Toole,0,0,0,0,
, Nan, Nan,Treasure,0,0,0,0,
, Nan, Nan,Valley,0,0,0,0,
, Nan, Nan,Wheatland,0,0,0,0,
, Nan, Nan,Wibaux,0,0,0,0,
, Nan,Tribal Agencies,Blackfeet Agency, Nan,0, Nan, Nan,
, Nan, Nan,Crow Agency,0, Nan, Nan,0,
, Nan, Nan,Fort Belknap Tribal, Nan, Nan, Nan,0,
, Nan, Nan,Fort Peck Assiniboine and Sioux Tribes, Nan, Nan, Nan,0,
, Nan, Nan,Northern Cheyenne Agency, Nan, Nan, Nan,0,
, Nan, Nan,Rocky Boy's Tribal, Nan, Nan, Nan,0,
,Nebraska,Cities,Alliance,0,0,0,0,8533
, Nan, Nan,Ashland,0,0,0,0,2577
, Nan, Nan,Aurora,0,0,0,0,4499
, Nan, Nan,Bayard,0,0,0,0,1136
, Nan, Nan,Beatrice,0,0,0,0,12340
, Nan, Nan,Bellevue,0,0,0,0,56294
, Nan, Nan,Bennington,0,0,0,0,1712
, Nan, Nan,Blair,0,0,0,0,7969
, Nan, Nan,Broken Bow,0,0,0,0,3551
, Nan, Nan,Central City,0,0,0,0,2876
, Nan, Nan,Chadron,0,0,0,0,5761
, Nan, Nan,Columbus,0,0,0,0,22911
, Nan, Nan,Cozad,0,0,0,0,3838
, Nan, Nan,Fairbury,0,0,0,0,3718
, Nan, Nan,Falls City,0,0,0,0,4173
, Nan, Nan,Fremont,0,0,0,0,26490
, Nan, Nan,Gering,0,0,0,0,8297
, Nan, Nan,Gothenburg,0,0,0,0,3503
, Nan, Nan,Hastings,0,0,0,0,24872
, Nan, Nan,Holdrege,0,0,0,0,5575
, Nan, Nan,Imperial,0,0,0,0,2054
, Nan, Nan,Kimball,0,0,0,0,2388
, Nan, Nan,La Vista,0,0,0,0,16973
, Nan, Nan,Lexington,0,0,0,0,10044
, Nan, Nan,Madison,0,0,0,0,2365
, Nan, Nan,McCook,0,0,0,0,7557
, Nan, Nan,Milford,0,0,0,0,2110
, Nan, Nan,Minden,0,0,0,0,3023
, Nan, Nan,Mitchell,0,0,0,0,1658
, Nan, Nan,Nebraska City,0,0,0,0,7341
, Nan, Nan,Neligh,0,0,0,0,1513
, Nan, Nan,North Platte,0,0,0,0,24092
, Nan, Nan,Ogallala,0,0,0,0,4538
, Nan, Nan,O'Neill,0,0,0,0,3642
, Nan, Nan,Ord,0,0,0,0,2051
, Nan, Nan,Plainview,0,0,0,0,1216
, Nan, Nan,Plattsmouth,0,0,0,0,6454
, Nan, Nan,Ralston,0,0,0,0,6003
, Nan, Nan,Randolph,0,0,0,0,916
, Nan, Nan,Scottsbluff,0,0,0,0,14747
, Nan, Nan,Scribner,0,0,0,0,844
, Nan, Nan,Seward,0,0,0,0,7204
, Nan, Nan,Sidney,0,0,0,0,6983
, Nan, Nan,South Sioux City,0,0,0,0,13308
, Nan, Nan,Superior,0,0,0,0,1869
, Nan, Nan,Tekamah,0,0,0,0,1727
, Nan, Nan,Tilden,0,0,0,0,936
, Nan, Nan,Valentine,0,0,0,0,2857
, Nan, Nan,Valley,0,0,0,0,2168
, Nan, Nan,Wahoo,0,0,0,0,4508
, Nan, Nan,Walthill, Nan, Nan,0,0,776
, Nan, Nan,West Point,0,0,0,0,3367
, Nan, Nan,Wilber,0,0,0,0,1873
, Nan, Nan,York,0,0,0,0,7885
, Nan,Universities and Colleges,"Metropolitan Community College, Douglas County",0,0,0,0,14812
, Nan, Nan,University of Nebraska:, Nan, Nan, Nan, Nan,
, Nan, Nan,Kearney,0,0,0,0,6747
, Nan, Nan,Lincoln,0,0,0,0,25260
, Nan,Metropolitan Counties,Cass,0,0,0,0,
, Nan, Nan,Dakota,0,0,0,0,
, Nan, Nan,Dixon,0,0,0,0,
, Nan, Nan,Douglas,0,0,0,0,
, Nan, Nan,Hall,0,0,0,0,
, Nan, Nan,Hamilton,0,0,0,0,
, Nan, Nan,Lancaster,0,0,0,0,
, Nan, Nan,Merrick,0,0,0,0,
, Nan, Nan,Sarpy,0,0,0,0,
, Nan, Nan,Saunders,0,0,0,0,
, Nan, Nan,Seward,0,0,0,0,
, Nan, Nan,Washington,0,0,0,0,
, Nan,Nonmetropolitan Counties,Adams,0,0,0,0,
, Nan, Nan,Antelope,0,0,0,0,
, Nan, Nan,Arthur,0,0,0,0,
, Nan, Nan,Box Butte,0,0,0,0,
, Nan, Nan,Brown,0,0,0,0,
, Nan, Nan,Buffalo,0,0,0,0,
, Nan, Nan,Burt,0,0,0,0,
, Nan, Nan,Butler,0,0,0,0,
, Nan, Nan,Cedar,0,0,0,0,
, Nan, Nan,Chase,0,0,0,0,
, Nan, Nan,Cherry,0,0,0,0,
, Nan, Nan,Cheyenne,0,0,0,0,
, Nan, Nan,Clay,0,0,0,0,
, Nan, Nan,Colfax,0,0,0,0,
, Nan, Nan,Cuming,0,0,0,0,
, Nan, Nan,Custer,0,0,0,0,
, Nan, Nan,Dawes,0,0,0,0,
, Nan, Nan,Dawson,0,0,0,0,
, Nan, Nan,Deuel,0,0,0,0,
, Nan, Nan,Dodge,0,0,0,0,
, Nan, Nan,Dundy,0,0,0,0,
, Nan, Nan,Fillmore,0,0,0,0,
, Nan, Nan,Franklin,0,0,0,0,
, Nan, Nan,Furnas,0,0,0,0,
, Nan, Nan,Gage,0,0,0,0,
, Nan, Nan,Garfield,0,0,0,0,
, Nan, Nan,Gosper,0,0,0,0,
, Nan, Nan,Hayes,0,0,0,0,
, Nan, Nan,Hitchcock,0,0,0,0,
, Nan, Nan,Holt,0,0,0,0,
, Nan, Nan,Hooker,0,0,0,0,
, Nan, Nan,Johnson,0,0,0, Nan,
, Nan, Nan,Kearney,0,0,0,0,
, Nan, Nan,Keith,0,0,0,0,
, Nan, Nan,Keya Paha,0,0,0,0,
, Nan, Nan,Kimball,0,0,0,0,
, Nan, Nan,Knox,0,0,0,0,
, Nan, Nan,Lincoln,0,0,0,0,
, Nan, Nan,Madison,0,0,0,0,
, Nan, Nan,Morrill,0,0,0,0,
, Nan, Nan,Nemaha,0,0,0,0,
, Nan, Nan,Otoe,0,0,0,0,
, Nan, Nan,Pawnee,0,0,0,0,
, Nan, Nan,Perkins,0,0,0,0,
, Nan, Nan,Phelps,0,0,0,0,
, Nan, Nan,Pierce,0,0,0,0,
, Nan, Nan,Platte,0,0,0,0,
, Nan, Nan,Polk,0,0,0,0,
, Nan, Nan,Red Willow,0,0,0,0,
, Nan, Nan,Richardson,0,0,0,0,
, Nan, Nan,Rock,0,0,0,0,
, Nan, Nan,Saline,0,0,0,0,
, Nan, Nan,Scotts Bluff,0,0,0,0,
, Nan, Nan,Sheridan,0,0,0,0,
, Nan, Nan,Sherman,0,0,0,0,
, Nan, Nan,Stanton,0,0,0,0,
, Nan, Nan,Thayer,0,0,0,0,
, Nan, Nan,Thurston,0,0,0,0,
, Nan, Nan,Valley, Nan,0,0,0,
, Nan, Nan,Wayne,0,0,0,0,
, Nan, Nan,Webster,0,0,0,0,
, Nan, Nan,Wheeler,0,0,0,0,
, Nan, Nan,York,0,0,0,0,
, Nan,State Police Agencies,Nebraska State Patrol,0,0,0,0,
, Nan, Nan,State Patrol: , Nan, Nan, Nan, Nan,
, Nan, Nan,Adams County,0,0,0,0,
, Nan, Nan,Antelope County,0,0,0,0,
, Nan, Nan,Arthur County,0,0,0,0,
, Nan, Nan,Banner County,0,0,0,0,
, Nan, Nan,Blaine County,0,0,0,0,
, Nan, Nan,Boone County,0,0,0,0,
, Nan, Nan,Box Butte County,0,0,0,0,
, Nan, Nan,Boyd County,0,0,0,0,
, Nan, Nan,Brown County,0,0,0,0,
, Nan, Nan,Buffalo County,0,0,0,0,
, Nan, Nan,Burt County,0,0,0,0,
, Nan, Nan,Butler County,0,0,0,0,
, Nan, Nan,Cass County,0,0,0,0,
, Nan, Nan,Cedar County,0,0,0,0,
, Nan, Nan,Chase County,0,0,0,0,
, Nan, Nan,Cherry County,0,0,0,0,
, Nan, Nan,Cheyenne County,0,0,0,0,
, Nan, Nan,Clay County,0,0,0,0,
, Nan, Nan,Colfax County,0,0,0,0,
, Nan, Nan,Cuming County,0,0,0,0,
, Nan, Nan,Custer County,0,0,0,0,
, Nan, Nan,Dakota County,0,0,0,0,
, Nan, Nan,Dawes County,0,0,0,0,
, Nan, Nan,Dawson County,0,0,0,0,
, Nan, Nan,Deuel County,0,0,0,0,
, Nan, Nan,Dixon County,0,0,0,0,
, Nan, Nan,Dodge County,0,0,0,0,
, Nan, Nan,Douglas County,0,0,0,0,
, Nan, Nan,Dundy County,0,0,0,0,
, Nan, Nan,Fillmore County,0,0,0,0,
, Nan, Nan,Franklin County,0,0,0,0,
, Nan, Nan,Frontier County,0,0,0,0,
, Nan, Nan,Furnas County,0,0,0,0,
, Nan, Nan,Gage County,0,0,0,0,
, Nan, Nan,Garden County,0,0,0,0,
, Nan, Nan,Garfield County,0,0,0,0,
, Nan, Nan,Gosper County,0,0,0,0,
, Nan, Nan,Grant County,0,0,0,0,
, Nan, Nan,Greeley County,0,0,0,0,
, Nan, Nan,Hall County,0,0,0,0,
, Nan, Nan,Hamilton County,0,0,0,0,
, Nan, Nan,Harlan County,0,0,0,0,
, Nan, Nan,Hayes County,0,0,0,0,
, Nan, Nan,Hitchcock County,0,0,0,0,
, Nan, Nan,Holt County,0,0,0,0,
, Nan, Nan,Hooker County,0,0,0,0,
, Nan, Nan,Howard County,0,0,0,0,
, Nan, Nan,Jefferson County,0,0,0,0,
, Nan, Nan,Johnson County,0,0,0,0,
, Nan, Nan,Kearney County,0,0,0,0,
, Nan, Nan,Keith County,0,0,0,0,
, Nan, Nan,Keya Paha County,0,0,0,0,
, Nan, Nan,Kimball County,0,0,0,0,
, Nan, Nan,Knox County,0,0,0,0,
, Nan, Nan,Lancaster County,0,0,0,0,
, Nan, Nan,Lincoln County,0,0,0,0,
, Nan, Nan,Logan County,0,0,0,0,
, Nan, Nan,Loup County,0,0,0,0,
, Nan, Nan,Madison County,0,0,0,0,
, Nan, Nan,McPherson County,0,0,0,0,
, Nan, Nan,Merrick County,0,0,0,0,
, Nan, Nan,Morrill County,0,0,0,0,
, Nan, Nan,Nance County,0,0,0,0,
, Nan, Nan,Nemaha County,0,0,0,0,
, Nan, Nan,Nuckolls County,0,0,0,0,
, Nan, Nan,Otoe County,0,0,0,0,
, Nan, Nan,Pawnee County,0,0,0,0,
, Nan, Nan,Perkins County,0,0,0,0,
, Nan, Nan,Phelps County,0,0,0,0,
, Nan, Nan,Pierce County,0,0,0,0,
, Nan, Nan,Platte County,0,0,0,0,
, Nan, Nan,Polk County,0,0,0,0,
, Nan, Nan,Red Willow County,0,0,0,0,
, Nan, Nan,Richardson County,0,0,0,0,
, Nan, Nan,Rock County,0,0,0,0,
, Nan, Nan,Saline County,0,0,0,0,
, Nan, Nan,Sarpy County,0,0,0,0,
, Nan, Nan,Saunders County,0,0,0,0,
, Nan, Nan,Scotts Bluff County,0,0,0,0,
, Nan, Nan,Seward County,0,0,0,0,
, Nan, Nan,Sheridan County,0,0,0,0,
, Nan, Nan,Sherman County,0,0,0,0,
, Nan, Nan,Sioux County,0,0,0,0,
, Nan, Nan,Stanton County,0,0,0,0,
, Nan, Nan,Thayer County,0,0,0,0,
, Nan, Nan,Thomas County,0,0,0,0,
, Nan, Nan,Thurston County,0,0,0,0,
, Nan, Nan,Valley County,0,0,0,0,
, Nan, Nan,Washington County,0,0,0,0,
, Nan, Nan,Wayne County,0,0,0,0,
, Nan, Nan,Webster County,0,0,0,0,
, Nan, Nan,Wheeler County,0,0,0,0,
, Nan, Nan,York County,0,0,0,0,
, Nan,Tribal Agencies,Santee Tribal,0,0,0,0,
, Nan, Nan,Winnebago Tribal,0, Nan,0, Nan,
,Nevada,Cities,Boulder City,0,0,0,0,15661
, Nan, Nan,Carlin,0,0,0,0,2291
, Nan, Nan,Elko,0,0, Nan, Nan,20687
, Nan, Nan,Fallon,0,0,0,0,8433
